comID,yearG5,sex,CAUSE,Ndeaths,YLL,mean.age,Level,county,pop,YLLper,cDeathRate,rateLCI,rateUCI,comName,oDeaths,aRate,aLCI,aUCI,aSE,YLL.adj.rate,causeName
115.2a,2014-2018,Total,D05,70,211,83.74,lev2,Orange,117000,36.08,11.97,9.165,14.77,Lake Forest East/Mission Viejo Central and South,70,10.94,8.493,13.96,1.33,33.61,Alzheimer’s disease and other dementias
115.2a,2014-2018,Total,D06,17,102,76,lev2,Orange,117000,17.44,2.907,1.525,4.289,Lake Forest East/Mission Viejo Central and South,17,2.536,1.464,4.196,0.624,13.65,Other neurological conditions
115.2a,2014-2018,Total,D10,11,86,72.27,lev2,Orange,117000,14.71,1.881,0.7694,2.992,Lake Forest East/Mission Viejo Central and South,11,1.607,0.79,3.028,0.4934,11.07,Kidney diseases
115.2a,2014-2018,Total,D11,22,162,73.55,lev2,Orange,117000,27.7,3.762,2.19,5.334,Lake Forest East/Mission Viejo Central and South,22,3.266,2.026,5.086,0.7094,22.5,Cirrhosis of the liver
115.2a,2014-2018,Total,D66,41,182,77.76,lev2,Orange,117000,31.12,7.011,4.865,9.156,Lake Forest East/Mission Viejo Central and South,41,6.531,4.654,8.988,1.04,28.78,Chronic obstructive pulmonary disease
115.2a,2014-2018,Total,E,47,401,72.66,lev1,Orange,117000,68.57,8.037,5.739,10.33,Lake Forest East/Mission Viejo Central and South,47,7.294,5.326,9.832,1.084,65.12,Injuries
115.2a,2014-2018,Total,E01,27,238,71.48,lev2,Orange,117000,40.7,4.617,2.875,6.358,Lake Forest East/Mission Viejo Central and South,27,4.061,2.659,6.036,0.7921,36.71,Unintentional injuries
115.2a,2014-2018,Total,E02,12,113,70.92,lev2,Orange,117000,19.32,2.052,0.8909,3.213,Lake Forest East/Mission Viejo Central and South,12,1.998,1.014,3.613,0.5902,19.19,Suicide/Self-harm
115.2b,2014-2018,Female,0,324,1855,76.61,lev0,Orange,73910,502,87.68,78.13,97.23,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,324,89.12,79.53,99.64,5.033,442.3,All CAUSES
115.2b,2014-2018,Female,A,19,140,72.63,lev1,Orange,73910,37.89,5.142,2.83,7.454,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,19,5.295,3.154,8.451,1.238,37.32,"Communicable, maternal, perinatal and nutritional conditions"
115.2b,2014-2018,Female,B,84,469,75.08,lev1,Orange,73910,126.9,22.73,17.87,27.59,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,84,22.04,17.5,27.5,2.446,96.97,Cancer/Malignant neoplasms
115.2b,2014-2018,Female,B07,25,114,76,lev2,Orange,73910,30.85,6.765,4.113,9.417,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,25,6.733,4.331,10.11,1.363,25.4,"Trachea, bronchus and lung cancers"
115.2b,2014-2018,Female,C,114,694,77.04,lev1,Orange,73910,187.8,30.85,25.19,36.51,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,114,31.78,26.14,38.37,3.019,168.8,Cardiovascular diseases
115.2b,2014-2018,Female,C01,18,167,70.5,lev2,Orange,73910,45.19,4.871,2.621,7.121,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,18,4.827,2.833,7.818,1.156,45,Hypertensive heart disease
115.2b,2014-2018,Female,C02,53,445,74.74,lev2,Orange,73910,120.4,14.34,10.48,18.2,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,53,14.37,10.71,18.98,2.002,108.3,Ischaemic heart disease
115.2b,2014-2018,Female,C03,13,38,82.38,lev2,Orange,73910,10.28,3.518,1.606,5.43,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,13,3.679,1.937,6.458,1.036,6.84,Stroke
115.2b,2014-2018,Female,C99,18,43,81.78,lev2,Orange,73910,11.64,4.871,2.621,7.121,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,18,5.186,3.053,8.342,1.236,8.392,Other or unspecified cardiovascular diseases
115.2b,2014-2018,Female,D,90,359,79.96,lev1,Orange,73910,97.15,24.36,19.32,29.39,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,90,25.3,20.28,31.28,2.705,86.32,Other Chronic
115.2b,2014-2018,Female,D05,26,29,84.42,lev2,Orange,73910,7.848,7.036,4.331,9.74,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,26,7.578,4.926,11.24,1.501,5.285,Alzheimer’s disease and other dementias
115.2b,2014-2018,Female,D66,19,48,80.89,lev2,Orange,73910,12.99,5.142,2.83,7.454,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,19,5.26,3.144,8.379,1.221,9.676,Chronic obstructive pulmonary disease
115.2b,2014-2018,Female,E,17,193,68,lev1,Orange,73910,52.23,4.6,2.414,6.787,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,17,4.706,2.69,7.748,1.176,52.89,Injuries
115.2b,2014-2018,Male,0,362,3403,70.66,lev0,Orange,71020,958.3,101.9,91.44,112.4,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,362,133.5,119.3,149,7.429,892.7,All CAUSES
115.2b,2014-2018,Male,A,20,149,74.8,lev1,Orange,71020,41.96,5.632,3.164,8.1,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,20,8.011,4.742,12.79,1.892,40.09,"Communicable, maternal, perinatal and nutritional conditions"
115.2b,2014-2018,Male,A07,12,80,75.33,lev2,Orange,71020,22.53,3.379,1.467,5.291,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,12,4.832,2.388,8.827,1.475,17.39,Respiratory infections
115.2b,2014-2018,Male,B,77,667,70.71,lev1,Orange,71020,187.8,21.68,16.84,26.53,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,77,27.53,21.4,35.03,3.327,174.6,Cancer/Malignant neoplasms
115.2b,2014-2018,Male,B07,11,129,68.36,lev2,Orange,71020,36.33,3.098,1.267,4.928,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,11,3.986,1.893,7.58,1.274,33.62,"Trachea, bronchus and lung cancers"
115.2b,2014-2018,Male,C,133,956,73.21,lev1,Orange,71020,269.2,37.45,31.09,43.82,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,133,50.99,42.28,61.1,4.657,249,Cardiovascular diseases
115.2b,2014-2018,Male,C01,13,172,65.15,lev2,Orange,71020,48.43,3.661,1.671,5.651,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,13,4.817,2.457,8.672,1.414,41.04,Hypertensive heart disease
115.2b,2014-2018,Male,C02,65,481,73.92,lev2,Orange,71020,135.4,18.3,13.85,22.75,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,65,25.09,19.05,32.55,3.294,120.9,Ischaemic heart disease
115.2b,2014-2018,Male,C03,21,133,73,lev2,Orange,71020,37.45,5.913,3.384,8.443,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,21,7.905,4.763,12.5,1.811,38.83,Stroke
115.2b,2014-2018,Male,C05,12,36,76.5,lev2,Orange,71020,10.14,3.379,1.467,5.291,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,12,4.66,2.322,8.513,1.408,8.647,Congestive heart failure
115.2b,2014-2018,Male,C99,16,74,75.81,lev2,Orange,71020,20.84,4.505,2.298,6.713,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,16,6.041,3.349,10.21,1.582,21.1,Other or unspecified cardiovascular diseases
115.2b,2014-2018,Male,D,110,1188,69.19,lev1,Orange,71020,334.5,30.98,25.19,36.76,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,110,39.38,31.95,48.17,3.992,298.3,Other Chronic
115.2b,2014-2018,Male,D01,11,111,67.45,lev2,Orange,71020,31.26,3.098,1.267,4.928,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,11,3.389,1.576,6.652,1.109,23.39,Diabetes mellitus
115.2b,2014-2018,Male,D05,32,238,73.69,lev2,Orange,71020,67.02,9.011,5.889,12.13,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,32,12.55,8.398,18.15,2.333,56.53,Alzheimer’s disease and other dementias
115.2b,2014-2018,Male,D06,14,104,72.29,lev2,Orange,71020,29.29,3.942,1.877,6.007,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,14,5.175,2.73,9.098,1.453,25.23,Other neurological conditions
115.2b,2014-2018,Male,D66,17,290,62.12,lev2,Orange,71020,81.66,4.787,2.511,7.063,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,17,5.945,3.359,9.959,1.513,83.37,Chronic obstructive pulmonary disease
115.2b,2014-2018,Male,E,22,443,58.59,lev1,Orange,71020,124.7,6.195,3.606,8.784,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,22,7.535,4.563,11.92,1.711,130.7,Injuries
115.2b,2014-2018,Total,0,686,5258,73.47,lev0,Orange,144900,725.6,94.67,87.58,101.7,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,686,108.2,100,116.9,4.247,663.5,All CAUSES
115.2b,2014-2018,Total,A,39,289,73.74,lev1,Orange,144900,39.88,5.382,3.693,7.071,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,39,6.158,4.333,8.529,1.014,37.61,"Communicable, maternal, perinatal and nutritional conditions"
115.2b,2014-2018,Total,A07,19,159,72.79,lev2,Orange,144900,21.94,2.622,1.443,3.801,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,19,2.987,1.766,4.771,0.7069,19.88,Respiratory infections
115.2b,2014-2018,Total,B,161,1136,72.99,lev1,Orange,144900,156.8,22.22,18.79,25.65,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,161,24.43,20.7,28.68,1.984,137.5,Cancer/Malignant neoplasms
115.2b,2014-2018,Total,B04,14,92,76.29,lev2,Orange,144900,12.7,1.932,0.92,2.944,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,14,2.165,1.154,3.746,0.5996,9.295,Colon and rectum cancers
115.2b,2014-2018,Total,B06,14,94,70.64,lev2,Orange,144900,12.97,1.932,0.92,2.944,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,14,2.026,1.085,3.517,0.5571,10.6,Pancreas cancer
115.2b,2014-2018,Total,B07,36,243,73.67,lev2,Orange,144900,33.53,4.968,3.345,6.591,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,36,5.567,3.861,7.814,0.9513,30.28,"Trachea, bronchus and lung cancers"
115.2b,2014-2018,Total,B09,17,229,65.29,lev2,Orange,144900,31.6,2.346,1.231,3.461,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,17,2.368,1.347,3.93,0.5964,27.94,Breast cancer
115.2b,2014-2018,Total,B16,11,96,73.73,lev2,Orange,144900,13.25,1.518,0.6209,2.415,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,11,1.794,0.8759,3.296,0.5554,13.38,Lymphomas and multiple myeloma
115.2b,2014-2018,Total,B99,16,130,71.81,lev2,Orange,144900,17.94,2.208,1.126,3.29,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,16,2.646,1.495,4.371,0.6737,19.15,Other malignant neoplasms
115.2b,2014-2018,Total,C,247,1650,74.98,lev1,Orange,144900,227.7,34.09,29.83,38.34,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,247,39.88,34.95,45.35,2.601,207.4,Cardiovascular diseases
115.2b,2014-2018,Total,C01,31,339,68.26,lev2,Orange,144900,46.78,4.278,2.772,5.784,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,31,4.755,3.191,6.862,0.8788,42.76,Hypertensive heart disease
115.2b,2014-2018,Total,C02,118,926,74.29,lev2,Orange,144900,127.8,16.28,13.35,19.22,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,118,18.66,15.36,22.49,1.765,113.4,Ischaemic heart disease
115.2b,2014-2018,Total,C03,34,171,76.59,lev2,Orange,144900,23.6,4.692,3.115,6.269,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,34,5.588,3.831,7.904,0.9826,22.35,Stroke
115.2b,2014-2018,Total,C05,22,37,80.68,lev2,Orange,144900,5.106,3.036,1.767,4.305,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,22,3.759,2.335,5.756,0.8148,4.292,Congestive heart failure
115.2b,2014-2018,Total,C99,34,117,78.97,lev2,Orange,144900,16.15,4.692,3.115,6.269,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,34,5.669,3.896,8.001,0.9907,14.66,Other or unspecified cardiovascular diseases
115.2b,2014-2018,Total,D,200,1547,74.04,lev1,Orange,144900,213.5,27.6,23.77,31.42,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,200,31.81,27.43,36.71,2.313,190.6,Other Chronic
115.2b,2014-2018,Total,D01,17,154,71.35,lev2,Orange,144900,21.25,2.346,1.231,3.461,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,17,2.426,1.372,4.029,0.6161,15.58,Diabetes mellitus
115.2b,2014-2018,Total,D05,58,267,78.5,lev2,Orange,144900,36.85,8.004,5.944,10.06,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,58,9.755,7.36,12.71,1.309,30.65,Alzheimer’s disease and other dementias
115.2b,2014-2018,Total,D06,19,192,69.16,lev2,Orange,144900,26.5,2.622,1.443,3.801,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,19,2.846,1.685,4.555,0.6716,24.47,Other neurological conditions
115.2b,2014-2018,Total,D10,14,18,83.93,lev2,Orange,144900,2.484,1.932,0.92,2.944,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,14,2.43,1.319,4.125,0.6559,2.296,Kidney diseases
115.2b,2014-2018,Total,D11,12,163,65,lev2,Orange,144900,22.49,1.656,0.719,2.593,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,12,1.639,0.8168,3.013,0.495,20.11,Cirrhosis of the liver
115.2b,2014-2018,Total,D66,36,338,72.03,lev2,Orange,144900,46.64,4.968,3.345,6.591,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,36,5.783,4.016,8.1,0.9852,47.15,Chronic obstructive pulmonary disease
115.2b,2014-2018,Total,D68,13,115,76.46,lev2,Orange,144900,15.87,1.794,0.8188,2.769,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,13,2.152,1.129,3.755,0.6092,14.84,Other respiratory diseases
115.2b,2014-2018,Total,E,39,636,62.69,lev1,Orange,144900,87.77,5.382,3.693,7.071,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,39,5.899,4.138,8.201,0.9796,90.34,Injuries
115.2b,2014-2018,Total,E01,20,268,66.3,lev2,Orange,144900,36.98,2.76,1.55,3.97,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,20,2.94,1.752,4.68,0.6865,35.43,Unintentional injuries
115.2b,2014-2018,Total,E02,13,234,60.15,lev2,Orange,144900,32.29,1.794,0.8188,2.769,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,13,2.019,1.053,3.553,0.5756,33.81,Suicide/Self-harm
115.2c,2014-2018,Female,0,358,1789,78.97,lev0,Orange,67460,530.4,106.1,95.14,117.1,Aliso Viejo/Laguna Hills/Laguna Niguel,358,103,92.38,114.6,5.56,463.7,All CAUSES
115.2c,2014-2018,Female,A,19,228,70.11,lev1,Orange,67460,67.59,5.633,3.1,8.165,Aliso Viejo/Laguna Hills/Laguna Niguel,19,5.809,3.454,9.244,1.362,72.51,"Communicable, maternal, perinatal and nutritional conditions"
115.2c,2014-2018,Female,A07,12,70,78.75,lev2,Orange,67460,20.75,3.557,1.545,5.57,Aliso Viejo/Laguna Hills/Laguna Niguel,12,3.412,1.729,6.17,1.009,17.17,Respiratory infections
115.2c,2014-2018,Female,B,90,509,75.89,lev1,Orange,67460,150.9,26.68,21.17,32.19,Aliso Viejo/Laguna Hills/Laguna Niguel,90,25.78,20.58,31.97,2.8,122.6,Cancer/Malignant neoplasms
115.2c,2014-2018,Female,B07,15,96,73.67,lev2,Orange,67460,28.46,4.447,2.196,6.697,Aliso Viejo/Laguna Hills/Laguna Niguel,15,3.782,2.054,6.542,1.021,15.97,"Trachea, bronchus and lung cancers"
115.2c,2014-2018,Female,B09,11,24,78,lev2,Orange,67460,7.115,3.261,1.334,5.188,Aliso Viejo/Laguna Hills/Laguna Niguel,11,3.374,1.649,6.215,1.044,4.445,Breast cancer
115.2c,2014-2018,Female,C,110,405,81.26,lev1,Orange,67460,120.1,32.61,26.52,38.7,Aliso Viejo/Laguna Hills/Laguna Niguel,110,31.05,25.43,37.65,3.012,102.1,Cardiovascular diseases
115.2c,2014-2018,Female,C02,47,136,81.57,lev2,Orange,67460,40.32,13.93,9.95,17.92,Aliso Viejo/Laguna Hills/Laguna Niguel,47,12.92,9.437,17.39,1.917,28.53,Ischaemic heart disease
115.2c,2014-2018,Female,C03,26,134,80.08,lev2,Orange,67460,39.72,7.708,4.745,10.67,Aliso Viejo/Laguna Hills/Laguna Niguel,26,7.308,4.731,10.91,1.461,35.91,Stroke
115.2c,2014-2018,Female,C05,12,0,87.67,lev2,Orange,67460,0,3.557,1.545,5.57,Aliso Viejo/Laguna Hills/Laguna Niguel,12,3.679,1.892,6.554,1.068,0,Congestive heart failure
115.2c,2014-2018,Female,C99,12,10,85.92,lev2,Orange,67460,2.965,3.557,1.545,5.57,Aliso Viejo/Laguna Hills/Laguna Niguel,12,3.696,1.896,6.591,1.077,2.286,Other or unspecified cardiovascular diseases
115.2c,2014-2018,Female,D,120,546,80.22,lev1,Orange,67460,161.9,35.57,29.21,41.94,Aliso Viejo/Laguna Hills/Laguna Niguel,120,35.34,29.21,42.47,3.279,148,Other Chronic
115.2c,2014-2018,Female,D05,42,18,89.45,lev2,Orange,67460,5.336,12.45,8.686,16.22,Aliso Viejo/Laguna Hills/Laguna Niguel,42,12.56,9.024,17.11,1.952,2.865,Alzheimer’s disease and other dementias
115.2c,2014-2018,Female,D66,17,110,79.18,lev2,Orange,67460,32.61,5.04,2.644,7.435,Aliso Viejo/Laguna Hills/Laguna Niguel,17,5.074,2.938,8.27,1.242,34.01,Chronic obstructive pulmonary disease
115.2c,2014-2018,Female,E,16,101,79.94,lev1,Orange,67460,29.94,4.743,2.419,7.067,Aliso Viejo/Laguna Hills/Laguna Niguel,16,4.068,2.284,6.87,1.046,18.54,Injuries
115.2c,2014-2018,Male,0,386,3406,71.62,lev0,Orange,61890,1101,124.7,112.3,137.2,Aliso Viejo/Laguna Hills/Laguna Niguel,386,142.8,128.2,158.7,7.64,1029,All CAUSES
115.2c,2014-2018,Male,A,27,137,77.3,lev1,Orange,61890,44.27,8.725,5.434,12.02,Aliso Viejo/Laguna Hills/Laguna Niguel,27,10.82,6.971,16.17,2.186,33.71,"Communicable, maternal, perinatal and nutritional conditions"
115.2c,2014-2018,Male,A07,16,74,79.56,lev2,Orange,61890,23.91,5.17,2.637,7.704,Aliso Viejo/Laguna Hills/Laguna Niguel,16,6.868,3.823,11.47,1.788,18.38,Respiratory infections
115.2c,2014-2018,Male,B,101,1082,68.08,lev1,Orange,61890,349.6,32.64,26.27,39,Aliso Viejo/Laguna Hills/Laguna Niguel,101,35,28.17,43.16,3.674,333.8,Cancer/Malignant neoplasms
115.2c,2014-2018,Male,B07,15,215,63.27,lev2,Orange,61890,69.48,4.847,2.394,7.3,Aliso Viejo/Laguna Hills/Laguna Niguel,15,4.875,2.599,8.593,1.35,63.06,"Trachea, bronchus and lung cancers"
115.2c,2014-2018,Male,B12,13,29,81.46,lev2,Orange,61890,9.371,4.201,1.917,6.485,Aliso Viejo/Laguna Hills/Laguna Niguel,13,5.263,2.703,9.37,1.531,6.307,Prostate cancer
115.2c,2014-2018,Male,B99,13,150,65.08,lev2,Orange,61890,48.47,4.201,1.917,6.485,Aliso Viejo/Laguna Hills/Laguna Niguel,13,4.239,2.189,7.716,1.225,46.79,Other malignant neoplasms
115.2c,2014-2018,Male,C,123,814,75.29,lev1,Orange,61890,263,39.75,32.72,46.77,Aliso Viejo/Laguna Hills/Laguna Niguel,123,47.67,39.24,57.5,4.511,236.4,Cardiovascular diseases
115.2c,2014-2018,Male,C01,13,56,79.77,lev2,Orange,61890,18.1,4.201,1.917,6.485,Aliso Viejo/Laguna Hills/Laguna Niguel,13,5.695,2.962,10,1.63,18.69,Hypertensive heart disease
115.2c,2014-2018,Male,C02,62,395,75.08,lev2,Orange,61890,127.6,20.04,15.05,25.02,Aliso Viejo/Laguna Hills/Laguna Niguel,62,22.73,17.14,29.72,3.056,106.9,Ischaemic heart disease
115.2c,2014-2018,Male,C03,19,153,74.16,lev2,Orange,61890,49.44,6.14,3.379,8.901,Aliso Viejo/Laguna Hills/Laguna Niguel,19,7.94,4.691,12.71,1.882,49.44,Stroke
115.2c,2014-2018,Male,C99,14,105,74.57,lev2,Orange,61890,33.93,4.524,2.154,6.894,Aliso Viejo/Laguna Hills/Laguna Niguel,14,5.561,2.935,9.719,1.561,26.1,Other or unspecified cardiovascular diseases
115.2c,2014-2018,Male,D,115,1007,71.52,lev1,Orange,61890,325.4,37.16,30.37,43.95,Aliso Viejo/Laguna Hills/Laguna Niguel,115,42.27,34.55,51.35,4.139,299.8,Other Chronic
115.2c,2014-2018,Male,D05,42,344,74.19,lev2,Orange,61890,111.2,13.57,9.468,17.68,Aliso Viejo/Laguna Hills/Laguna Niguel,42,16.71,11.81,23.08,2.719,99.37,Alzheimer’s disease and other dementias
115.2c,2014-2018,Male,D06,14,69,76.5,lev2,Orange,61890,22.3,4.524,2.154,6.894,Aliso Viejo/Laguna Hills/Laguna Niguel,14,5.3,2.823,9.264,1.469,21.04,Other neurological conditions
115.2c,2014-2018,Male,D66,15,65,75.13,lev2,Orange,61890,21,4.847,2.394,7.3,Aliso Viejo/Laguna Hills/Laguna Niguel,15,5.089,2.734,8.894,1.394,13.79,Chronic obstructive pulmonary disease
115.2c,2014-2018,Male,E,20,366,59.75,lev1,Orange,61890,118.3,6.463,3.631,9.295,Aliso Viejo/Laguna Hills/Laguna Niguel,20,7.022,4.219,11.23,1.617,125.3,Injuries
115.2c,2014-2018,Total,0,744,5195,75.15,lev0,Orange,129400,803.2,115,106.8,123.3,Aliso Viejo/Laguna Hills/Laguna Niguel,744,120.8,112,130,4.54,729.5,All CAUSES
115.2c,2014-2018,Total,A,46,365,74.33,lev1,Orange,129400,56.43,7.112,5.057,9.168,Aliso Viejo/Laguna Hills/Laguna Niguel,46,7.632,5.545,10.26,1.15,52.01,"Communicable, maternal, perinatal and nutritional conditions"
115.2c,2014-2018,Total,A07,28,144,79.21,lev2,Orange,129400,22.26,4.329,2.726,5.933,Aliso Viejo/Laguna Hills/Laguna Niguel,28,4.719,3.105,6.893,0.9117,17.78,Respiratory infections
115.2c,2014-2018,Total,B,191,1591,71.76,lev1,Orange,129400,246,29.53,25.34,33.72,Aliso Viejo/Laguna Hills/Laguna Niguel,191,29.77,25.57,34.49,2.225,221.8,Cancer/Malignant neoplasms
115.2c,2014-2018,Total,B04,18,212,68.44,lev2,Orange,129400,32.78,2.783,1.497,4.069,Aliso Viejo/Laguna Hills/Laguna Niguel,18,2.899,1.684,4.676,0.7064,33.02,Colon and rectum cancers
115.2c,2014-2018,Total,B05,12,212,60.58,lev2,Orange,129400,32.78,1.855,0.8056,2.905,Aliso Viejo/Laguna Hills/Laguna Niguel,12,1.697,0.8463,3.096,0.5125,30.1,Liver cancer
115.2c,2014-2018,Total,B06,14,126,71.86,lev2,Orange,129400,19.48,2.165,1.031,3.298,Aliso Viejo/Laguna Hills/Laguna Niguel,14,2.324,1.256,3.958,0.6314,21.7,Pancreas cancer
115.2c,2014-2018,Total,B07,30,311,68.47,lev2,Orange,129400,48.08,4.638,2.979,6.298,Aliso Viejo/Laguna Hills/Laguna Niguel,30,4.284,2.829,6.267,0.8207,38.88,"Trachea, bronchus and lung cancers"
115.2c,2014-2018,Total,B09,13,43,76.08,lev2,Orange,129400,6.648,2.01,0.9174,3.103,Aliso Viejo/Laguna Hills/Laguna Niguel,13,2.029,1.054,3.565,0.5814,4.078,Breast cancer
115.2c,2014-2018,Total,B12,15,45,80.13,lev2,Orange,129400,6.958,2.319,1.146,3.493,Aliso Viejo/Laguna Hills/Laguna Niguel,15,2.398,1.316,4.041,0.6373,4.344,Prostate cancer
115.2c,2014-2018,Total,B15,12,119,69.67,lev2,Orange,129400,18.4,1.855,0.8056,2.905,Aliso Viejo/Laguna Hills/Laguna Niguel,12,1.834,0.9225,3.306,0.548,17.45,Brain and nervous system cancers
115.2c,2014-2018,Total,B16,11,43,76.64,lev2,Orange,129400,6.648,1.701,0.6957,2.706,Aliso Viejo/Laguna Hills/Laguna Niguel,11,1.653,0.8,3.066,0.5173,4.138,Lymphomas and multiple myeloma
115.2c,2014-2018,Total,B99,22,167,71.91,lev2,Orange,129400,25.82,3.401,1.98,4.823,Aliso Viejo/Laguna Hills/Laguna Niguel,22,3.504,2.166,5.392,0.7666,24.09,Other malignant neoplasms
115.2c,2014-2018,Total,C,233,1219,78.11,lev1,Orange,129400,188.5,36.02,31.4,40.65,Aliso Viejo/Laguna Hills/Laguna Niguel,233,38.25,33.39,43.64,2.563,166.4,Cardiovascular diseases
115.2c,2014-2018,Total,C01,23,158,76.39,lev2,Orange,129400,24.43,3.556,2.103,5.009,Aliso Viejo/Laguna Hills/Laguna Niguel,23,3.874,2.431,5.878,0.8239,24.38,Hypertensive heart disease
115.2c,2014-2018,Total,C02,109,531,77.88,lev2,Orange,129400,82.1,16.85,13.69,20.02,Aliso Viejo/Laguna Hills/Laguna Niguel,109,17.15,14,20.82,1.688,66.42,Ischaemic heart disease
115.2c,2014-2018,Total,C03,45,287,77.58,lev2,Orange,129400,44.37,6.958,4.925,8.99,Aliso Viejo/Laguna Hills/Laguna Niguel,45,7.686,5.573,10.35,1.166,43.46,Stroke
