GEOID,comID,comName,county,year
06037603301,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037650300,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037650200,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037603004,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037620521,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037603400,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037541001,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037603003,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037604100,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037604000,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037650001,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037650002,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037603302,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037603102,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037620601,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Los Angeles,2000
06037703002,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037277000,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037236000,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037236400,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037703001,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037703200,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037703100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037702600,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037275601,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037275311,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037275400,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037274100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037275302,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037235100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037273900,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037702901,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037124700,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037276100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037601301,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037274200,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037276000,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037276400,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037276601,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037276500,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037278100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037277100,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Los Angeles,2000
06037141302,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037141301,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037125100,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037124901,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037125200,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037124500,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037124400,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143902,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037141600,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037124000,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037124600,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037128910,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037128702,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143300,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143400,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037141200,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037141100,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143200,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143100,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143602,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143500,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143901,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143601,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037141700,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143700,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037143800,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037320000,78.2jj,Sherman Oaks/Studio City/Valley Village,Los Angeles,2000
06037575801,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575401,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575300,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575402,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575201,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575102,78.2jjj,Long Beach West Central,Los Angeles,2000
06037573001,78.2jjj,Long Beach West Central,Los Angeles,2000
06037573202,78.2jjj,Long Beach West Central,Los Angeles,2000
06037573002,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576503,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576501,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576502,78.2jjj,Long Beach West Central,Los Angeles,2000
06037573402,78.2jjj,Long Beach West Central,Los Angeles,2000
06037573300,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575101,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575202,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576901,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576401,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576402,78.2jjj,Long Beach West Central,Los Angeles,2000
06037576403,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575802,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575803,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575901,78.2jjj,Long Beach West Central,Los Angeles,2000
06037575902,78.2jjj,Long Beach West Central,Los Angeles,2000
06037550300,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552400,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037550200,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552602,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552601,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552900,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037550100,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037550000,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552300,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552200,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037551900,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552000,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552100,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552700,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037552800,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037553000,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037554700,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037554600,78.2jjjj,Norwalk/Studebaker,Los Angeles,2000
06037234800,78.2k,South Central Northwest,Los Angeles,2000
06037234900,78.2k,South Central Northwest,Los Angeles,2000
06037237300,78.2k,South Central Northwest,Los Angeles,2000
06037601302,78.2k,South Central Northwest,Los Angeles,2000
06037601303,78.2k,South Central Northwest,Los Angeles,2000
06037600902,78.2k,South Central Northwest,Los Angeles,2000
06037234500,78.2k,South Central Northwest,Los Angeles,2000
06037232200,78.2k,South Central Northwest,Los Angeles,2000
06037232400,78.2k,South Central Northwest,Los Angeles,2000
06037232300,78.2k,South Central Northwest,Los Angeles,2000
06037234600,78.2k,South Central Northwest,Los Angeles,2000
06037232500,78.2k,South Central Northwest,Los Angeles,2000
06037232600,78.2k,South Central Northwest,Los Angeles,2000
06037234700,78.2k,South Central Northwest,Los Angeles,2000
06037237200,78.2k,South Central Northwest,Los Angeles,2000
06037600912,78.2k,South Central Northwest,Los Angeles,2000
06037600911,78.2k,South Central Northwest,Los Angeles,2000
06037235201,78.2k,South Central Northwest,Los Angeles,2000
06037235202,78.2k,South Central Northwest,Los Angeles,2000
06037237900,78.2k,South Central Northwest,Los Angeles,2000
06037600802,78.2k,South Central Northwest,Los Angeles,2000
06037600801,78.2k,South Central Northwest,Los Angeles,2000
06037238100,78.2k,South Central Northwest,Los Angeles,2000
06037115202,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037119320,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037109700,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037109602,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037109601,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037109800,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037115102,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037115101,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117302,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117301,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117200,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117100,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037115201,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037119310,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117303,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117404,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117405,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117406,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037115402,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037115401,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037117530,78.2kk,North Hills/Northridge North,Los Angeles,2000
06037231500,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037574800,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574601,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577501,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576601,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576000,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576100,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574500,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576300,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576700,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037573600,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037573700,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037573800,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037573901,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574901,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574000,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574100,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037573902,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574201,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574300,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574400,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574700,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037574602,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577602,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577603,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576200,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577100,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577601,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037576602,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577200,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577400,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577300,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037577502,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Los Angeles,2000
06037267300,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267600,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701400,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267401,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701601,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267402,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267501,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267700,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037267502,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701602,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701701,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701801,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037271200,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701501,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701302,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037271300,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701502,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037701702,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037702300,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,Los Angeles,2000
06037222700,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037222600,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231800,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231720,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231710,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037234300,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231600,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037221900,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037224600,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037234200,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231400,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231300,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231210,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231220,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037226700,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037231100,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037234000,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037228410,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037228420,78.2l,Exposition Park/Leimert Park,Los Angeles,2000
06037119330,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119800,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037109400,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119200,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037104500,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037106605,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037320200,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037320300,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037109500,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119100,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037104402,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037104820,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119000,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119400,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119340,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037117510,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119700,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037119900,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037120101,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037117520,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037120102,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,Los Angeles,2000
06037573403,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037573201,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037573100,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037575002,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037571502,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037573401,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037572202,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037570702,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037571501,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037571400,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037571800,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037571900,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037573500,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037572100,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037575103,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037572002,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037572001,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037572201,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037574202,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037575001,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037574902,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037576902,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037577000,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037576801,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037576802,78.2lll,Bixby Knolls/Long Beach Central,Los Angeles,2000
06037554002,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553901,78.2m,Bellflower/Paramount South,Los Angeles,2000
06095250200,204,Vallejo,Solano,2000
06037553801,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553802,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554202,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554201,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554404,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554403,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553300,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554101,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553200,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554001,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553100,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554102,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554300,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037553902,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037554401,78.2m,Bellflower/Paramount South,Los Angeles,2000
06037461700,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037183102,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037460800,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463101,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463102,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463200,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463700,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463400,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463500,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463800,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463600,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463300,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037464200,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037464100,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037464000,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037463900,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037480600,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037480500,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037480703,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037480704,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037480702,78.2mm,Pasadena South/San Marino/South Pasadena,Los Angeles,2000
06037532900,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037228100,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037228220,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037533000,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037206030,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037207300,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037206040,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037206300,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037206050,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037226000,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037226410,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037226420,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037227010,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037227020,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037228210,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037228800,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
06037228720,78.2mmm,Downtown Southeast/Florence North,Los Angeles,2000
