,year,CAUSE,Ndeaths,YLL,m.YLL,Level,pop,YLLper,YLLrateLCI,YLLrateUCI,cDeathRate,rateLCI,rateUCI,causeName,county,stateRate,SMR,aRate,aLCI,aUCI,YLL.adj.rate
22665,2010,198,14,343.92,24.56571429,gbd36,44862,766.6176274,685.5965198,847.638735,31.206812,14.85998457,47.55363943,Unintentional injuries,Siskiyou,18.1686285,1.717620678,25.05485705,13.3340126,45.3442724,707.2499396
22863,2001,179,14,485.9,34.70714286,gbd36,402968,120.5802942,109.858907,131.3016814,3.474221278,1.65434632,5.294096236,Musculoskeletal diseases,Solano,4.033292979,0.861385795,4.341552897,2.30958966,7.612851617,125.4432288
23062,2007,185,14,920.89,65.77785714,gbd36,412636,223.1724813,208.7584701,237.5864925,3.392820791,1.615585232,5.17005635,Congenital anomalies,Solano,3.477187584,0.97573706,3.466589955,1.877149458,6.004553522,216.2900847
23140,2010,103,14,367.29,26.235,gbd36,412573,89.02424541,79.91983472,98.1286561,3.393338876,1.615831933,5.170845819,Other neoplasms,Solano,3.62676146,0.935638837,3.797937485,2.069097806,6.430491242,94.66264643
23166,2011,46,14,223.76,15.98285714,gbd36,414648,53.96384403,46.89318748,61.03450059,3.376357778,1.607745914,5.144969642,Other infectious diseases,Solano,4.605181469,0.73316498,3.861530736,2.106896217,6.509691859,59.21462576
23176,2011,133,14,149.57,10.68357143,gbd36,414648,36.07155949,30.29072197,41.85239701,3.376357778,1.607745914,5.144969642,Parkinson disease,Solano,6.147320047,0.549240604,3.810108969,2.079603392,6.42795689,39.67939763
23333,2000,21,14,511.04,36.50285714,gbd36,460477,110.9805701,101.3585205,120.6026198,3.040325575,1.44773491,4.632916241,Hepatitis,Sonoma,1.991127571,1.526936606,2.938614351,1.574533552,5.129136881,104.5912619
23423,2002,185,14,1093.45,78.10357143,gbd36,465998,234.6469298,220.7389676,248.554892,3.00430474,1.430582595,4.578026884,Congenital anomalies,Sonoma,3.726570476,0.806184871,3.09144303,1.68335017,5.298385511,247.9216136
23479,2004,135,14,383.92,27.42285714,gbd36,469933,81.69675252,73.52467427,89.86883076,2.979148091,1.418603563,4.53969262,Multiple sclerosis,Sonoma,0.872659779,3.413871205,2.976986727,1.610306082,5.132199203,82.15291993
23728,2012,10,14,555.66,39.69,gbd36,489752,113.4574233,104.0238454,122.8910012,2.858589654,1.361196336,4.355982971,HIV/AIDS,Sonoma,1.821695255,1.569192018,2.699767729,1.469672912,4.616586567,110.0545612
23802,2014,63,14,192.51,13.75071429,gbd36,497908,38.66376921,33.20209698,44.12544145,2.811764422,1.33889921,4.284629635,Nutritional deficiencies,Sonoma,1.16677048,2.409869354,2.289428251,1.249505282,3.979116532,31.9213498
23827,2015,13,14,197.47,14.105,gbd36,501182,39.40085638,33.90540728,44.89630547,2.793396411,1.330152775,4.256640047,Diarrhoeal diseases,Sonoma,2.831555065,0.986523782,2.258129172,1.232571511,3.93108416,31.97075838
23855,2015,209,14,617.13,44.08071429,gbd36,501182,123.1349091,113.4199504,132.8498677,2.793396411,1.330152775,4.256640047,Interpersonal violence,Sonoma,5.053788153,0.552733183,2.684052129,1.458117936,4.602243981,124.6718278
23867,2000,103,14,277.98,19.85571429,gbd36,449767,61.80533476,54.53980512,69.0708644,3.11272281,1.48220885,4.743236769,Other neoplasms,Stanislaus,3.455797483,0.900724891,3.718724177,2.01610301,6.419614162,72.51372628
23887,2000,209,14,857.15,61.225,gbd36,449767,190.576454,177.8182684,203.3346397,3.11272281,1.48220885,4.743236769,Interpersonal violence,Stanislaus,6.129261237,0.507846328,3.124383596,1.686134271,5.509757154,186.8539544
23935,2002,103,14,240.24,17.16,gbd36,473580,50.7284936,44.31377814,57.14320907,2.956205921,1.407679015,4.504732827,Other neoplasms,Stanislaus,3.580598822,0.825617744,3.527848669,1.911025161,6.06301573,57.85482746
23940,2002,133,14,175.29,12.52071429,gbd36,473580,37.0138097,31.53440588,42.49321353,2.956205921,1.407679015,4.504732827,Parkinson disease,Stanislaus,4.510810346,0.655360278,3.627427155,1.968773146,6.212485802,44.16284423
24050,2005,179,14,365.62,26.11571429,gbd36,498020,73.4147223,65.88955293,80.93989167,2.811132083,1.338598104,4.283666062,Musculoskeletal diseases,Stanislaus,3.84042698,0.731984255,3.336460328,1.813478764,5.703882983,84.29182813
24058,2006,10,14,580.03,41.43071429,gbd36,503548,115.1886215,105.8144598,124.5627833,2.780271196,1.323902841,4.23663955,HIV/AIDS,Stanislaus,3.197521703,0.869508155,3.160276273,1.710552845,5.433470267,126.9285482
24386,2015,178,14,332.52,23.75142857,gbd36,538372,61.76398475,55.12541516,68.40255434,2.600432415,1.238267644,3.962597186,Skin diseases,Stanislaus,0.77573344,3.352224206,2.877106972,1.571735969,4.849185225,66.42449014
24431,2001,104,14,293.68,20.97714286,gbd36,80240,366.001994,324.1424632,407.8615249,17.44765703,8.308183299,26.58713076,Diabetes mellitus,Sutter,18.17589573,0.95993382,19.0234932,10.34837225,32.47942619,401.4377887
24443,2001,167,14,246.39,17.59928571,gbd36,80240,307.0663011,268.7248355,345.4077667,17.44765703,8.308183299,26.58713076,Other digestive diseases,Sutter,8.834418314,1.974963875,19.89533662,10.8450093,33.80525275,337.89346
24531,2004,168,14,242.88,17.34857143,gbd36,86092,282.1168053,246.6370046,317.5966059,16.26167356,7.743444547,24.77990257,Genitourinary diseases,Sutter,12.76824324,1.273603052,18.0796592,9.838646987,30.69708106,314.7891773
24558,2005,157,14,236.79,16.91357143,gbd36,88106,268.7558169,234.5244465,302.9871872,15.88995074,7.566438471,24.21346301,Other respiratory diseases,Sutter,8.417260002,1.88778186,18.33395507,9.998876866,30.96021468,296.3706168
24619,2007,168,14,266.98,19.07,gbd36,92502,288.6207866,254.0000477,323.2415255,15.1348079,7.20685637,23.06275942,Genitourinary diseases,Sutter,14.10025555,1.073371177,17.14168025,9.349021214,28.90727456,323.2905314
24630,2008,48,14,337.35,24.09642857,gbd36,93465,360.9372492,322.4214036,399.4530949,14.9788691,7.132601808,22.82513638,Lower respiratory infections,Sutter,17.85315923,0.839003837,16.22009765,8.827203647,27.46035014,369.9622613
24644,2008,157,14,344.74,24.62428571,gbd36,93465,368.8439523,329.9085273,407.7793773,14.9788691,7.132601808,22.82513638,Other respiratory diseases,Sutter,9.097514119,1.646479346,15.7817668,8.598896015,26.75748484,381.7075921
24663,2009,104,14,235.63,16.83071429,gbd36,94372,249.6821091,217.8019688,281.5622494,14.83490866,7.064051074,22.60576624,Diabetes mellitus,Sutter,17.17767068,0.86361585,15.70813951,8.564073746,26.541134,264.1577707
24695,2010,105,14,355.18,25.37,gbd36,94859,374.4294163,335.4896088,413.3692238,14.75874719,7.02778469,22.4897097,"Endocrine, blood, immune disorders",Sutter,7.315129651,2.017564677,14.88673248,8.110255021,25.21019545,367.2247042
24718,2011,48,14,249.65,17.83214286,gbd36,95458,261.5286304,229.0870842,293.9701766,14.66613589,6.983685264,22.34858652,Lower respiratory infections,Sutter,16.36365634,0.896262766,15.70777828,8.578762158,26.41939237,275.7358154
24735,2011,168,14,209.43,14.95928571,gbd36,95458,219.3949171,189.6813217,249.1085126,14.66613589,6.983685264,22.34858652,Genitourinary diseases,Sutter,16.69013318,0.878730908,15.6483149,8.541915864,26.33343602,234.3475257
24839,2015,48,14,278.15,19.86785714,gbd36,97618,284.9372042,251.4516325,318.4227759,14.34161732,6.829156794,21.85407786,Lower respiratory infections,Sutter,15.76556608,0.90967982,13.87145415,7.569163709,23.50248304,282.8465995
24885,2000,168,14,189.96,13.56857143,gbd36,55832,340.2349907,291.851635,388.6183464,25.07522568,11.94026057,38.21019079,Genitourinary diseases,Tehama,12.14381941,2.064854955,21.39992346,11.44194625,37.86009455,281.8594883
24903,2001,132,14,174.01,12.42928571,gbd36,56465,308.1732046,262.3847631,353.9616462,24.79412025,11.80640446,37.78183604,Alzheimer’s disease and other dementias,Tehama,21.54276818,1.150925454,21.36510474,11.46029754,37.74195291,253.118343
24992,2004,168,14,254.07,18.14785714,gbd36,59493,427.0586456,374.5466025,479.5706886,23.53218026,11.20549691,35.8588636,Genitourinary diseases,Tehama,12.76824324,1.84302412,20.72486893,11.23475152,36.28887694,372.3068626
25006,2005,104,14,323.93,23.13785714,gbd36,60461,535.766858,477.4225691,594.1111468,23.1554225,11.02609332,35.28475169,Diabetes mellitus,Tehama,20.56101246,1.126181045,21.34212583,11.6000819,37.10393922,503.3552144
25042,2006,157,14,238.59,17.04214286,gbd36,61542,387.686458,338.4935379,436.8793782,22.74869195,10.83241734,34.66496656,Other respiratory diseases,Tehama,8.740076578,2.602802361,20.61642011,11.2038631,35.85355883,355.8837326
25049,2006,208,14,631.53,45.10928571,gbd36,61542,1026.177245,946.1434374,1106.211052,22.74869195,10.83241734,34.66496656,Self-harm,Tehama,8.933196957,2.546534243,22.78471721,12.39881981,39.194714,1051.52961
25251,2014,48,14,276.01,19.715,gbd36,63845,432.3126322,381.3110548,483.3142095,21.92810713,10.44167324,33.41454103,Lower respiratory infections,Tehama,15.33322268,1.430104264,18.75038826,10.14543181,32.74730501,390.4743122
25257,2014,104,14,321.09,22.935,gbd36,63845,502.9211371,447.9120308,557.9302435,21.92810713,10.44167324,33.41454103,Diabetes mellitus,Tehama,13.45141808,1.630170664,18.28201796,9.870079689,32.05565724,449.7824888
25266,2014,157,14,294.44,21.03142857,gbd36,63845,461.1794189,408.5025923,513.8562455,21.92810713,10.44167324,33.41454103,Other respiratory diseases,Tehama,10.36670409,2.115243857,17.45118471,9.480508653,30.67490039,373.7212047
25267,2014,160,14,443.32,31.66571429,gbd36,63845,694.3691753,629.7323732,759.0059775,21.92810713,10.44167324,33.41454103,Cirrhosis of the liver,Tehama,12.86545149,1.704418003,19.20732007,10.43694917,33.38641682,629.4573086
25422,2005,198,14,593.69,42.40642857,gbd36,13789,4305.533396,3959.19935,4651.867442,101.5302052,48.34640858,154.7140019,Unintentional injuries,Trinity,23.13704416,4.388209856,109.0938743,56.62575636,196.401622,5248.731919
25542,2011,132,14,164.65,11.76071429,gbd36,13733,1198.936867,1015.805163,1382.068572,101.9442219,48.54355406,155.3448898,Alzheimer’s disease and other dementias,Trinity,52.57869724,1.93888832,81.10491385,43.84046635,146.6406598,868.383546
25589,2013,155,14,215.6,15.4,gbd36,13667,1577.522499,1366.951153,1788.093846,102.4365259,48.77797819,156.0950737,Chronic obstructive pulmonary disease,Trinity,33.86978606,3.024421995,64.83935613,35.08319393,122.3734655,956.1624926
25633,2015,132,14,183.3,13.09285714,gbd36,13562,1351.570565,1155.908973,1547.232157,103.2296122,49.15562807,157.3035962,Alzheimer’s disease and other dementias,Trinity,60.08477922,1.718065931,63.43458295,34.37971752,121.1067755,778.4970191
25686,2001,63,14,249.79,17.84214286,gbd36,374152,66.76163698,58.4824528,75.04082116,3.741794779,1.781758825,5.701830732,Nutritional deficiencies,Tulare,0.692497861,5.403330452,5.366720448,2.901556898,9.151888205,84.3256981
25693,2001,133,14,228.72,16.33714286,gbd36,374152,61.13023584,53.20792112,69.05255056,3.741794779,1.781758825,5.701830732,Parkinson disease,Tulare,4.372298208,0.855795877,4.840281363,2.623391431,8.316476793,78.58755415
25737,2002,179,14,196.99,14.07071429,gbd36,381194,51.6770988,44.46064019,58.89355741,3.672670609,1.748843444,5.596497773,Musculoskeletal diseases,Tulare,3.758054558,0.977279747,5.684230481,3.095846044,9.587103681,79.3722466
25754,2003,103,14,337.36,24.09714286,gbd36,390370,86.42057535,77.19871693,95.64243377,3.586341164,1.707735297,5.46494703,Other neoplasms,Tulare,3.639556417,0.985378643,4.976979493,2.697362256,8.475444808,118.1374374
25771,2003,185,14,1159.49,82.82071429,gbd36,390370,297.0233368,279.9269176,314.1197561,3.586341164,1.707735297,5.46494703,Congenital anomalies,Tulare,3.506746517,1.022697576,2.852024113,1.518152254,5.225400594,222.4476165
25958,2009,133,14,206.42,14.74428571,gbd36,438408,47.08399482,40.66088263,53.507107,3.193372384,1.52061237,4.866132397,Parkinson disease,Tulare,5.375270476,0.594085897,4.409693187,2.403890697,7.459071495,65.44946484
25969,2009,179,14,356.08,25.43428571,gbd36,438408,81.2211456,72.78501273,89.65727847,3.193372384,1.52061237,4.866132397,Musculoskeletal diseases,Tulare,3.438770626,0.928637799,4.262715071,2.316809005,7.240569139,100.5084495
26012,2011,21,14,556.46,39.74714286,gbd36,447493,124.3505485,114.0186812,134.6824158,3.128540558,1.489740908,4.767340209,Hepatitis,Tulare,3.445259681,0.908071045,3.779805456,2.060555266,6.451031814,148.0750565
26111,2014,21,14,501.17,35.79785714,gbd36,459831,108.990042,99.44797684,118.5321072,3.044596819,1.44976878,4.639424858,Hepatitis,Tulare,3.487404687,0.873026532,3.723392855,2.035116373,6.308995382,132.8165767
26219,2001,168,14,206.62,14.75857143,gbd36,55326,373.4591331,322.5371865,424.3810797,25.30455844,12.04946369,38.55965318,Genitourinary diseases,Tuolumne,12.49683378,2.024877572,22.10190386,11.87183405,39.41999136,306.233632
26261,2003,110,14,590.57,42.18357143,gbd36,56442,1046.330747,961.9426119,1130.718881,24.80422381,11.81121555,37.79723206,Mental and substance use disorders,Tuolumne,8.782407876,2.824307884,23.91699388,12.92746434,42.09827377,1047.955559
26353,2006,160,14,481.8,34.41428571,gbd36,56558,851.868878,775.8034268,927.9343291,24.75335054,11.78699084,37.71971025,Cirrhosis of the liver,Tuolumne,10.36780549,2.387520732,20.21810169,11.02428822,36.14392108,703.7080593
26379,2007,168,14,243.31,17.37928571,gbd36,56133,433.4526927,378.9886572,487.9167282,24.94076568,11.87623373,38.00529763,Genitourinary diseases,Tuolumne,14.10025555,1.768816571,18.46262861,9.996998795,33.5603511,346.0922989
26395,2008,104,14,263.88,18.84857143,gbd36,56060,470.7099536,413.9165057,527.5034015,24.97324295,11.89169868,38.05478723,Diabetes mellitus,Tuolumne,18.44736012,1.353757003,17.21222413,9.26765815,31.72468154,355.5686908
26404,2008,157,14,212.13,15.15214286,gbd36,56060,378.3981448,327.4772481,429.3190416,24.97324295,11.89169868,38.05478723,Other respiratory diseases,Tuolumne,9.097514119,2.745062292,16.75341065,9.119747436,30.88226365,256.720632
26492,2011,208,14,530.49,37.89214286,gbd36,55190,961.2067404,879.4118268,1043.001654,25.3669143,12.07915615,38.65467244,Self-harm,Tuolumne,10.45522179,2.426243537,22.49428924,11.97626547,40.41595389,938.2676306
26537,2013,133,14,175.04,12.50285714,gbd36,54894,318.8690932,271.6310536,366.1071327,25.50369804,12.1442895,38.86310657,Parkinson disease,Tuolumne,6.611344713,3.857565918,14.20731035,7.763685463,27.46520892,177.2319247
26596,2015,160,14,447.41,31.95785714,gbd36,54525,820.5593764,744.5258278,896.592925,25.67629528,12.22647644,39.12611411,Cirrhosis of the liver,Tuolumne,13.80447098,1.859998497,21.30676751,11.2116945,38.82255104,768.0525921
26628,2000,156,14,331.06,23.64714286,gbd36,756902,43.73881956,39.02729137,48.45034774,1.849645,0.880759501,2.818530499,Asthma,Ventura,1.632312853,1.133143684,2.233058592,1.205360594,3.8351991,50.9782922
26893,2008,135,14,389.65,27.83214286,gbd36,812028,47.98479855,43.22033042,52.74926669,1.72407848,0.820967538,2.627189422,Multiple sclerosis,Ventura,0.832966548,2.069805186,2.017130061,1.09666213,3.426570017,55.02616822
27160,2000,157,14,225.43,16.10214286,gbd36,169818,132.7480008,115.4191316,150.07687,8.244120176,3.925665288,12.56257506,Other respiratory diseases,Yolo,8.776255054,0.939366521,11.9364016,6.476323013,20.37563155,188.6504375
27183,2001,133,14,189.05,13.50357143,gbd36,175102,107.9656429,92.57540526,123.3558805,7.995339859,3.807201676,12.18347804,Parkinson disease,Yolo,4.372298208,1.828635532,10.66426189,5.776649284,18.34072969,145.5449606
27221,2002,157,14,190.56,13.61142857,gbd36,179271,106.2971702,91.20492259,121.3894178,7.809405872,3.718664078,11.90014767,Other respiratory diseases,Yolo,8.231656443,0.948704058,11.58347504,6.301055175,19.6660488,158.3818702
27326,2006,46,14,368.49,26.32071429,gbd36,190809,193.1198214,173.4018565,212.8377863,7.337180112,3.493800753,11.18055947,Other infectious diseases,Yolo,5.228044544,1.403427237,10.52995207,5.710688612,17.94048901,269.2230858
27362,2007,103,14,384.28,27.44857143,gbd36,194854,197.2143246,177.4963339,216.9323152,7.184866618,3.421272481,10.94846076,Other neoplasms,Yolo,3.633127546,1.977598234,9.383106463,5.090321464,16.09201372,244.2376118
27381,2007,208,14,734.68,52.47714286,gbd36,194854,377.0412719,349.7773786,404.3051653,7.184866618,3.421272481,10.94846076,Self-harm,Yolo,9.53422402,0.753586931,7.515473088,4.031811845,13.26131677,371.548428
27429,2009,138,14,359.69,25.69214286,gbd36,199697,180.1178786,161.5038348,198.7319224,7.010621091,3.338300665,10.68294152,Other neurological conditions,Yolo,4.725275401,1.483642856,9.118201797,4.962598107,15.50204771,224.1346536
27489,2011,110,14,618.04,44.14571429,gbd36,203025,304.4157124,280.4159543,328.4154704,6.8957025,3.283579007,10.50782599,Mental and substance use disorders,Yolo,7.859332755,0.877390322,7.724791803,4.222744248,13.17966059,340.8856986
27498,2011,167,14,256.05,18.28928571,gbd36,203025,126.1174732,110.6698751,141.5650713,6.8957025,3.283579007,10.50782599,Other digestive diseases,Yolo,8.607840636,0.801095512,8.603619311,4.69445053,14.56324989,157.3648437
27554,2013,138,14,374.75,26.76785714,gbd36,208194,180.0003843,161.7760907,198.2246778,6.724497344,3.202054948,10.24693974,Other neurological conditions,Yolo,5.060792839,1.328743847,7.825675433,4.273540001,13.18870881,203.6465804
27661,2001,48,14,222.83,15.91642857,gbd36,61426,362.761697,315.1314662,410.3919278,22.79165174,10.85287383,34.73042966,Lower respiratory infections,Yuba,23.75064838,0.959622296,35.29369097,18.97551289,60.56935907,513.0696062
27801,2006,132,14,152.7,10.90714286,gbd36,69218,220.6073565,185.6169842,255.5977287,20.22595279,9.631145482,30.82076009,Alzheimer’s disease and other dementias,Yuba,37.0018646,0.546619826,29.80874332,16.20611885,50.47225417,313.9477784
27823,2007,48,14,218.98,15.64142857,gbd36,70221,311.8440353,270.5408727,353.1471978,19.93705587,9.493579242,30.38053249,Lower respiratory infections,Yuba,17.81545676,1.11908755,26.3003374,14.2886859,45.00591156,403.8417989
27839,2007,168,14,284.27,20.305,gbd36,70221,404.8219194,357.7624966,451.8813421,19.93705587,9.493579242,30.38053249,Genitourinary diseases,Yuba,14.10025555,1.413949966,26.94343841,14.61961637,46.04033636,517.6544465
27881,2009,104,14,298.13,21.295,gbd36,71796,415.2459747,368.1101964,462.381753,19.49969358,9.28531712,29.71407003,Diabetes mellitus,Yuba,17.17767068,1.13517682,25.45969621,13.83366675,43.77295805,525.3822514
27892,2009,160,14,510.81,36.48642857,gbd36,71796,711.4741768,649.7752603,773.1730933,19.49969358,9.28531712,29.71407003,Cirrhosis of the liver,Yuba,11.42750678,1.706382149,22.08236891,12.03807248,38.46613432,795.3186103
27950,2011,157,14,287.43,20.53071429,gbd36,73015,393.6588372,348.1493388,439.1683356,19.1741423,9.130296897,29.2179877,Other respiratory diseases,Yuba,10.05177073,1.907538762,24.16064561,13.13092632,41.46255373,474.5045698
27952,2011,167,14,423.8,30.27142857,gbd36,73015,580.428679,525.1679669,635.6893912,19.1741423,9.130296897,29.2179877,Other digestive diseases,Yuba,8.607840636,2.227520596,23.08104403,12.44210875,39.9456988,614.6227906
27980,2012,157,14,440.23,31.445,gbd36,73704,597.2945837,541.4993823,653.0897852,18.99489851,9.044945023,28.944852,Other respiratory diseases,Yuba,10.2414498,1.854707964,21.69894607,11.75493136,37.50518274,601.9428946
27994,2013,46,14,445.6,31.82857143,gbd36,74352,599.3113837,543.6661428,654.9566246,18.82935227,8.966115611,28.69258893,Other infectious diseases,Yuba,4.784560068,3.935440668,21.22878699,11.56846866,36.55131187,660.2651177
28035,2014,160,14,503.58,35.97,gbd36,74975,671.663888,613.0006739,730.327102,18.67289096,8.891612243,28.45416968,Cirrhosis of the liver,Yuba,12.86545149,1.451398032,20.43648182,11.17078755,35.05881661,731.4165389
1417,2000,135,15,564.24,37.616,gbd36,1448768,38.94619428,35.73267299,42.15971557,1.03536246,0.51140639,1.559318529,Multiple sclerosis,Alameda,0.835273604,1.239548879,1.184847034,0.649601148,2.021790774,42.4974045
1480,2002,63,15,260.68,17.37866667,gbd36,1468468,17.75183388,15.59688258,19.90678518,1.021472719,0.504545699,1.538399738,Nutritional deficiencies,Alameda,0.809999574,1.261078094,1.238293293,0.684056966,2.091395752,19.14195206
1488,2002,135,15,492.97,32.86466667,gbd36,1468468,33.5703604,30.60693602,36.53378478,1.021472719,0.504545699,1.538399738,Multiple sclerosis,Alameda,0.801413006,1.274589645,1.249033121,0.689011298,2.109594359,40.19021894
1548,2004,63,15,172.08,11.472,gbd36,1465540,11.74174707,9.987399606,13.49609453,1.023513517,0.50555373,1.541473305,Nutritional deficiencies,Alameda,0.783156212,1.306908509,1.253913013,0.697457857,2.106094565,12.7627444
1653,2007,63,15,333.49,22.23266667,gbd36,1476401,22.58803672,20.16374338,25.01233006,1.01598414,0.501834673,1.530133607,Nutritional deficiencies,Alameda,0.976676607,1.040246211,1.183091074,0.657762387,1.988269797,24.08019347
1740,2009,178,15,349.58,23.30533333,gbd36,1503827,23.24602497,20.80920469,25.68284526,0.997455159,0.492682478,1.502227841,Skin diseases,Alameda,0.69584535,1.433443737,1.079486168,0.601457297,1.809564867,24.01765416
2040,2000,198,15,485.63,32.37533333,gbd36,35205,1379.434739,1256.748319,1502.12116,42.60758415,21.04556776,64.16960054,Unintentional injuries,Amador,21.02595422,2.026428086,37.37858726,20.45221673,65.83635814,1341.75588
2110,2003,155,15,233.86,15.59066667,gbd36,36776,635.9038503,554.4031064,717.4045943,40.78747009,20.14654157,61.42839861,Chronic obstructive pulmonary disease,Amador,36.11581566,1.12935204,29.46795722,16.29688791,53.40524867,455.9831844
2142,2004,198,15,485.79,32.386,gbd36,37147,1307.750289,1191.458613,1424.041966,40.38011145,19.94533106,60.81489184,Unintentional injuries,Amador,23.6093628,1.710343129,34.6178493,18.91491702,61.43562839,1246.841041
2238,2008,198,15,610.2,40.68,gbd36,37864,1611.557152,1483.69038,1739.423924,39.61546588,19.56764243,59.66328933,Unintentional injuries,Amador,19.96135144,1.984608407,39.24792666,21.24256365,68.60858781,1847.855207
2287,2010,198,15,659.43,43.962,gbd36,38069,1732.196801,1599.987815,1864.405786,39.40213822,19.46227148,59.34200497,Unintentional injuries,Amador,18.1686285,2.168690841,37.35514997,20.2768104,66.12325181,1835.899327
2371,2014,48,15,163.42,10.89466667,gbd36,37447,436.4034502,369.4945851,503.3123153,40.05661335,19.78554258,60.32768412,Lower respiratory infections,Amador,15.33322268,2.61240668,22.42821132,12.52220272,43.42412239,254.2435501
2396,2015,48,15,227.82,15.188,gbd36,37314,610.5483197,531.2667559,689.8298834,40.19938897,19.85606509,60.54271285,Lower respiratory infections,Amador,15.76556608,2.54982211,23.59834084,13.11865921,45.35922195,394.4353769
2525,2003,103,15,219.33,14.622,gbd36,210623,104.1339265,90.35259066,117.9152623,7.121729346,3.517703256,10.72575544,Other neoplasms,Butte,3.639556417,1.956757508,5.986220987,3.295483519,10.28316384,94.98888375
2527,2003,105,15,345.42,23.028,gbd36,210623,163.9991834,146.7043638,181.294003,7.121729346,3.517703256,10.72575544,"Endocrine, blood, immune disorders",Butte,6.456821749,1.102977536,6.807131881,3.744906845,11.55589975,175.0346891
2683,2008,103,15,271.6,18.10666667,gbd36,218485,124.3105934,109.526614,139.0945728,6.865459871,3.391121646,10.3397981,Other neoplasms,Butte,3.5679186,1.924219872,5.777739205,3.19189222,9.910048745,121.9059516
2838,2013,21,15,505.93,33.72866667,gbd36,222229,227.6615563,207.8237989,247.4993137,6.749794131,3.333989771,10.16559849,Hepatitis,Butte,3.632721533,1.858054373,6.486675881,3.607293213,10.9729854,228.753428
3007,2003,48,15,215.41,14.36066667,gbd36,43186,498.7959061,432.1861197,565.4056925,34.73347844,17.15623612,52.31072077,Lower respiratory infections,Calaveras,23.22760384,1.495353489,31.97907123,17.67122187,57.36143721,405.9028479
3036,2004,132,15,162.22,10.81466667,gbd36,43924,369.3197341,312.4870187,426.1524495,34.14989527,16.86798135,51.4318092,Alzheimer’s disease and other dementias,Calaveras,27.41606139,1.245616385,28.88870176,15.94207153,52.49506628,293.6384871
3128,2008,48,15,217.52,14.50133333,gbd36,45702,475.9529123,412.702628,539.2031967,32.82132073,16.21174594,49.43089552,Lower respiratory infections,Calaveras,17.85315923,1.838404078,24.30309709,13.44325316,45.05470756,327.0327531
3153,2009,48,15,385.9,25.72666667,gbd36,45562,846.9777446,762.4726873,931.4828019,32.92217199,16.26156035,49.58278362,Lower respiratory infections,Calaveras,17.1102438,1.924120566,25.56199919,14.03361459,47.12482549,698.5227868
3227,2011,198,15,585.22,39.01466667,gbd36,45414,1288.633461,1184.229274,1393.037648,33.02946228,16.31455527,49.74436929,Unintentional injuries,Calaveras,18.55078576,1.780488585,27.80609861,14.95951237,50.40496445,1265.331739
3328,2015,168,15,327.35,21.82333333,gbd36,44899,729.0808259,650.1007411,808.0609106,33.40831644,16.50168629,50.31494659,Genitourinary diseases,Calaveras,21.80502214,1.532138616,22.61853736,12.04636205,42.81740104,587.9079127
3540,2010,132,15,157.39,10.49266667,gbd36,21465,733.2401584,618.6873434,847.7929734,69.88120196,34.51708422,105.2453197,Alzheimer’s disease and other dementias,Colusa,47.96217925,1.457006396,74.8955697,41.90464878,124.3879195,788.3020218
3739,2002,135,15,444.52,29.63466667,gbd36,978795,45.41502562,41.19318337,49.63686787,1.53249659,0.756960562,2.308032619,Multiple sclerosis,Contra Costa,0.801413006,1.912243225,1.739128246,0.961473285,2.92634415,48.7151294
3757,2003,13,15,233.24,15.54933333,gbd36,989705,23.56661834,20.54218621,26.59105047,1.515603134,0.748616217,2.282590052,Diarrhoeal diseases,Contra Costa,0.774253461,1.957502562,1.786527889,0.995726705,2.982986864,28.12288356
3760,2003,21,15,481.67,32.11133333,gbd36,989705,48.66803745,44.32176321,53.01431168,1.515603134,0.748616217,2.282590052,Hepatitis,Contra Costa,1.859338604,0.815130246,1.557568364,0.863578997,2.63745024,48.59168862
3829,2005,21,15,583.34,38.88933333,gbd36,1004230,58.08828655,53.37443633,62.80213676,1.493681726,0.737788368,2.249575085,Hepatitis,Contra Costa,1.953560179,0.764594683,1.542146132,0.85568283,2.603367228,59.04619161
3834,2005,63,15,201.2,13.41333333,gbd36,1004230,20.03525089,17.26685059,22.80365119,1.493681726,0.737788368,2.249575085,Nutritional deficiencies,Contra Costa,0.736406042,2.028339858,1.590458328,0.885691954,2.672839437,20.57085058
3992,2010,10,15,642.69,42.846,gbd36,1051525,61.11980219,56.39450357,65.84510082,1.426499608,0.704604468,2.148394748,HIV/AIDS,Contra Costa,1.974093941,0.72260979,1.354344697,0.756021004,2.268120261,58.67561468
4231,2001,155,15,321.87,21.458,gbd36,27418,1173.93683,1045.688249,1302.185411,54.7085856,27.02273006,82.39444114,Chronic obstructive pulmonary disease,Del Norte,35.94034922,1.522205176,64.29429504,35.60831099,107.8706737,1291.793799
4422,2009,198,15,729.05,48.60333333,gbd36,28559,2552.785462,2367.481906,2738.089017,52.52284744,25.9431077,79.10258717,Unintentional injuries,Del Norte,19.45400198,2.699847954,51.94533437,28.96280953,87.06584253,2567.119751
4439,2010,155,15,293.14,19.54266667,gbd36,28387,1032.655793,914.4425492,1150.869037,52.84108923,26.10029989,79.58187858,Chronic obstructive pulmonary disease,Del Norte,33.19263517,1.59195222,52.24858547,29.14170827,87.14872947,999.4426445
