Year,County,Disease,Cases
2017,El Dorado,Tularemia,0
2017,El Dorado,"Typhoid Fever, case",0
2017,El Dorado,Typhus Fever,0
2017,El Dorado,Varicella Hospitalizations,0
2017,El Dorado,Vibrio Infection (non-Cholera),0
2017,El Dorado,Yellow Fever,0
2017,El Dorado,Yersiniosis,0
2017,El Dorado,Zika Virus Infection,0
2017,Fresno,Amebiasis,4
2017,Fresno,Anaplasmosis,0
2017,Fresno,Anthrax,0
2017,Fresno,Babesiosis,0
2017,Fresno,"Botulism, Foodborne",0
2017,Fresno,"Botulism, Other",0
2017,Fresno,"Botulism, Wound",2
2017,Fresno,Brucellosis,2
2017,Fresno,Campylobacteriosis,343
2017,Fresno,Chikungunya Virus Infection,0
2017,Fresno,Chlamydia,7180
2017,Fresno,Cholera,0
2017,Fresno,Ciguatera Fish Poisoning,0
2017,Fresno,Coccidioidomycosis,825
2017,Fresno,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Fresno,Cryptosporidiosis,13
2017,Fresno,Cyclosporiasis,0
2017,Fresno,Cysticercosis or Taeniasis,1
2017,Fresno,Dengue,2
2017,Fresno,Diphtheria,0
2017,Fresno,Domoic Acid Poisoning,0
2017,Fresno,E. coli O157,23
2017,Fresno,E. coli Other STEC (non-O157),14
2017,Fresno,Early Syphilis,532
2017,Fresno,Ehrlichiosis,0
2017,Fresno,Flavivirus Infection of Undetermined Species,0
2017,Fresno,Giardiasis,34
2017,Fresno,Gonorrhea,2252
2017,Fresno,Hantavirus Infection,0
2017,Fresno,Hemolytic Uremic Syndrome,4
2017,Fresno,Hepatitis A,10
2017,Fresno,"Hepatitis B, Acute",3
2017,Fresno,"Hepatitis C, Acute",13
2017,Fresno,"Hepatitis E, acute infection",0
2017,Fresno,Invasive Meningococcal Disease,3
2017,Fresno,Legionellosis,16
2017,Fresno,Leprosy,0
2017,Fresno,Leptospirosis,0
2017,Fresno,Listeriosis,1
2017,Fresno,Lyme Disease,0
2017,Fresno,Malaria,1
2017,Fresno,Measles,0
2017,Fresno,Mumps,0
2017,Fresno,Paralytic Shellfish Poisoning,0
2017,Fresno,Pertussis,37
2017,Fresno,"Plague, human",0
2017,Fresno,Psittacosis,0
2017,Fresno,Q Fever,4
2017,Fresno,"Rabies, human",0
2017,Fresno,Relapsing Fever,0
2017,Fresno,Rubella,0
2017,Fresno,Salmonellosis,133
2017,Fresno,Scombroid Fish Poisoning,0
2017,Fresno,Shiga Toxin Positive Feces (without culture confirmation),8
2017,Fresno,Shigellosis,72
2017,Fresno,Spotted Fever Rickettsiosis,0
2017,Fresno,Streptococcal Infection (cases in food and dairy workers),0
2017,Fresno,TB,62
2017,Fresno,Tetanus,0
2017,Fresno,Trichinosis,0
2017,Fresno,Tularemia,0
2017,Fresno,"Typhoid Fever, case",1
2017,Fresno,Typhus Fever,0
2017,Fresno,Varicella Hospitalizations,1
2017,Fresno,Vibrio Infection (non-Cholera),2
2017,Fresno,Yellow Fever,0
2017,Fresno,Yersiniosis,8
2017,Fresno,Zika Virus Infection,2
2017,Glenn,Amebiasis,0
2017,Glenn,Anaplasmosis,0
2017,Glenn,Anthrax,0
2017,Glenn,Babesiosis,0
2017,Glenn,"Botulism, Foodborne",0
2017,Glenn,"Botulism, Other",0
2017,Glenn,"Botulism, Wound",0
2017,Glenn,Brucellosis,0
2017,Glenn,Campylobacteriosis,9
2017,Glenn,Chikungunya Virus Infection,0
2017,Glenn,Chlamydia,112
2017,Glenn,Cholera,0
2017,Glenn,Ciguatera Fish Poisoning,0
2017,Glenn,Coccidioidomycosis,2
2017,Glenn,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Glenn,Cryptosporidiosis,2
2017,Glenn,Cyclosporiasis,0
2017,Glenn,Cysticercosis or Taeniasis,0
2017,Glenn,Dengue,0
2017,Glenn,Diphtheria,0
2017,Glenn,Domoic Acid Poisoning,0
2017,Glenn,E. coli O157,0
2017,Glenn,E. coli Other STEC (non-O157),1
2017,Glenn,Early Syphilis,3
2017,Glenn,Ehrlichiosis,0
2017,Glenn,Flavivirus Infection of Undetermined Species,0
2017,Glenn,Giardiasis,0
2017,Glenn,Gonorrhea,20
2017,Glenn,Hantavirus Infection,0
2017,Glenn,Hemolytic Uremic Syndrome,0
2017,Glenn,Hepatitis A,0
2017,Glenn,"Hepatitis B, Acute",0
2017,Glenn,"Hepatitis C, Acute",0
2017,Glenn,"Hepatitis E, acute infection",0
2017,Glenn,Invasive Meningococcal Disease,0
2017,Glenn,Legionellosis,0
2017,Glenn,Leprosy,0
2017,Glenn,Leptospirosis,0
2017,Glenn,Listeriosis,1
2017,Glenn,Lyme Disease,1
2017,Glenn,Malaria,0
2017,Glenn,Measles,0
2017,Glenn,Mumps,0
2017,Glenn,Paralytic Shellfish Poisoning,0
2017,Glenn,Pertussis,0
2017,Glenn,"Plague, human",0
2017,Glenn,Psittacosis,0
2017,Glenn,Q Fever,0
2017,Glenn,"Rabies, human",0
2017,Glenn,Relapsing Fever,0
2017,Glenn,Rubella,0
2017,Glenn,Salmonellosis,1
2017,Glenn,Scombroid Fish Poisoning,0
2017,Glenn,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Glenn,Shigellosis,1
2017,Glenn,Spotted Fever Rickettsiosis,0
2017,Glenn,Streptococcal Infection (cases in food and dairy workers),1
2017,Glenn,TB,0
2017,Glenn,Tetanus,0
2017,Glenn,Trichinosis,0
2017,Glenn,Tularemia,0
2017,Glenn,"Typhoid Fever, case",0
2017,Glenn,Typhus Fever,0
2017,Glenn,Varicella Hospitalizations,0
2017,Glenn,Vibrio Infection (non-Cholera),0
2017,Glenn,Yellow Fever,0
2017,Glenn,Yersiniosis,0
2017,Glenn,Zika Virus Infection,0
2017,Humboldt,Amebiasis,1
2017,Humboldt,Anaplasmosis,1
2017,Humboldt,Anthrax,0
2017,Humboldt,Babesiosis,0
2017,Humboldt,"Botulism, Foodborne",0
2017,Humboldt,"Botulism, Other",0
2017,Humboldt,"Botulism, Wound",0
2017,Humboldt,Brucellosis,0
2017,Humboldt,Campylobacteriosis,17
2017,Humboldt,Chikungunya Virus Infection,0
2017,Humboldt,Chlamydia,713
2017,Humboldt,Cholera,0
2017,Humboldt,Ciguatera Fish Poisoning,0
2017,Humboldt,Coccidioidomycosis,2
2017,Humboldt,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Humboldt,Cryptosporidiosis,1
2017,Humboldt,Cyclosporiasis,0
2017,Humboldt,Cysticercosis or Taeniasis,0
2017,Humboldt,Dengue,1
2017,Humboldt,Diphtheria,0
2017,Humboldt,Domoic Acid Poisoning,0
2017,Humboldt,E. coli O157,1
2017,Humboldt,E. coli Other STEC (non-O157),4
2017,Humboldt,Early Syphilis,32
2017,Humboldt,Ehrlichiosis,0
2017,Humboldt,Flavivirus Infection of Undetermined Species,0
2017,Humboldt,Giardiasis,9
2017,Humboldt,Gonorrhea,225
2017,Humboldt,Hantavirus Infection,0
2017,Humboldt,Hemolytic Uremic Syndrome,0
2017,Humboldt,Hepatitis A,2
2017,Humboldt,"Hepatitis B, Acute",0
2017,Humboldt,"Hepatitis C, Acute",1
2017,Humboldt,"Hepatitis E, acute infection",0
2017,Humboldt,Invasive Meningococcal Disease,1
2017,Humboldt,Legionellosis,1
2017,Humboldt,Leprosy,0
2017,Humboldt,Leptospirosis,0
2017,Humboldt,Listeriosis,0
2017,Humboldt,Lyme Disease,3
2017,Humboldt,Malaria,1
2017,Humboldt,Measles,0
2017,Humboldt,Mumps,0
2017,Humboldt,Paralytic Shellfish Poisoning,0
2017,Humboldt,Pertussis,0
2017,Humboldt,"Plague, human",0
2017,Humboldt,Psittacosis,0
2017,Humboldt,Q Fever,0
2017,Humboldt,"Rabies, human",0
2017,Humboldt,Relapsing Fever,0
2017,Humboldt,Rubella,0
2017,Humboldt,Salmonellosis,9
2017,Humboldt,Scombroid Fish Poisoning,0
2017,Humboldt,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Humboldt,Shigellosis,1
2017,Humboldt,Spotted Fever Rickettsiosis,0
2017,Humboldt,Streptococcal Infection (cases in food and dairy workers),0
2017,Humboldt,TB,1
2017,Humboldt,Tetanus,0
2017,Humboldt,Trichinosis,0
2017,Humboldt,Tularemia,1
2017,Humboldt,"Typhoid Fever, case",0
2017,Humboldt,Typhus Fever,0
2017,Humboldt,Varicella Hospitalizations,0
2017,Humboldt,Vibrio Infection (non-Cholera),0
2017,Humboldt,Yellow Fever,0
2017,Humboldt,Yersiniosis,1
2017,Humboldt,Zika Virus Infection,0
2017,Imperial,Amebiasis,4
2017,Imperial,Anaplasmosis,0
2017,Imperial,Anthrax,0
2017,Imperial,Babesiosis,0
2017,Imperial,"Botulism, Foodborne",0
2017,Imperial,"Botulism, Other",0
2017,Imperial,"Botulism, Wound",0
2017,Imperial,Brucellosis,0
2017,Imperial,Campylobacteriosis,38
2017,Imperial,Chikungunya Virus Infection,0
2017,Imperial,Chlamydia,981
2017,Imperial,Cholera,0
2017,Imperial,Ciguatera Fish Poisoning,0
2017,Imperial,Coccidioidomycosis,15
2017,Imperial,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Imperial,Cryptosporidiosis,1
2017,Imperial,Cyclosporiasis,0
2017,Imperial,Cysticercosis or Taeniasis,0
2017,Imperial,Dengue,0
2017,Imperial,Diphtheria,0
2017,Imperial,Domoic Acid Poisoning,0
2017,Imperial,E. coli O157,0
2017,Imperial,E. coli Other STEC (non-O157),0
2017,Imperial,Early Syphilis,34
2017,Imperial,Ehrlichiosis,0
2017,Imperial,Flavivirus Infection of Undetermined Species,0
2017,Imperial,Giardiasis,1
2017,Imperial,Gonorrhea,177
2017,Imperial,Hantavirus Infection,0
2017,Imperial,Hemolytic Uremic Syndrome,0
2017,Imperial,Hepatitis A,1
2017,Imperial,"Hepatitis B, Acute",1
2017,Imperial,"Hepatitis C, Acute",7
2017,Imperial,"Hepatitis E, acute infection",0
2017,Imperial,Invasive Meningococcal Disease,0
2017,Imperial,Legionellosis,0
2017,Imperial,Leprosy,0
2017,Imperial,Leptospirosis,0
2017,Imperial,Listeriosis,2
2017,Imperial,Lyme Disease,0
2017,Imperial,Malaria,0
2017,Imperial,Measles,0
2017,Imperial,Mumps,1
2017,Imperial,Paralytic Shellfish Poisoning,0
2017,Imperial,Pertussis,1
2017,Imperial,"Plague, human",0
2017,Imperial,Psittacosis,0
2017,Imperial,Q Fever,0
2017,Imperial,"Rabies, human",0
2017,Imperial,Relapsing Fever,0
2017,Imperial,Rubella,0
2017,Imperial,Salmonellosis,43
2017,Imperial,Scombroid Fish Poisoning,0
2017,Imperial,Shiga Toxin Positive Feces (without culture confirmation),2
2017,Imperial,Shigellosis,41
2017,Imperial,Spotted Fever Rickettsiosis,0
2017,Imperial,Streptococcal Infection (cases in food and dairy workers),0
2017,Imperial,TB,40
2017,Imperial,Tetanus,0
2017,Imperial,Trichinosis,0
2017,Imperial,Tularemia,0
2017,Imperial,"Typhoid Fever, case",0
2017,Imperial,Typhus Fever,0
2017,Imperial,Varicella Hospitalizations,0
2017,Imperial,Vibrio Infection (non-Cholera),0
2017,Imperial,Yellow Fever,0
2017,Imperial,Yersiniosis,0
2017,Imperial,Zika Virus Infection,1
2017,Inyo,Amebiasis,0
2017,Inyo,Anaplasmosis,0
2017,Inyo,Anthrax,0
2017,Inyo,Babesiosis,0
2017,Inyo,"Botulism, Foodborne",0
2017,Inyo,"Botulism, Other",0
2017,Inyo,"Botulism, Wound",0
2017,Inyo,Brucellosis,0
2017,Inyo,Campylobacteriosis,2
2017,Inyo,Chikungunya Virus Infection,0
2017,Inyo,Chlamydia,45
2017,Inyo,Cholera,0
2017,Inyo,Ciguatera Fish Poisoning,0
2017,Inyo,Coccidioidomycosis,0
2017,Inyo,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Inyo,Cryptosporidiosis,2
2017,Inyo,Cyclosporiasis,0
2017,Inyo,Cysticercosis or Taeniasis,0
2017,Inyo,Dengue,0
2017,Inyo,Diphtheria,0
2017,Inyo,Domoic Acid Poisoning,0
2017,Inyo,E. coli O157,0
2017,Inyo,E. coli Other STEC (non-O157),0
2017,Inyo,Early Syphilis,0
2017,Inyo,Ehrlichiosis,0
2017,Inyo,Flavivirus Infection of Undetermined Species,0
2017,Inyo,Giardiasis,2
2017,Inyo,Gonorrhea,8
2017,Inyo,Hantavirus Infection,0
2017,Inyo,Hemolytic Uremic Syndrome,0
2017,Inyo,Hepatitis A,0
2017,Inyo,"Hepatitis B, Acute",0
2017,Inyo,"Hepatitis C, Acute",0
2017,Inyo,"Hepatitis E, acute infection",0
2017,Inyo,Invasive Meningococcal Disease,0
2017,Inyo,Legionellosis,0
2017,Inyo,Leprosy,0
2017,Inyo,Leptospirosis,0
2017,Inyo,Listeriosis,0
2017,Inyo,Lyme Disease,0
2017,Inyo,Malaria,0
2017,Inyo,Measles,0
2017,Inyo,Mumps,0
2017,Inyo,Paralytic Shellfish Poisoning,0
2017,Inyo,Pertussis,4
2017,Inyo,"Plague, human",0
2017,Inyo,Psittacosis,0
2017,Inyo,Q Fever,0
2017,Inyo,"Rabies, human",0
2017,Inyo,Relapsing Fever,1
2017,Inyo,Rubella,0
2017,Inyo,Salmonellosis,6
2017,Inyo,Scombroid Fish Poisoning,0
2017,Inyo,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Inyo,Shigellosis,0
2017,Inyo,Spotted Fever Rickettsiosis,0
2017,Inyo,Streptococcal Infection (cases in food and dairy workers),0
2017,Inyo,TB,1
2017,Inyo,Tetanus,0
2017,Inyo,Trichinosis,0
2017,Inyo,Tularemia,0
2017,Inyo,"Typhoid Fever, case",0
2017,Inyo,Typhus Fever,0
2017,Inyo,Varicella Hospitalizations,0
2017,Inyo,Vibrio Infection (non-Cholera),0
2017,Inyo,Yellow Fever,0
2017,Inyo,Yersiniosis,0
2017,Inyo,Zika Virus Infection,0
2017,Kern,Amebiasis,6
2017,Kern,Anaplasmosis,0
2017,Kern,Anthrax,0
2017,Kern,Babesiosis,0
2017,Kern,"Botulism, Foodborne",0
2017,Kern,"Botulism, Other",0
2017,Kern,"Botulism, Wound",1
2017,Kern,Brucellosis,0
2017,Kern,Campylobacteriosis,336
2017,Kern,Chikungunya Virus Infection,0
2017,Kern,Chlamydia,6859
2017,Kern,Cholera,0
2017,Kern,Ciguatera Fish Poisoning,0
2017,Kern,Coccidioidomycosis,2779
2017,Kern,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Kern,Cryptosporidiosis,6
2017,Kern,Cyclosporiasis,0
2017,Kern,Cysticercosis or Taeniasis,1
2017,Kern,Dengue,0
2017,Kern,Diphtheria,0
2017,Kern,Domoic Acid Poisoning,0
2017,Kern,E. coli O157,7
2017,Kern,E. coli Other STEC (non-O157),6
2017,Kern,Early Syphilis,436
2017,Kern,Ehrlichiosis,0
2017,Kern,Flavivirus Infection of Undetermined Species,0
2017,Kern,Giardiasis,32
2017,Kern,Gonorrhea,2261
2017,Kern,Hantavirus Infection,0
2017,Kern,Hemolytic Uremic Syndrome,0
2017,Kern,Hepatitis A,0
2017,Kern,"Hepatitis B, Acute",4
2017,Kern,"Hepatitis C, Acute",6
2017,Kern,"Hepatitis E, acute infection",0
2017,Kern,Invasive Meningococcal Disease,2
2017,Kern,Legionellosis,4
2017,Kern,Leprosy,0
2017,Kern,Leptospirosis,0
2017,Kern,Listeriosis,2
2017,Kern,Lyme Disease,1
2017,Kern,Malaria,0
2017,Kern,Measles,0
2017,Kern,Mumps,0
2017,Kern,Paralytic Shellfish Poisoning,0
2017,Kern,Pertussis,18
2017,Kern,"Plague, human",0
2017,Kern,Psittacosis,0
2017,Kern,Q Fever,0
2017,Kern,"Rabies, human",0
2017,Kern,Relapsing Fever,0
2017,Kern,Rubella,0
2017,Kern,Salmonellosis,64
2017,Kern,Scombroid Fish Poisoning,0
2017,Kern,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Kern,Shigellosis,56
2017,Kern,Spotted Fever Rickettsiosis,0
2017,Kern,Streptococcal Infection (cases in food and dairy workers),1
2017,Kern,TB,25
2017,Kern,Tetanus,0
2017,Kern,Trichinosis,0
2017,Kern,Tularemia,0
2017,Kern,"Typhoid Fever, case",2
2017,Kern,Typhus Fever,0
2017,Kern,Varicella Hospitalizations,0
2017,Kern,Vibrio Infection (non-Cholera),2
2017,Kern,Yellow Fever,0
2017,Kern,Yersiniosis,1
2017,Kern,Zika Virus Infection,1
2017,Kings,Amebiasis,0
2017,Kings,Anaplasmosis,0
2017,Kings,Anthrax,0
2017,Kings,Babesiosis,0
2017,Kings,"Botulism, Foodborne",0
2017,Kings,"Botulism, Other",0
2017,Kings,"Botulism, Wound",0
2017,Kings,Brucellosis,0
2017,Kings,Campylobacteriosis,38
2017,Kings,Chikungunya Virus Infection,0
2017,Kings,Chlamydia,992
2017,Kings,Cholera,0
2017,Kings,Ciguatera Fish Poisoning,0
2017,Kings,Coccidioidomycosis,273
2017,Kings,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Kings,Cryptosporidiosis,0
2017,Kings,Cyclosporiasis,0
2017,Kings,Cysticercosis or Taeniasis,0
2017,Kings,Dengue,0
2017,Kings,Diphtheria,0
2017,Kings,Domoic Acid Poisoning,0
2017,Kings,E. coli O157,3
2017,Kings,E. coli Other STEC (non-O157),1
2017,Kings,Early Syphilis,71
2017,Kings,Ehrlichiosis,0
2017,Kings,Flavivirus Infection of Undetermined Species,0
2017,Kings,Giardiasis,3
2017,Kings,Gonorrhea,256
2017,Kings,Hantavirus Infection,0
2017,Kings,Hemolytic Uremic Syndrome,0
2017,Kings,Hepatitis A,0
2017,Kings,"Hepatitis B, Acute",0
2017,Kings,"Hepatitis C, Acute",14
2017,Kings,"Hepatitis E, acute infection",0
2017,Kings,Invasive Meningococcal Disease,0
2017,Kings,Legionellosis,1
2017,Kings,Leprosy,0
2017,Kings,Leptospirosis,0
2017,Kings,Listeriosis,0
2017,Kings,Lyme Disease,1
2017,Kings,Malaria,0
2017,Kings,Measles,0
2017,Kings,Mumps,0
2017,Kings,Paralytic Shellfish Poisoning,0
2017,Kings,Pertussis,0
2017,Kings,"Plague, human",0
2017,Kings,Psittacosis,0
2017,Kings,Q Fever,1
2017,Kings,"Rabies, human",0
2017,Kings,Relapsing Fever,0
2017,Kings,Rubella,0
2017,Kings,Salmonellosis,48
2017,Kings,Scombroid Fish Poisoning,0
2017,Kings,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Kings,Shigellosis,0
2017,Kings,Spotted Fever Rickettsiosis,0
2017,Kings,Streptococcal Infection (cases in food and dairy workers),0
2017,Kings,TB,4
2017,Kings,Tetanus,0
2017,Kings,Trichinosis,0
2017,Kings,Tularemia,0
2017,Kings,"Typhoid Fever, case",0
2017,Kings,Typhus Fever,0
2017,Kings,Varicella Hospitalizations,0
2017,Kings,Vibrio Infection (non-Cholera),0
2017,Kings,Yellow Fever,0
2017,Kings,Yersiniosis,0
2017,Kings,Zika Virus Infection,0
2017,Lake,Amebiasis,1
2017,Lake,Anaplasmosis,0
2017,Lake,Anthrax,0
2017,Lake,Babesiosis,0
2017,Lake,"Botulism, Foodborne",0
2017,Lake,"Botulism, Other",0
2017,Lake,"Botulism, Wound",0
2017,Lake,Brucellosis,0
2017,Lake,Campylobacteriosis,13
2017,Lake,Chikungunya Virus Infection,0
2017,Lake,Chlamydia,263
2017,Lake,Cholera,0
2017,Lake,Ciguatera Fish Poisoning,0
2017,Lake,Coccidioidomycosis,2
2017,Lake,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Lake,Cryptosporidiosis,1
2017,Lake,Cyclosporiasis,0
2017,Lake,Cysticercosis or Taeniasis,0
2017,Lake,Dengue,0
2017,Lake,Diphtheria,0
2017,Lake,Domoic Acid Poisoning,0
2017,Lake,E. coli O157,1
2017,Lake,E. coli Other STEC (non-O157),1
2017,Lake,Early Syphilis,7
2017,Lake,Ehrlichiosis,0
2017,Lake,Flavivirus Infection of Undetermined Species,0
2017,Lake,Giardiasis,3
2017,Lake,Gonorrhea,186
2017,Lake,Hantavirus Infection,0
2017,Lake,Hemolytic Uremic Syndrome,0
2017,Lake,Hepatitis A,0
2017,Lake,"Hepatitis B, Acute",0
2017,Lake,"Hepatitis C, Acute",0
2017,Lake,"Hepatitis E, acute infection",0
2017,Lake,Invasive Meningococcal Disease,1
2017,Lake,Legionellosis,0
2017,Lake,Leprosy,0
2017,Lake,Leptospirosis,0
2017,Lake,Listeriosis,0
2017,Lake,Lyme Disease,0
2017,Lake,Malaria,1
2017,Lake,Measles,0
2017,Lake,Mumps,0
2017,Lake,Paralytic Shellfish Poisoning,0
2017,Lake,Pertussis,9
2017,Lake,"Plague, human",0
2017,Lake,Psittacosis,0
2017,Lake,Q Fever,0
2017,Lake,"Rabies, human",0
2017,Lake,Relapsing Fever,0
2017,Lake,Rubella,0
2017,Lake,Salmonellosis,6
2017,Lake,Scombroid Fish Poisoning,0
2017,Lake,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Lake,Shigellosis,4
2017,Lake,Spotted Fever Rickettsiosis,0
2017,Lake,Streptococcal Infection (cases in food and dairy workers),0
2017,Lake,TB,2
2017,Lake,Tetanus,0
2017,Lake,Trichinosis,0
2017,Lake,Tularemia,1
2017,Lake,"Typhoid Fever, case",0
2017,Lake,Typhus Fever,0
2017,Lake,Varicella Hospitalizations,0
2017,Lake,Vibrio Infection (non-Cholera),0
2017,Lake,Yellow Fever,0
2017,Lake,Yersiniosis,1
2017,Lake,Zika Virus Infection,0
2017,Lassen,Amebiasis,0
2017,Lassen,Anaplasmosis,0
2017,Lassen,Anthrax,0
2017,Lassen,Babesiosis,0
2017,Lassen,"Botulism, Foodborne",0
2017,Lassen,"Botulism, Other",0
2017,Lassen,"Botulism, Wound",0
2017,Lassen,Brucellosis,0
2017,Lassen,Campylobacteriosis,1
2017,Lassen,Chikungunya Virus Infection,0
2017,Lassen,Chlamydia,94
2017,Lassen,Cholera,0
2017,Lassen,Ciguatera Fish Poisoning,0
2017,Lassen,Coccidioidomycosis,0
2017,Lassen,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Lassen,Cryptosporidiosis,0
2017,Lassen,Cyclosporiasis,0
2017,Lassen,Cysticercosis or Taeniasis,0
2017,Lassen,Dengue,0
2017,Lassen,Diphtheria,0
2017,Lassen,Domoic Acid Poisoning,0
2017,Lassen,E. coli O157,0
2017,Lassen,E. coli Other STEC (non-O157),0
2017,Lassen,Early Syphilis,2
2017,Lassen,Ehrlichiosis,0
2017,Lassen,Flavivirus Infection of Undetermined Species,0
2017,Lassen,Giardiasis,1
2017,Lassen,Gonorrhea,11
2017,Lassen,Hantavirus Infection,0
2017,Lassen,Hemolytic Uremic Syndrome,0
2017,Lassen,Hepatitis A,0
2017,Lassen,"Hepatitis B, Acute",0
2017,Lassen,"Hepatitis C, Acute",0
2017,Lassen,"Hepatitis E, acute infection",0
2017,Lassen,Invasive Meningococcal Disease,0
2017,Lassen,Legionellosis,0
2017,Lassen,Leprosy,0
2017,Lassen,Leptospirosis,0
2017,Lassen,Listeriosis,0
2017,Lassen,Lyme Disease,0
2017,Lassen,Malaria,0
2017,Lassen,Measles,0
2017,Lassen,Mumps,0
2017,Lassen,Paralytic Shellfish Poisoning,0
2017,Lassen,Pertussis,0
2017,Lassen,"Plague, human",0
2017,Lassen,Psittacosis,0
2017,Lassen,Q Fever,0
2017,Lassen,"Rabies, human",0
2017,Lassen,Relapsing Fever,0
2017,Lassen,Rubella,0
2017,Lassen,Salmonellosis,4
2017,Lassen,Scombroid Fish Poisoning,0
2017,Lassen,Shiga Toxin Positive Feces (without culture confirmation),0
2017,Lassen,Shigellosis,0
2017,Lassen,Spotted Fever Rickettsiosis,0
2017,Lassen,Streptococcal Infection (cases in food and dairy workers),0
2017,Lassen,TB,1
2017,Lassen,Tetanus,0
2017,Lassen,Trichinosis,0
2017,Lassen,Tularemia,0
2017,Lassen,"Typhoid Fever, case",0
2017,Lassen,Typhus Fever,0
2017,Lassen,Varicella Hospitalizations,0
2017,Lassen,Vibrio Infection (non-Cholera),0
2017,Lassen,Yellow Fever,0
2017,Lassen,Yersiniosis,0
2017,Lassen,Zika Virus Infection,0
2017,Los Angeles,Amebiasis,72
2017,Los Angeles,Anaplasmosis,0
2017,Los Angeles,Anthrax,0
2017,Los Angeles,Babesiosis,0
2017,Los Angeles,"Botulism, Foodborne",0
2017,Los Angeles,"Botulism, Other",1
2017,Los Angeles,"Botulism, Wound",1
2017,Los Angeles,Brucellosis,9
2017,Los Angeles,Campylobacteriosis,1862
2017,Los Angeles,Chikungunya Virus Infection,11
2017,Los Angeles,Chlamydia,64326
2017,Los Angeles,Cholera,0
2017,Los Angeles,Ciguatera Fish Poisoning,2
2017,Los Angeles,Coccidioidomycosis,932
2017,Los Angeles,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,9
2017,Los Angeles,Cryptosporidiosis,168
2017,Los Angeles,Cyclosporiasis,16
2017,Los Angeles,Cysticercosis or Taeniasis,8
2017,Los Angeles,Dengue,20
2017,Los Angeles,Diphtheria,0
2017,Los Angeles,Domoic Acid Poisoning,0
2017,Los Angeles,E. coli O157,22
2017,Los Angeles,E. coli Other STEC (non-O157),108
2017,Los Angeles,Early Syphilis,4805
2017,Los Angeles,Ehrlichiosis,0
2017,Los Angeles,Flavivirus Infection of Undetermined Species,0
2017,Los Angeles,Giardiasis,440
2017,Los Angeles,Gonorrhea,26108
2017,Los Angeles,Hantavirus Infection,1
2017,Los Angeles,Hemolytic Uremic Syndrome,2
2017,Los Angeles,Hepatitis A,89
2017,Los Angeles,"Hepatitis B, Acute",35
2017,Los Angeles,"Hepatitis C, Acute",12
2017,Los Angeles,"Hepatitis E, acute infection",3
2017,Los Angeles,Invasive Meningococcal Disease,13
2017,Los Angeles,Legionellosis,185
2017,Los Angeles,Leprosy,1
2017,Los Angeles,Leptospirosis,1
2017,Los Angeles,Listeriosis,33
2017,Los Angeles,Lyme Disease,3
2017,Los Angeles,Malaria,35
2017,Los Angeles,Measles,3
2017,Los Angeles,Mumps,83
2017,Los Angeles,Paralytic Shellfish Poisoning,0
2017,Los Angeles,Pertussis,582
2017,Los Angeles,"Plague, human",0
2017,Los Angeles,Psittacosis,0
2017,Los Angeles,Q Fever,3
2017,Los Angeles,"Rabies, human",0
2017,Los Angeles,Relapsing Fever,0
2017,Los Angeles,Rubella,0
2017,Los Angeles,Salmonellosis,1154
2017,Los Angeles,Scombroid Fish Poisoning,5
2017,Los Angeles,Shiga Toxin Positive Feces (without culture confirmation),50
2017,Los Angeles,Shigellosis,771
2017,Los Angeles,Spotted Fever Rickettsiosis,4
2017,Los Angeles,Streptococcal Infection (cases in food and dairy workers),5
2017,Los Angeles,TB,540
2017,Los Angeles,Tetanus,0
2017,Los Angeles,Trichinosis,0
2017,Los Angeles,Tularemia,0
2017,Los Angeles,"Typhoid Fever, case",9
2017,Los Angeles,Typhus Fever,83
2017,Los Angeles,Varicella Hospitalizations,17
2017,Los Angeles,Vibrio Infection (non-Cholera),59
2017,Los Angeles,Yellow Fever,0
2017,Los Angeles,Yersiniosis,70
2017,Los Angeles,Zika Virus Infection,24
2017,Madera,Amebiasis,0
2017,Madera,Anaplasmosis,0
2017,Madera,Anthrax,0
2017,Madera,Babesiosis,0
2017,Madera,"Botulism, Foodborne",0
2017,Madera,"Botulism, Other",0
2017,Madera,"Botulism, Wound",0
2017,Madera,Brucellosis,0
2017,Madera,Campylobacteriosis,50
