County,Year,Sex,Disease,Cases,Branch
Santa Barbara,2021,Total,Chikungunya Virus Infection,0,IDB
Santa Clara,2021,Total,Chikungunya Virus Infection,2,IDB
Santa Cruz,2021,Total,Chikungunya Virus Infection,0,IDB
Shasta,2021,Total,Chikungunya Virus Infection,0,IDB
Sierra,2021,Total,Chikungunya Virus Infection,0,IDB
Siskiyou,2021,Total,Chikungunya Virus Infection,0,IDB
Solano,2021,Total,Chikungunya Virus Infection,0,IDB
Sonoma,2021,Total,Chikungunya Virus Infection,0,IDB
Stanislaus,2021,Total,Chikungunya Virus Infection,0,IDB
Sutter,2021,Total,Chikungunya Virus Infection,0,IDB
Tehama,2021,Total,Chikungunya Virus Infection,0,IDB
Trinity,2021,Total,Chikungunya Virus Infection,0,IDB
Tulare,2021,Total,Chikungunya Virus Infection,0,IDB
Tuolumne,2021,Total,Chikungunya Virus Infection,0,IDB
Ventura,2021,Total,Chikungunya Virus Infection,0,IDB
Yolo,2021,Total,Chikungunya Virus Infection,0,IDB
Yuba,2021,Total,Chikungunya Virus Infection,0,IDB
Alameda,2021,Total,Cholera,0,IDB
Alpine,2021,Total,Cholera,0,IDB
Amador,2021,Total,Cholera,0,IDB
Butte,2021,Total,Cholera,0,IDB
Calaveras,2021,Total,Cholera,0,IDB
CALIFORNIA,2021,Total,Cholera,2,IDB
Colusa,2021,Total,Cholera,0,IDB
Contra Costa,2021,Total,Cholera,0,IDB
Del Norte,2021,Total,Cholera,0,IDB
El Dorado,2021,Total,Cholera,0,IDB
Fresno,2021,Total,Cholera,1,IDB
Glenn,2021,Total,Cholera,0,IDB
Humboldt,2021,Total,Cholera,0,IDB
Imperial,2021,Total,Cholera,0,IDB
Inyo,2021,Total,Cholera,0,IDB
Kern,2021,Total,Cholera,0,IDB
Kings,2021,Total,Cholera,0,IDB
Lake,2021,Total,Cholera,0,IDB
Lassen,2021,Total,Cholera,0,IDB
Los Angeles,2021,Total,Cholera,0,IDB
Madera,2021,Total,Cholera,0,IDB
Marin,2021,Total,Cholera,0,IDB
Mariposa,2021,Total,Cholera,0,IDB
Mendocino,2021,Total,Cholera,0,IDB
Merced,2021,Total,Cholera,0,IDB
Modoc,2021,Total,Cholera,0,IDB
Mono,2021,Total,Cholera,0,IDB
Monterey,2021,Total,Cholera,0,IDB
Napa,2021,Total,Cholera,0,IDB
Nevada,2021,Total,Cholera,0,IDB
Orange,2021,Total,Cholera,0,IDB
Placer,2021,Total,Cholera,0,IDB
Plumas,2021,Total,Cholera,0,IDB
Riverside,2021,Total,Cholera,0,IDB
Sacramento,2021,Total,Cholera,0,IDB
San Benito,2021,Total,Cholera,0,IDB
San Bernardino,2021,Total,Cholera,0,IDB
San Diego,2021,Total,Cholera,0,IDB
San Francisco,2021,Total,Cholera,0,IDB
San Joaquin,2021,Total,Cholera,0,IDB
San Luis Obispo,2021,Total,Cholera,0,IDB
San Mateo,2021,Total,Cholera,0,IDB
Santa Barbara,2021,Total,Cholera,0,IDB
Santa Clara,2021,Total,Cholera,0,IDB
Santa Cruz,2021,Total,Cholera,1,IDB
Shasta,2021,Total,Cholera,0,IDB
Sierra,2021,Total,Cholera,0,IDB
Siskiyou,2021,Total,Cholera,0,IDB
Solano,2021,Total,Cholera,0,IDB
Sonoma,2021,Total,Cholera,0,IDB
Stanislaus,2021,Total,Cholera,0,IDB
Sutter,2021,Total,Cholera,0,IDB
Tehama,2021,Total,Cholera,0,IDB
Trinity,2021,Total,Cholera,0,IDB
Tulare,2021,Total,Cholera,0,IDB
Tuolumne,2021,Total,Cholera,0,IDB
Ventura,2021,Total,Cholera,0,IDB
Yolo,2021,Total,Cholera,0,IDB
Yuba,2021,Total,Cholera,0,IDB
Alameda,2021,Total,Ciguatera Fish Poisoning,0,IDB
Alpine,2021,Total,Ciguatera Fish Poisoning,0,IDB
Amador,2021,Total,Ciguatera Fish Poisoning,0,IDB
Butte,2021,Total,Ciguatera Fish Poisoning,0,IDB
Calaveras,2021,Total,Ciguatera Fish Poisoning,0,IDB
CALIFORNIA,2021,Total,Ciguatera Fish Poisoning,0,IDB
Colusa,2021,Total,Ciguatera Fish Poisoning,0,IDB
Contra Costa,2021,Total,Ciguatera Fish Poisoning,0,IDB
Del Norte,2021,Total,Ciguatera Fish Poisoning,0,IDB
El Dorado,2021,Total,Ciguatera Fish Poisoning,0,IDB
Fresno,2021,Total,Ciguatera Fish Poisoning,0,IDB
Glenn,2021,Total,Ciguatera Fish Poisoning,0,IDB
Humboldt,2021,Total,Ciguatera Fish Poisoning,0,IDB
Imperial,2021,Total,Ciguatera Fish Poisoning,0,IDB
Inyo,2021,Total,Ciguatera Fish Poisoning,0,IDB
Kern,2021,Total,Ciguatera Fish Poisoning,0,IDB
Kings,2021,Total,Ciguatera Fish Poisoning,0,IDB
Lake,2021,Total,Ciguatera Fish Poisoning,0,IDB
Lassen,2021,Total,Ciguatera Fish Poisoning,0,IDB
Los Angeles,2021,Total,Ciguatera Fish Poisoning,0,IDB
Madera,2021,Total,Ciguatera Fish Poisoning,0,IDB
Marin,2021,Total,Ciguatera Fish Poisoning,0,IDB
Mariposa,2021,Total,Ciguatera Fish Poisoning,0,IDB
Mendocino,2021,Total,Ciguatera Fish Poisoning,0,IDB
Merced,2021,Total,Ciguatera Fish Poisoning,0,IDB
Modoc,2021,Total,Ciguatera Fish Poisoning,0,IDB
Mono,2021,Total,Ciguatera Fish Poisoning,0,IDB
Monterey,2021,Total,Ciguatera Fish Poisoning,0,IDB
Napa,2021,Total,Ciguatera Fish Poisoning,0,IDB
Nevada,2021,Total,Ciguatera Fish Poisoning,0,IDB
Orange,2021,Total,Ciguatera Fish Poisoning,0,IDB
Placer,2021,Total,Ciguatera Fish Poisoning,0,IDB
Plumas,2021,Total,Ciguatera Fish Poisoning,0,IDB
Riverside,2021,Total,Ciguatera Fish Poisoning,0,IDB
Sacramento,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Benito,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Bernardino,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Diego,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Francisco,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Joaquin,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Luis Obispo,2021,Total,Ciguatera Fish Poisoning,0,IDB
San Mateo,2021,Total,Ciguatera Fish Poisoning,0,IDB
Santa Barbara,2021,Total,Ciguatera Fish Poisoning,0,IDB
Santa Clara,2021,Total,Ciguatera Fish Poisoning,0,IDB
Santa Cruz,2021,Total,Ciguatera Fish Poisoning,0,IDB
Shasta,2021,Total,Ciguatera Fish Poisoning,0,IDB
Sierra,2021,Total,Ciguatera Fish Poisoning,0,IDB
Siskiyou,2021,Total,Ciguatera Fish Poisoning,0,IDB
Solano,2021,Total,Ciguatera Fish Poisoning,0,IDB
Sonoma,2021,Total,Ciguatera Fish Poisoning,0,IDB
Stanislaus,2021,Total,Ciguatera Fish Poisoning,0,IDB
Sutter,2021,Total,Ciguatera Fish Poisoning,0,IDB
Tehama,2021,Total,Ciguatera Fish Poisoning,0,IDB
Trinity,2021,Total,Ciguatera Fish Poisoning,0,IDB
Tulare,2021,Total,Ciguatera Fish Poisoning,0,IDB
Tuolumne,2021,Total,Ciguatera Fish Poisoning,0,IDB
Ventura,2021,Total,Ciguatera Fish Poisoning,0,IDB
Yolo,2021,Total,Ciguatera Fish Poisoning,0,IDB
Yuba,2021,Total,Ciguatera Fish Poisoning,0,IDB
Alameda,2021,Total,Coccidioidomycosis,99,IDB
Alpine,2021,Total,Coccidioidomycosis,0,IDB
Amador,2021,Total,Coccidioidomycosis,3,IDB
Butte,2021,Total,Coccidioidomycosis,13,IDB
Calaveras,2021,Total,Coccidioidomycosis,1,IDB
CALIFORNIA,2021,Total,Coccidioidomycosis,8030,IDB
Colusa,2021,Total,Coccidioidomycosis,0,IDB
Contra Costa,2021,Total,Coccidioidomycosis,134,IDB
Del Norte,2021,Total,Coccidioidomycosis,0,IDB
El Dorado,2021,Total,Coccidioidomycosis,1,IDB
Fresno,2021,Total,Coccidioidomycosis,407,IDB
Glenn,2021,Total,Coccidioidomycosis,3,IDB
Humboldt,2021,Total,Coccidioidomycosis,2,IDB
Imperial,2021,Total,Coccidioidomycosis,1,IDB
Inyo,2021,Total,Coccidioidomycosis,3,IDB
Kern,2021,Total,Coccidioidomycosis,2819,IDB
Kings,2021,Total,Coccidioidomycosis,168,IDB
Lake,2021,Total,Coccidioidomycosis,0,IDB
Lassen,2021,Total,Coccidioidomycosis,0,IDB
Los Angeles,2021,Total,Coccidioidomycosis,1447,IDB
Madera,2021,Total,Coccidioidomycosis,38,IDB
Marin,2021,Total,Coccidioidomycosis,4,IDB
Mariposa,2021,Total,Coccidioidomycosis,1,IDB
Mendocino,2021,Total,Coccidioidomycosis,1,IDB
Merced,2021,Total,Coccidioidomycosis,81,IDB
Modoc,2021,Total,Coccidioidomycosis,0,IDB
Mono,2021,Total,Coccidioidomycosis,2,IDB
Monterey,2021,Total,Coccidioidomycosis,120,IDB
Napa,2021,Total,Coccidioidomycosis,5,IDB
Nevada,2021,Total,Coccidioidomycosis,1,IDB
Orange,2021,Total,Coccidioidomycosis,284,IDB
Placer,2021,Total,Coccidioidomycosis,9,IDB
Plumas,2021,Total,Coccidioidomycosis,0,IDB
Riverside,2021,Total,Coccidioidomycosis,455,IDB
Sacramento,2021,Total,Coccidioidomycosis,81,IDB
San Benito,2021,Total,Coccidioidomycosis,8,IDB
San Bernardino,2021,Total,Coccidioidomycosis,250,IDB
San Diego,2021,Total,Coccidioidomycosis,450,IDB
San Francisco,2021,Total,Coccidioidomycosis,29,IDB
San Joaquin,2021,Total,Coccidioidomycosis,117,IDB
San Luis Obispo,2021,Total,Coccidioidomycosis,170,IDB
San Mateo,2021,Total,Coccidioidomycosis,22,IDB
Santa Barbara,2021,Total,Coccidioidomycosis,66,IDB
Santa Clara,2021,Total,Coccidioidomycosis,65,IDB
Santa Cruz,2021,Total,Coccidioidomycosis,17,IDB
Shasta,2021,Total,Coccidioidomycosis,0,IDB
Sierra,2021,Total,Coccidioidomycosis,0,IDB
Siskiyou,2021,Total,Coccidioidomycosis,0,IDB
Solano,2021,Total,Coccidioidomycosis,35,IDB
Sonoma,2021,Total,Coccidioidomycosis,20,IDB
Stanislaus,2021,Total,Coccidioidomycosis,86,IDB
Sutter,2021,Total,Coccidioidomycosis,1,IDB
Tehama,2021,Total,Coccidioidomycosis,2,IDB
Trinity,2021,Total,Coccidioidomycosis,0,IDB
Tulare,2021,Total,Coccidioidomycosis,317,IDB
Tuolumne,2021,Total,Coccidioidomycosis,1,IDB
Ventura,2021,Total,Coccidioidomycosis,181,IDB
Yolo,2021,Total,Coccidioidomycosis,8,IDB
Yuba,2021,Total,Coccidioidomycosis,2,IDB
Alameda,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,2,IDB
Alpine,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Amador,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Butte,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Calaveras,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
CALIFORNIA,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,21,IDB
Colusa,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Contra Costa,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Del Norte,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
El Dorado,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Fresno,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Glenn,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Humboldt,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Imperial,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Inyo,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Kern,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Kings,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Lake,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Lassen,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Los Angeles,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,7,IDB
Madera,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Marin,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Mariposa,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Mendocino,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Merced,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Modoc,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Mono,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Monterey,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Napa,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Nevada,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Orange,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Placer,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Plumas,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Riverside,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Sacramento,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
San Benito,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
San Bernardino,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
San Diego,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,2,IDB
San Francisco,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
San Joaquin,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
San Luis Obispo,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
San Mateo,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Santa Barbara,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Santa Clara,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Santa Cruz,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Shasta,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Sierra,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Siskiyou,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Solano,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Sonoma,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Stanislaus,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Sutter,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Tehama,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Trinity,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Tulare,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Tuolumne,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Ventura,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1,IDB
Yolo,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Yuba,2021,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0,IDB
Alameda,2021,Total,Cryptosporidiosis,15,IDB
Alpine,2021,Total,Cryptosporidiosis,0,IDB
Amador,2021,Total,Cryptosporidiosis,0,IDB
Butte,2021,Total,Cryptosporidiosis,10,IDB
Calaveras,2021,Total,Cryptosporidiosis,0,IDB
CALIFORNIA,2021,Total,Cryptosporidiosis,527,IDB
Colusa,2021,Total,Cryptosporidiosis,0,IDB
Contra Costa,2021,Total,Cryptosporidiosis,11,IDB
Del Norte,2021,Total,Cryptosporidiosis,2,IDB
El Dorado,2021,Total,Cryptosporidiosis,3,IDB
Fresno,2021,Total,Cryptosporidiosis,12,IDB
Glenn,2021,Total,Cryptosporidiosis,0,IDB
Humboldt,2021,Total,Cryptosporidiosis,4,IDB
Imperial,2021,Total,Cryptosporidiosis,3,IDB
Inyo,2021,Total,Cryptosporidiosis,3,IDB
Kern,2021,Total,Cryptosporidiosis,14,IDB
Kings,2021,Total,Cryptosporidiosis,3,IDB
Lake,2021,Total,Cryptosporidiosis,1,IDB
Lassen,2021,Total,Cryptosporidiosis,0,IDB
Los Angeles,2021,Total,Cryptosporidiosis,128,IDB
Madera,2021,Total,Cryptosporidiosis,2,IDB
Marin,2021,Total,Cryptosporidiosis,4,IDB
Mariposa,2021,Total,Cryptosporidiosis,0,IDB
Mendocino,2021,Total,Cryptosporidiosis,1,IDB
Merced,2021,Total,Cryptosporidiosis,1,IDB
Modoc,2021,Total,Cryptosporidiosis,0,IDB
Mono,2021,Total,Cryptosporidiosis,1,IDB
Monterey,2021,Total,Cryptosporidiosis,5,IDB
Napa,2021,Total,Cryptosporidiosis,0,IDB
Nevada,2021,Total,Cryptosporidiosis,2,IDB
Orange,2021,Total,Cryptosporidiosis,28,IDB
Placer,2021,Total,Cryptosporidiosis,6,IDB
Plumas,2021,Total,Cryptosporidiosis,0,IDB
Riverside,2021,Total,Cryptosporidiosis,42,IDB
Sacramento,2021,Total,Cryptosporidiosis,22,IDB
San Benito,2021,Total,Cryptosporidiosis,3,IDB
San Bernardino,2021,Total,Cryptosporidiosis,5,IDB
San Diego,2021,Total,Cryptosporidiosis,53,IDB
San Francisco,2021,Total,Cryptosporidiosis,30,IDB
San Joaquin,2021,Total,Cryptosporidiosis,2,IDB
San Luis Obispo,2021,Total,Cryptosporidiosis,2,IDB
San Mateo,2021,Total,Cryptosporidiosis,17,IDB
Santa Barbara,2021,Total,Cryptosporidiosis,18,IDB
Santa Clara,2021,Total,Cryptosporidiosis,19,IDB
Santa Cruz,2021,Total,Cryptosporidiosis,8,IDB
Shasta,2021,Total,Cryptosporidiosis,0,IDB
Sierra,2021,Total,Cryptosporidiosis,0,IDB
Siskiyou,2021,Total,Cryptosporidiosis,2,IDB
Solano,2021,Total,Cryptosporidiosis,5,IDB
Sonoma,2021,Total,Cryptosporidiosis,7,IDB
Stanislaus,2021,Total,Cryptosporidiosis,1,IDB
Sutter,2021,Total,Cryptosporidiosis,0,IDB
Tehama,2021,Total,Cryptosporidiosis,4,IDB
Trinity,2021,Total,Cryptosporidiosis,0,IDB
Tulare,2021,Total,Cryptosporidiosis,8,IDB
Tuolumne,2021,Total,Cryptosporidiosis,0,IDB
Ventura,2021,Total,Cryptosporidiosis,16,IDB
Yolo,2021,Total,Cryptosporidiosis,3,IDB
Yuba,2021,Total,Cryptosporidiosis,1,IDB
Alameda,2021,Total,Cyclosporiasis,8,IDB
Alpine,2021,Total,Cyclosporiasis,0,IDB
Amador,2021,Total,Cyclosporiasis,0,IDB
Butte,2021,Total,Cyclosporiasis,1,IDB
Calaveras,2021,Total,Cyclosporiasis,0,IDB
CALIFORNIA,2021,Total,Cyclosporiasis,70,IDB
Colusa,2021,Total,Cyclosporiasis,0,IDB
Contra Costa,2021,Total,Cyclosporiasis,0,IDB
Del Norte,2021,Total,Cyclosporiasis,0,IDB
El Dorado,2021,Total,Cyclosporiasis,0,IDB
Fresno,2021,Total,Cyclosporiasis,0,IDB
Glenn,2021,Total,Cyclosporiasis,0,IDB
Humboldt,2021,Total,Cyclosporiasis,0,IDB
Imperial,2021,Total,Cyclosporiasis,1,IDB
Inyo,2021,Total,Cyclosporiasis,0,IDB
Kern,2021,Total,Cyclosporiasis,2,IDB
Kings,2021,Total,Cyclosporiasis,1,IDB
Lake,2021,Total,Cyclosporiasis,0,IDB
Lassen,2021,Total,Cyclosporiasis,0,IDB
Los Angeles,2021,Total,Cyclosporiasis,3,IDB
Madera,2021,Total,Cyclosporiasis,0,IDB
Marin,2021,Total,Cyclosporiasis,1,IDB
Mariposa,2021,Total,Cyclosporiasis,0,IDB
Mendocino,2021,Total,Cyclosporiasis,2,IDB
Merced,2021,Total,Cyclosporiasis,0,IDB
Modoc,2021,Total,Cyclosporiasis,0,IDB
Mono,2021,Total,Cyclosporiasis,0,IDB
Monterey,2021,Total,Cyclosporiasis,0,IDB
Napa,2021,Total,Cyclosporiasis,0,IDB
Nevada,2021,Total,Cyclosporiasis,0,IDB
Orange,2021,Total,Cyclosporiasis,8,IDB
Placer,2021,Total,Cyclosporiasis,0,IDB
Plumas,2021,Total,Cyclosporiasis,0,IDB
Riverside,2021,Total,Cyclosporiasis,8,IDB
Sacramento,2021,Total,Cyclosporiasis,3,IDB
San Benito,2021,Total,Cyclosporiasis,0,IDB
San Bernardino,2021,Total,Cyclosporiasis,0,IDB
San Diego,2021,Total,Cyclosporiasis,3,IDB
San Francisco,2021,Total,Cyclosporiasis,7,IDB
San Joaquin,2021,Total,Cyclosporiasis,0,IDB
San Luis Obispo,2021,Total,Cyclosporiasis,1,IDB
San Mateo,2021,Total,Cyclosporiasis,2,IDB
Santa Barbara,2021,Total,Cyclosporiasis,7,IDB
Santa Clara,2021,Total,Cyclosporiasis,7,IDB
Santa Cruz,2021,Total,Cyclosporiasis,0,IDB
Shasta,2021,Total,Cyclosporiasis,0,IDB
Sierra,2021,Total,Cyclosporiasis,0,IDB
Siskiyou,2021,Total,Cyclosporiasis,0,IDB
Solano,2021,Total,Cyclosporiasis,0,IDB
Sonoma,2021,Total,Cyclosporiasis,0,IDB
Stanislaus,2021,Total,Cyclosporiasis,0,IDB
Sutter,2021,Total,Cyclosporiasis,0,IDB
Tehama,2021,Total,Cyclosporiasis,0,IDB
Trinity,2021,Total,Cyclosporiasis,0,IDB
Tulare,2021,Total,Cyclosporiasis,1,IDB
Tuolumne,2021,Total,Cyclosporiasis,0,IDB
Ventura,2021,Total,Cyclosporiasis,3,IDB
Yolo,2021,Total,Cyclosporiasis,1,IDB
Yuba,2021,Total,Cyclosporiasis,0,IDB
Alameda,2021,Total,Cysticercosis or Taeniasis,0,IDB
Alpine,2021,Total,Cysticercosis or Taeniasis,0,IDB
Amador,2021,Total,Cysticercosis or Taeniasis,0,IDB
Butte,2021,Total,Cysticercosis or Taeniasis,0,IDB
Calaveras,2021,Total,Cysticercosis or Taeniasis,0,IDB
CALIFORNIA,2021,Total,Cysticercosis or Taeniasis,14,IDB
Colusa,2021,Total,Cysticercosis or Taeniasis,0,IDB
Contra Costa,2021,Total,Cysticercosis or Taeniasis,0,IDB
Del Norte,2021,Total,Cysticercosis or Taeniasis,0,IDB
El Dorado,2021,Total,Cysticercosis or Taeniasis,0,IDB
Fresno,2021,Total,Cysticercosis or Taeniasis,0,IDB
Glenn,2021,Total,Cysticercosis or Taeniasis,0,IDB
Humboldt,2021,Total,Cysticercosis or Taeniasis,0,IDB
Imperial,2021,Total,Cysticercosis or Taeniasis,0,IDB
Inyo,2021,Total,Cysticercosis or Taeniasis,0,IDB
Kern,2021,Total,Cysticercosis or Taeniasis,0,IDB
Kings,2021,Total,Cysticercosis or Taeniasis,0,IDB
Lake,2021,Total,Cysticercosis or Taeniasis,0,IDB
Lassen,2021,Total,Cysticercosis or Taeniasis,0,IDB
Los Angeles,2021,Total,Cysticercosis or Taeniasis,2,IDB
Madera,2021,Total,Cysticercosis or Taeniasis,0,IDB
Marin,2021,Total,Cysticercosis or Taeniasis,0,IDB
Mariposa,2021,Total,Cysticercosis or Taeniasis,0,IDB
Mendocino,2021,Total,Cysticercosis or Taeniasis,0,IDB
Merced,2021,Total,Cysticercosis or Taeniasis,0,IDB
Modoc,2021,Total,Cysticercosis or Taeniasis,0,IDB
Mono,2021,Total,Cysticercosis or Taeniasis,0,IDB
Monterey,2021,Total,Cysticercosis or Taeniasis,0,IDB
Napa,2021,Total,Cysticercosis or Taeniasis,0,IDB
Nevada,2021,Total,Cysticercosis or Taeniasis,0,IDB
Orange,2021,Total,Cysticercosis or Taeniasis,0,IDB
Placer,2021,Total,Cysticercosis or Taeniasis,0,IDB
Plumas,2021,Total,Cysticercosis or Taeniasis,0,IDB
Riverside,2021,Total,Cysticercosis or Taeniasis,2,IDB
Sacramento,2021,Total,Cysticercosis or Taeniasis,1,IDB
San Benito,2021,Total,Cysticercosis or Taeniasis,1,IDB
San Bernardino,2021,Total,Cysticercosis or Taeniasis,0,IDB
San Diego,2021,Total,Cysticercosis or Taeniasis,1,IDB
San Francisco,2021,Total,Cysticercosis or Taeniasis,2,IDB
San Joaquin,2021,Total,Cysticercosis or Taeniasis,0,IDB
San Luis Obispo,2021,Total,Cysticercosis or Taeniasis,0,IDB
San Mateo,2021,Total,Cysticercosis or Taeniasis,0,IDB
Santa Barbara,2021,Total,Cysticercosis or Taeniasis,0,IDB
Santa Clara,2021,Total,Cysticercosis or Taeniasis,4,IDB
Santa Cruz,2021,Total,Cysticercosis or Taeniasis,0,IDB
Shasta,2021,Total,Cysticercosis or Taeniasis,0,IDB
Sierra,2021,Total,Cysticercosis or Taeniasis,0,IDB
Siskiyou,2021,Total,Cysticercosis or Taeniasis,0,IDB
Solano,2021,Total,Cysticercosis or Taeniasis,0,IDB
Sonoma,2021,Total,Cysticercosis or Taeniasis,0,IDB
Stanislaus,2021,Total,Cysticercosis or Taeniasis,0,IDB
Sutter,2021,Total,Cysticercosis or Taeniasis,0,IDB
Tehama,2021,Total,Cysticercosis or Taeniasis,0,IDB
Trinity,2021,Total,Cysticercosis or Taeniasis,0,IDB
Tulare,2021,Total,Cysticercosis or Taeniasis,0,IDB
Tuolumne,2021,Total,Cysticercosis or Taeniasis,0,IDB
Ventura,2021,Total,Cysticercosis or Taeniasis,1,IDB
Yolo,2021,Total,Cysticercosis or Taeniasis,0,IDB
Yuba,2021,Total,Cysticercosis or Taeniasis,0,IDB
Alameda,2021,Total,Dengue Virus Infection,2,IDB
Alpine,2021,Total,Dengue Virus Infection,0,IDB
Amador,2021,Total,Dengue Virus Infection,0,IDB
Butte,2021,Total,Dengue Virus Infection,0,IDB
Calaveras,2021,Total,Dengue Virus Infection,0,IDB
