Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Valid Value
PCT012B126,Female: !! 19 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B127,Female: !! 20 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B128,Female: !! 21 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B129,Female: !! 22 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B130,Female: !! 23 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B131,Female: !! 24 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B132,Female: !! 25 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B133,Female: !! 26 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B134,Female: !! 27 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B135,Female: !! 28 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B136,Female: !! 29 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B137,Female: !! 30 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B138,Female: !! 31 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B139,Female: !! 32 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B140,Female: !! 33 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B141,Female: !! 34 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B142,Female: !! 35 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B143,Female: !! 36 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B144,Female: !! 37 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B145,Female: !! 38 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B146,Female: !! 39 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B147,Female: !! 40 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B148,Female: !! 41 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B149,Female: !! 42 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B150,Female: !! 43 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B151,Female: !! 44 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B152,Female: !! 45 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B153,Female: !! 46 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B154,Female: !! 47 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B155,Female: !! 48 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B156,Female: !! 49 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B157,Female: !! 50 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B158,Female: !! 51 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B159,Female: !! 52 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B160,Female: !! 53 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B161,Female: !! 54 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B162,Female: !! 55 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B163,Female: !! 56 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B164,Female: !! 57 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B165,Female: !! 58 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B166,Female: !! 59 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B167,Female: !! 60 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B168,Female: !! 61 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B169,Female: !! 62 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B170,Female: !! 63 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B171,Female: !! 64 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B172,Female: !! 65 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B173,Female: !! 66 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B174,Female: !! 67 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B175,Female: !! 68 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B176,Female: !! 69 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B177,Female: !! 70 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B178,Female: !! 71 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B179,Female: !! 72 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B180,Female: !! 73 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B181,Female: !! 74 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B182,Female: !! 75 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B183,Female: !! 76 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B184,Female: !! 77 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B185,Female: !! 78 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B186,Female: !! 79 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B187,Female: !! 80 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B188,Female: !! 81 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B189,Female: !! 82 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B190,Female: !! 83 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B191,Female: !! 84 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B192,Female: !! 85 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B193,Female: !! 86 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B194,Female: !! 87 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B195,Female: !! 88 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B196,Female: !! 89 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B197,Female: !! 90 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B198,Female: !! 91 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B199,Female: !! 92 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B200,Female: !! 93 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B201,Female: !! 94 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B202,Female: !! 95 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B203,Female: !! 96 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B204,Female: !! 97 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B205,Female: !! 98 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B206,Female: !! 99 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B207,Female: !! 100 to 104 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B208,Female: !! 105 to 109 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B209,Female: !! 110 years and over,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C001,People who are American Indian and Alaska Native alone,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C002,Male:,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C003,Male: !! Under 1 year,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C004,Male: !! 1 year,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C005,Male: !! 2 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C006,Male: !! 3 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C007,Male: !! 4 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C008,Male: !! 5 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C009,Male: !! 6 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C010,Male: !! 7 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C011,Male: !! 8 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C012,Male: !! 9 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C013,Male: !! 10 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C014,Male: !! 11 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C015,Male: !! 12 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C016,Male: !! 13 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C017,Male: !! 14 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C018,Male: !! 15 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C019,Male: !! 16 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C020,Male: !! 17 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C021,Male: !! 18 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C022,Male: !! 19 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C023,Male: !! 20 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C024,Male: !! 21 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C025,Male: !! 22 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C026,Male: !! 23 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C027,Male: !! 24 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C028,Male: !! 25 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C029,Male: !! 26 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C030,Male: !! 27 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C031,Male: !! 28 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C032,Male: !! 29 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C033,Male: !! 30 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C034,Male: !! 31 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C035,Male: !! 32 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C036,Male: !! 33 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C037,Male: !! 34 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C038,Male: !! 35 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C039,Male: !! 36 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C040,Male: !! 37 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C041,Male: !! 38 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C042,Male: !! 39 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C043,Male: !! 40 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C044,Male: !! 41 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C045,Male: !! 42 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C046,Male: !! 43 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C047,Male: !! 44 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C048,Male: !! 45 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C049,Male: !! 46 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C050,Male: !! 47 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C051,Male: !! 48 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C052,Male: !! 49 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C053,Male: !! 50 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C054,Male: !! 51 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C055,Male: !! 52 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C056,Male: !! 53 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C057,Male: !! 54 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C058,Male: !! 55 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C059,Male: !! 56 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C060,Male: !! 57 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C061,Male: !! 58 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C062,Male: !! 59 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C063,Male: !! 60 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C064,Male: !! 61 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C065,Male: !! 62 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C066,Male: !! 63 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C067,Male: !! 64 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C068,Male: !! 65 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C069,Male: !! 66 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C070,Male: !! 67 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C071,Male: !! 68 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C072,Male: !! 69 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C073,Male: !! 70 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C074,Male: !! 71 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C075,Male: !! 72 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C076,Male: !! 73 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C077,Male: !! 74 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C078,Male: !! 75 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C079,Male: !! 76 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C080,Male: !! 77 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C081,Male: !! 78 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C082,Male: !! 79 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C083,Male: !! 80 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C084,Male: !! 81 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C085,Male: !! 82 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C086,Male: !! 83 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C087,Male: !! 84 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C088,Male: !! 85 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C089,Male: !! 86 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C090,Male: !! 87 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C091,Male: !! 88 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C092,Male: !! 89 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C093,Male: !! 90 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C094,Male: !! 91 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C095,Male: !! 92 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C096,Male: !! 93 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C097,Male: !! 94 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C098,Male: !! 95 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C099,Male: !! 96 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C100,Male: !! 97 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C101,Male: !! 98 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C102,Male: !! 99 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C103,Male: !! 100 to 104 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C104,Male: !! 105 to 109 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C105,Male: !! 110 years and over,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C106,Female: ,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C107,Female: !! Under 1 year,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C108,Female: !! 1 year,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C109,Female: !! 2 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C110,Female: !! 3 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C111,Female: !! 4 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C112,Female: !! 5 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C113,Female: !! 6 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C114,Female: !! 7 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C115,Female: !! 8 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C116,Female: !! 9 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C117,Female: !! 10 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C118,Female: !! 11 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C119,Female: !! 12 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C120,Female: !! 13 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C121,Female: !! 14 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C122,Female: !! 15 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C123,Female: !! 16 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012C124,Female: !! 17 years,PCT12C. Sex By Age (American Indian And Alaska Native Alone) [209],not required,,0,(not a predicate),N/A,N/A
