Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate
Homicide,Sacramento,2009-2011,Race/Ethnicity,White-NH,73,2088000,3.497,3.54
Homicide,Sacramento,2012-2014,Race/Ethnicity,Asian-NH,24,624500,3.843,3.678
Homicide,Sacramento,2012-2014,Race/Ethnicity,Black-NH,89,434400,20.49,19.16
Homicide,Sacramento,2012-2014,Race/Ethnicity,Hisp,55,969900,5.671,5.228
Homicide,Sacramento,2012-2014,Race/Ethnicity,White-NH,89,2083000,4.272,4.318
Homicide,Sacramento,2015-2017,Race/Ethnicity,Asian-NH,35,661200,5.294,5.205
Homicide,Sacramento,2015-2017,Race/Ethnicity,Black-NH,107,446300,23.98,23.51
Homicide,Sacramento,2015-2017,Race/Ethnicity,Hisp,68,1026000,6.628,6.069
Homicide,Sacramento,2015-2017,Race/Ethnicity,White-NH,84,2086000,4.026,4.121
Homicide,San Bernardino,2000-2002,Race/Ethnicity,Black-NH,91,466000,19.53,18.96
Homicide,San Bernardino,2000-2002,Race/Ethnicity,Hisp,213,2187000,9.738,9.229
Homicide,San Bernardino,2000-2002,Race/Ethnicity,White-NH,113,2226000,5.076,5.154
Homicide,San Bernardino,2003-2005,Race/Ethnicity,Black-NH,179,493300,36.29,34.87
Homicide,San Bernardino,2003-2005,Race/Ethnicity,Hisp,237,2490000,9.518,8.858
Homicide,San Bernardino,2003-2005,Race/Ethnicity,White-NH,120,2249000,5.337,5.305
Homicide,San Bernardino,2006-2008,Race/Ethnicity,Black-NH,139,515100,26.99,24.88
Homicide,San Bernardino,2006-2008,Race/Ethnicity,Hisp,236,2755000,8.566,8.036
Homicide,San Bernardino,2006-2008,Race/Ethnicity,White-NH,94,2223000,4.228,4.157
Homicide,San Bernardino,2009-2011,Race/Ethnicity,Black-NH,108,519600,20.79,19
Homicide,San Bernardino,2009-2011,Race/Ethnicity,Hisp,188,2996000,6.275,6.135
Homicide,San Bernardino,2009-2011,Race/Ethnicity,White-NH,82,2077000,3.948,4.058
Homicide,San Bernardino,2012-2014,Race/Ethnicity,Black-NH,128,523000,24.47,23.84
Homicide,San Bernardino,2012-2014,Race/Ethnicity,Hisp,167,3158000,5.288,5.169
Homicide,San Bernardino,2012-2014,Race/Ethnicity,White-NH,94,2042000,4.603,4.545
Homicide,San Bernardino,2015-2017,Race/Ethnicity,Black-NH,123,533000,23.08,21.98
Homicide,San Bernardino,2015-2017,Race/Ethnicity,Hisp,195,3289000,5.929,5.645
Homicide,San Bernardino,2015-2017,Race/Ethnicity,White-NH,89,2037000,4.369,4.271
Homicide,San Diego,2000-2002,Race/Ethnicity,Asian-NH,17,809000,2.101,1.831
Homicide,San Diego,2000-2002,Race/Ethnicity,Black-NH,63,464300,13.57,12.5
Homicide,San Diego,2000-2002,Race/Ethnicity,Hisp,106,2384000,4.446,4.315
Homicide,San Diego,2000-2002,Race/Ethnicity,White-NH,123,4673000,2.632,2.587
Homicide,San Diego,2003-2005,Race/Ethnicity,Asian-NH,12,858600,1.398,1.434
Homicide,San Diego,2003-2005,Race/Ethnicity,Black-NH,91,462800,19.66,17.69
Homicide,San Diego,2003-2005,Race/Ethnicity,Hisp,180,2581000,6.974,6.398
Homicide,San Diego,2003-2005,Race/Ethnicity,White-NH,111,4669000,2.378,2.238
Homicide,San Diego,2006-2008,Race/Ethnicity,Asian-NH,15,907700,1.653,1.544
Homicide,San Diego,2006-2008,Race/Ethnicity,Black-NH,80,457100,17.5,15.65
Homicide,San Diego,2006-2008,Race/Ethnicity,Hisp,147,2743000,5.359,4.865
Homicide,San Diego,2006-2008,Race/Ethnicity,White-NH,112,4611000,2.429,2.215
Homicide,San Diego,2009-2011,Race/Ethnicity,Asian-NH,24,978900,2.452,2.205
Homicide,San Diego,2009-2011,Race/Ethnicity,Black-NH,51,455800,11.19,10.05
Homicide,San Diego,2009-2011,Race/Ethnicity,Hisp,96,2967000,3.235,3.017
Homicide,San Diego,2009-2011,Race/Ethnicity,White-NH,92,4552000,2.021,1.858
Homicide,San Diego,2012-2014,Race/Ethnicity,Asian-NH,19,1027000,1.851,1.807
Homicide,San Diego,2012-2014,Race/Ethnicity,Black-NH,61,465300,13.11,11.42
Homicide,San Diego,2012-2014,Race/Ethnicity,Hisp,114,3153000,3.616,3.333
Homicide,San Diego,2012-2014,Race/Ethnicity,White-NH,95,4599000,2.066,2
Homicide,San Diego,2015-2017,Race/Ethnicity,Asian-NH,16,1069000,1.497,1.441
Homicide,San Diego,2015-2017,Race/Ethnicity,Black-NH,60,469600,12.78,12.05
Homicide,San Diego,2015-2017,Race/Ethnicity,Hisp,99,3303000,2.997,2.848
Homicide,San Diego,2015-2017,Race/Ethnicity,Multi-NH,15,315700,4.751,4.994
Homicide,San Diego,2015-2017,Race/Ethnicity,White-NH,100,4631000,2.159,2.061
Homicide,San Francisco,2000-2002,Race/Ethnicity,Black-NH,77,173000,44.52,46.45
Homicide,San Francisco,2000-2002,Race/Ethnicity,Hisp,30,333800,8.988,8.739
Homicide,San Francisco,2000-2002,Race/Ethnicity,White-NH,32,1029000,3.11,3.281
Homicide,San Francisco,2003-2005,Race/Ethnicity,Asian-NH,15,754300,1.989,1.751
Homicide,San Francisco,2003-2005,Race/Ethnicity,Black-NH,104,162200,64.1,66.55
Homicide,San Francisco,2003-2005,Race/Ethnicity,Hisp,41,341100,12.02,10.16
Homicide,San Francisco,2003-2005,Race/Ethnicity,White-NH,33,1011000,3.264,3.047
Homicide,San Francisco,2006-2008,Race/Ethnicity,Asian-NH,16,773500,2.068,1.945
Homicide,San Francisco,2006-2008,Race/Ethnicity,Black-NH,102,152200,67.03,68.45
Homicide,San Francisco,2006-2008,Race/Ethnicity,Hisp,57,351700,16.21,13.28
Homicide,San Francisco,2006-2008,Race/Ethnicity,White-NH,34,1015000,3.349,2.92
Homicide,San Francisco,2009-2011,Race/Ethnicity,Asian-NH,21,806700,2.603,2.466
Homicide,San Francisco,2009-2011,Race/Ethnicity,Black-NH,71,142600,49.8,49.68
Homicide,San Francisco,2009-2011,Race/Ethnicity,Hisp,27,368500,7.326,6.264
Homicide,San Francisco,2009-2011,Race/Ethnicity,White-NH,30,1024000,2.931,2.711
Homicide,San Francisco,2012-2014,Race/Ethnicity,Asian-NH,18,842100,2.138,1.832
Homicide,San Francisco,2012-2014,Race/Ethnicity,Black-NH,43,141200,30.45,32.33
Homicide,San Francisco,2012-2014,Race/Ethnicity,Hisp,14,394100,3.553,3.248
Homicide,San Francisco,2012-2014,Race/Ethnicity,White-NH,19,1054000,1.803,1.592
Homicide,San Francisco,2015-2017,Race/Ethnicity,Asian-NH,11,864900,1.272,1.011
Homicide,San Francisco,2015-2017,Race/Ethnicity,Black-NH,58,139700,41.5,44.26
Homicide,San Francisco,2015-2017,Race/Ethnicity,Hisp,37,416900,8.876,8.886
Homicide,San Francisco,2015-2017,Race/Ethnicity,White-NH,26,1072000,2.426,2.531
Homicide,San Joaquin,2000-2002,Race/Ethnicity,Black-NH,28,117800,23.76,24.37
Homicide,San Joaquin,2000-2002,Race/Ethnicity,Hisp,55,568300,9.678,9.678
Homicide,San Joaquin,2000-2002,Race/Ethnicity,White-NH,44,800600,5.496,5.561
Homicide,San Joaquin,2003-2005,Race/Ethnicity,Asian-NH,19,244700,7.766,7.587
Homicide,San Joaquin,2003-2005,Race/Ethnicity,Black-NH,35,130800,26.76,26.23
Homicide,San Joaquin,2003-2005,Race/Ethnicity,Hisp,53,656600,8.072,7.847
Homicide,San Joaquin,2003-2005,Race/Ethnicity,White-NH,21,810500,2.591,2.772
Homicide,San Joaquin,2006-2008,Race/Ethnicity,Asian-NH,15,266600,5.626,5.258
Homicide,San Joaquin,2006-2008,Race/Ethnicity,Black-NH,38,139400,27.25,26.08
Homicide,San Joaquin,2006-2008,Race/Ethnicity,Hisp,68,729600,9.32,8.677
Homicide,San Joaquin,2006-2008,Race/Ethnicity,White-NH,24,794700,3.02,3.307
Homicide,San Joaquin,2009-2011,Race/Ethnicity,Asian-NH,18,286100,6.291,5.887
Homicide,San Joaquin,2009-2011,Race/Ethnicity,Black-NH,43,146400,29.37,27.54
Homicide,San Joaquin,2009-2011,Race/Ethnicity,Hisp,106,799200,13.26,12.54
Homicide,San Joaquin,2009-2011,Race/Ethnicity,White-NH,42,747900,5.616,6.05
Homicide,San Joaquin,2012-2014,Race/Ethnicity,Asian-NH,25,298600,8.371,8.252
Homicide,San Joaquin,2012-2014,Race/Ethnicity,Black-NH,62,150300,41.26,40.07
Homicide,San Joaquin,2012-2014,Race/Ethnicity,Hisp,94,845800,11.11,10.29
Homicide,San Joaquin,2012-2014,Race/Ethnicity,White-NH,35,739000,4.736,5.369
Homicide,San Joaquin,2015-2017,Race/Ethnicity,Asian-NH,16,314900,5.081,4.917
Homicide,San Joaquin,2015-2017,Race/Ethnicity,Black-NH,72,153300,46.97,47.31
Homicide,San Joaquin,2015-2017,Race/Ethnicity,Hisp,82,899000,9.121,8.551
Homicide,San Joaquin,2015-2017,Race/Ethnicity,White-NH,40,743800,5.378,5.687
Homicide,San Mateo,2000-2002,Race/Ethnicity,Hisp,21,483000,4.348,3.958
Homicide,San Mateo,2000-2002,Race/Ethnicity,White-NH,15,1011000,1.484,1.65
Homicide,San Mateo,2003-2005,Race/Ethnicity,Asian-NH,15,489400,3.065,3.202
Homicide,San Mateo,2003-2005,Race/Ethnicity,Black-NH,26,62480,41.61,43.3
Homicide,San Mateo,2003-2005,Race/Ethnicity,Hisp,40,497400,8.041,6.669
Homicide,San Mateo,2006-2008,Race/Ethnicity,Black-NH,18,59720,30.14,30.71
Homicide,San Mateo,2006-2008,Race/Ethnicity,Hisp,26,516500,5.034,3.948
Homicide,San Mateo,2006-2008,Race/Ethnicity,White-NH,11,940300,1.17,1.218
Homicide,San Mateo,2009-2011,Race/Ethnicity,Black-NH,18,57470,31.32,33.28
Homicide,San Mateo,2009-2011,Race/Ethnicity,Hisp,31,549700,5.64,4.912
Homicide,San Mateo,2009-2011,Race/Ethnicity,White-NH,11,922700,1.192,1.166
Homicide,San Mateo,2012-2014,Race/Ethnicity,Black-NH,15,57660,26.02,27.8
Homicide,San Mateo,2012-2014,Race/Ethnicity,Hisp,20,575900,3.473,3.233
Homicide,San Mateo,2015-2017,Race/Ethnicity,Hisp,16,599700,2.668,2.368
Homicide,San Mateo,2015-2017,Race/Ethnicity,White-NH,17,929300,1.829,1.916
Homicide,Santa Barbara,2000-2002,Race/Ethnicity,Hisp,18,429500,4.191,3.173
Homicide,Santa Barbara,2000-2002,Race/Ethnicity,White-NH,12,676500,1.774,1.883
Homicide,Santa Barbara,2003-2005,Race/Ethnicity,White-NH,11,658300,1.671,1.681
Homicide,Santa Barbara,2006-2008,Race/Ethnicity,Hisp,17,502000,3.386,2.967
Homicide,Santa Barbara,2012-2014,Race/Ethnicity,Hisp,21,579400,3.625,3.389
Homicide,Santa Barbara,2012-2014,Race/Ethnicity,White-NH,15,608500,2.465,2.489
Homicide,Santa Barbara,2015-2017,Race/Ethnicity,Hisp,31,612800,5.059,4.456
Homicide,Santa Barbara,2015-2017,Race/Ethnicity,White-NH,11,602200,1.827,1.792
Homicide,Santa Clara,2000-2002,Race/Ethnicity,Asian-NH,31,1365000,2.272,2.249
Homicide,Santa Clara,2000-2002,Race/Ethnicity,Hisp,53,1241000,4.272,4.414
Homicide,Santa Clara,2000-2002,Race/Ethnicity,White-NH,37,2194000,1.686,1.565
Homicide,Santa Clara,2003-2005,Race/Ethnicity,Asian-NH,22,1452000,1.516,1.437
Homicide,Santa Clara,2003-2005,Race/Ethnicity,Hisp,63,1287000,4.895,4.406
Homicide,Santa Clara,2003-2005,Race/Ethnicity,White-NH,49,2070000,2.367,2.417
Homicide,Santa Clara,2006-2008,Race/Ethnicity,Asian-NH,21,1567000,1.34,1.295
Homicide,Santa Clara,2006-2008,Race/Ethnicity,Hisp,82,1354000,6.057,5.273
Homicide,Santa Clara,2006-2008,Race/Ethnicity,White-NH,30,1994000,1.504,1.344
Homicide,Santa Clara,2009-2011,Race/Ethnicity,Asian-NH,23,1710000,1.345,1.311
Homicide,Santa Clara,2009-2011,Race/Ethnicity,Hisp,71,1448000,4.902,4.657
Homicide,Santa Clara,2009-2011,Race/Ethnicity,White-NH,28,1909000,1.467,1.419
Homicide,Santa Clara,2012-2014,Race/Ethnicity,Asian-NH,30,1827000,1.642,1.707
Homicide,Santa Clara,2012-2014,Race/Ethnicity,Black-NH,13,130200,9.983,8.932
Homicide,Santa Clara,2012-2014,Race/Ethnicity,Hisp,81,1524000,5.314,5.167
Homicide,Santa Clara,2012-2014,Race/Ethnicity,White-NH,38,1918000,1.981,1.823
Homicide,Santa Clara,2015-2017,Race/Ethnicity,Asian-NH,32,1922000,1.665,1.615
Homicide,Santa Clara,2015-2017,Race/Ethnicity,Hisp,83,1590000,5.222,4.943
Homicide,Santa Clara,2015-2017,Race/Ethnicity,White-NH,34,1916000,1.774,1.691
Homicide,Santa Cruz,2000-2002,Race/Ethnicity,Hisp,12,211000,5.688,4.626
Homicide,Santa Cruz,2003-2005,Race/Ethnicity,Hisp,15,221700,6.766,5.714
Homicide,Santa Cruz,2006-2008,Race/Ethnicity,Hisp,11,235200,4.677,4.849
Homicide,Santa Cruz,2009-2011,Race/Ethnicity,Hisp,20,253300,7.896,6.524
Homicide,Santa Cruz,2012-2014,Race/Ethnicity,Hisp,23,270400,8.507,7.492
Homicide,Santa Cruz,2015-2017,Race/Ethnicity,Hisp,14,285400,4.905,4.58
Homicide,Shasta,2003-2005,Race/Ethnicity,White-NH,16,441800,3.621,4.009
Homicide,Shasta,2006-2008,Race/Ethnicity,White-NH,28,443100,6.319,6.246
Homicide,Shasta,2012-2014,Race/Ethnicity,White-NH,24,437300,5.489,6.201
Homicide,Shasta,2015-2017,Race/Ethnicity,White-NH,31,434700,7.131,7.089
Homicide,Solano,2000-2002,Race/Ethnicity,Black-NH,32,176800,18.1,17.62
Homicide,Solano,2000-2002,Race/Ethnicity,Hisp,11,228600,4.811,5.324
Homicide,Solano,2000-2002,Race/Ethnicity,White-NH,25,578600,4.321,4.266
Homicide,Solano,2003-2005,Race/Ethnicity,Black-NH,32,180100,17.77,17.92
Homicide,Solano,2003-2005,Race/Ethnicity,Hisp,19,249700,7.61,7.961
Homicide,Solano,2003-2005,Race/Ethnicity,White-NH,24,567000,4.232,4.119
Homicide,Solano,2006-2008,Race/Ethnicity,Black-NH,60,180200,33.3,32.5
Homicide,Solano,2006-2008,Race/Ethnicity,Hisp,14,268900,5.206,4.08
Homicide,Solano,2006-2008,Race/Ethnicity,White-NH,22,545200,4.035,4.289
Homicide,Solano,2009-2011,Race/Ethnicity,Black-NH,42,178900,23.48,22.97
Homicide,Solano,2009-2011,Race/Ethnicity,Hisp,24,295000,8.136,6.971
Homicide,Solano,2009-2011,Race/Ethnicity,White-NH,21,512300,4.099,4.561
Homicide,Solano,2012-2014,Race/Ethnicity,Black-NH,49,178500,27.45,28.36
Homicide,Solano,2012-2014,Race/Ethnicity,Hisp,27,312300,8.644,8.37
Homicide,Solano,2012-2014,Race/Ethnicity,White-NH,30,506800,5.919,6.274
Homicide,Solano,2015-2017,Race/Ethnicity,Black-NH,56,179400,31.21,32.21
Homicide,Solano,2015-2017,Race/Ethnicity,Hisp,22,330300,6.66,6.162
Homicide,Solano,2015-2017,Race/Ethnicity,White-NH,19,513200,3.702,4.143
Homicide,Sonoma,2000-2002,Race/Ethnicity,Hisp,14,261600,5.352,4.803
Homicide,Sonoma,2000-2002,Race/Ethnicity,White-NH,25,1023000,2.444,2.655
Homicide,Sonoma,2003-2005,Race/Ethnicity,Hisp,17,289100,5.879,4.85
Homicide,Sonoma,2003-2005,Race/Ethnicity,White-NH,23,1006000,2.286,2.183
Homicide,Sonoma,2006-2008,Race/Ethnicity,Hisp,19,318800,5.959,4.898
Homicide,Sonoma,2006-2008,Race/Ethnicity,White-NH,17,983300,1.729,1.814
Homicide,Sonoma,2009-2011,Race/Ethnicity,Hisp,15,360000,4.167,3.547
Homicide,Sonoma,2009-2011,Race/Ethnicity,White-NH,17,964400,1.763,1.858
Homicide,Sonoma,2012-2014,Race/Ethnicity,White-NH,12,961900,1.248,1.084
Homicide,Sonoma,2015-2017,Race/Ethnicity,Hisp,12,408900,2.935,2.696
Homicide,Sonoma,2015-2017,Race/Ethnicity,White-NH,23,960800,2.394,2.534
Homicide,Stanislaus,2000-2002,Race/Ethnicity,Hisp,23,470700,4.886,4.74
Homicide,Stanislaus,2000-2002,Race/Ethnicity,White-NH,37,774000,4.781,4.95
Homicide,Stanislaus,2003-2005,Race/Ethnicity,Hisp,45,535300,8.407,7.374
Homicide,Stanislaus,2003-2005,Race/Ethnicity,White-NH,36,781400,4.607,4.787
Homicide,Stanislaus,2006-2008,Race/Ethnicity,Hisp,46,590700,7.787,7.334
Homicide,Stanislaus,2006-2008,Race/Ethnicity,White-NH,37,767800,4.819,4.888
Homicide,Stanislaus,2009-2011,Race/Ethnicity,Hisp,53,645600,8.21,7.554
Homicide,Stanislaus,2009-2011,Race/Ethnicity,White-NH,39,729500,5.346,5.534
Homicide,Stanislaus,2012-2014,Race/Ethnicity,Black-NH,11,40310,27.29,27.3
Homicide,Stanislaus,2012-2014,Race/Ethnicity,Hisp,58,681300,8.513,7.719
Homicide,Stanislaus,2012-2014,Race/Ethnicity,White-NH,33,722500,4.568,4.51
Homicide,Stanislaus,2015-2017,Race/Ethnicity,Hisp,39,718500,5.428,5.546
Homicide,Stanislaus,2015-2017,Race/Ethnicity,White-NH,38,726800,5.229,5.525
Homicide,Tulare,2000-2002,Race/Ethnicity,Hisp,44,593400,7.415,7.435
Homicide,Tulare,2000-2002,Race/Ethnicity,White-NH,17,456700,3.722,4.201
Homicide,Tulare,2003-2005,Race/Ethnicity,Hisp,78,663600,11.75,11.02
Homicide,Tulare,2003-2005,Race/Ethnicity,White-NH,15,455700,3.292,3.183
Homicide,Tulare,2006-2008,Race/Ethnicity,Hisp,95,734600,12.93,12.64
Homicide,Tulare,2006-2008,Race/Ethnicity,White-NH,27,452200,5.97,6.798
Homicide,Tulare,2009-2011,Race/Ethnicity,Hisp,80,804100,9.949,8.807
Homicide,Tulare,2009-2011,Race/Ethnicity,White-NH,12,435800,2.754,3.33
Homicide,Tulare,2012-2014,Race/Ethnicity,Hisp,91,843600,10.79,10.76
Homicide,Tulare,2012-2014,Race/Ethnicity,White-NH,23,432500,5.317,5.618
Homicide,Tulare,2015-2017,Race/Ethnicity,Hisp,84,884900,9.493,8.758
Homicide,Ventura,2000-2002,Race/Ethnicity,Hisp,53,799400,6.63,6.241
Homicide,Ventura,2000-2002,Race/Ethnicity,White-NH,24,1281000,1.874,1.893
Homicide,Ventura,2003-2005,Race/Ethnicity,Hisp,75,865900,8.661,7.968
Homicide,Ventura,2003-2005,Race/Ethnicity,White-NH,39,1276000,3.056,3.104
Homicide,Ventura,2006-2008,Race/Ethnicity,Hisp,61,922000,6.616,5.734
Homicide,Ventura,2006-2008,Race/Ethnicity,White-NH,16,1246000,1.284,1.412
Homicide,Ventura,2009-2011,Race/Ethnicity,Hisp,46,995700,4.62,4.21
Homicide,Ventura,2009-2011,Race/Ethnicity,White-NH,18,1211000,1.486,1.657
Homicide,Ventura,2012-2014,Race/Ethnicity,Hisp,57,1048000,5.441,5.206
Homicide,Ventura,2012-2014,Race/Ethnicity,White-NH,23,1203000,1.911,1.974
Homicide,Ventura,2015-2017,Race/Ethnicity,Hisp,57,1091000,5.226,4.837
Homicide,Ventura,2015-2017,Race/Ethnicity,White-NH,23,1191000,1.931,1.974
Homicide,Riverside,2000-2002,Sex,Female,67,2444000,2.742,2.84
Homicide,San Francisco,2000-2002,Sex,Female,35,1153000,3.035,2.866
Homicide,Kern,2000-2002,Sex,Female,40,991600,4.034,4.162
Homicide,Alameda,2000-2002,Sex,Female,62,2233000,2.777,2.714
Homicide,Tulare,2000-2002,Sex,Female,14,561800,2.492,2.555
Homicide,Sacramento,2000-2002,Sex,Female,46,1936000,2.375,2.382
Homicide,Contra Costa,2000-2002,Sex,Female,29,1488000,1.949,1.982
Homicide,Santa Clara,2000-2002,Sex,Female,32,2508000,1.276,1.269
Homicide,San Diego,2000-2002,Sex,Female,77,4284000,1.797,1.764
Homicide,CALIFORNIA,2000-2002,Sex,Female,1247,51970000,2.399,2.397
Homicide,Fresno,2000-2002,Sex,Female,25,1222000,2.046,2.122
Homicide,Solano,2000-2002,Sex,Female,11,600500,1.832,1.793
Homicide,Stanislaus,2000-2002,Sex,Female,17,703800,2.415,2.551
Homicide,Los Angeles,2000-2002,Sex,Female,465,14640000,3.177,3.168
Homicide,San Joaquin,2000-2002,Sex,Female,31,882000,3.515,3.526
Homicide,Orange,2000-2002,Sex,Female,53,4363000,1.215,1.224
Homicide,San Bernardino,2000-2002,Sex,Female,87,2651000,3.282,3.267
Homicide,Ventura,2000-2002,Sex,Female,20,1157000,1.728,1.771
Homicide,San Diego,2000-2002,Sex,Male,246,4325000,5.688,5.357
Homicide,Santa Clara,2000-2002,Sex,Male,93,2566000,3.624,3.489
Homicide,Riverside,2000-2002,Sex,Male,255,2424000,10.52,10.76
Homicide,Alameda,2000-2002,Sex,Male,320,2150000,14.88,13.83
Homicide,San Joaquin,2000-2002,Sex,Male,112,877900,12.76,12.8
Homicide,San Francisco,2000-2002,Sex,Male,132,1191000,11.08,10.85
Homicide,Los Angeles,2000-2002,Sex,Male,2812,14270000,19.71,18.32
Homicide,Stanislaus,2000-2002,Sex,Male,54,682700,7.91,7.738
Homicide,Ventura,2000-2002,Sex,Male,67,1149000,5.833,5.728
Homicide,Kern,2000-2002,Sex,Male,110,1049000,10.49,10.24
Homicide,Orange,2000-2002,Sex,Male,186,4295000,4.33,4.173
Homicide,Fresno,2000-2002,Sex,Male,149,1224000,12.18,11.75
Homicide,Tulare,2000-2002,Sex,Male,54,562300,9.603,9.137
Homicide,Sacramento,2000-2002,Sex,Male,188,1853000,10.14,9.948
Homicide,Contra Costa,2000-2002,Sex,Male,158,1415000,11.17,11.64
Homicide,San Bernardino,2000-2002,Sex,Male,346,2633000,13.14,13.05
Homicide,CALIFORNIA,2000-2002,Sex,Male,5790,51480000,11.25,10.69
Homicide,Solano,2000-2002,Sex,Male,60,605200,9.913,9.659
Homicide,Santa Clara,2000-2002,Sex,Total,125,5074000,2.464,2.416
Homicide,Stanislaus,2000-2002,Sex,Total,71,1386000,5.121,5.168
Homicide,Mendocino,2000-2002,Sex,Total,15,261200,5.744,5.785
Homicide,Kings,2000-2002,Sex,Total,17,396900,4.284,4.195
Homicide,Humboldt,2000-2002,Sex,Total,26,382800,6.792,6.498
Homicide,Orange,2000-2002,Sex,Total,239,8658000,2.76,2.729
Homicide,Sonoma,2000-2002,Sex,Total,44,1392000,3.161,3.212
Homicide,Butte,2000-2002,Sex,Total,27,617300,4.374,4.835
Homicide,Sutter,2000-2002,Sex,Total,14,241400,5.8,5.765
Homicide,Los Angeles,2000-2002,Sex,Total,3277,28900000,11.34,10.82
Homicide,Marin,2000-2002,Sex,Total,13,742500,1.751,1.976
Homicide,Tulare,2000-2002,Sex,Total,68,1124000,6.049,5.944
Homicide,San Joaquin,2000-2002,Sex,Total,143,1760000,8.126,8.189
Homicide,El Dorado,2000-2002,Sex,Total,13,484900,2.681,2.941
Homicide,Contra Costa,2000-2002,Sex,Total,187,2903000,6.442,6.757
Homicide,Solano,2000-2002,Sex,Total,71,1206000,5.888,5.812
Homicide,Santa Cruz,2000-2002,Sex,Total,25,767600,3.257,3.076
Homicide,Riverside,2000-2002,Sex,Total,322,4868000,6.614,6.79
Homicide,Santa Barbara,2000-2002,Sex,Total,30,1209000,2.48,2.397
Homicide,Kern,2000-2002,Sex,Total,150,2041000,7.351,7.357
Homicide,Sacramento,2000-2002,Sex,Total,234,3790000,6.175,6.109
Homicide,San Francisco,2000-2002,Sex,Total,167,2344000,7.123,6.936
Homicide,Madera,2000-2002,Sex,Total,28,379200,7.384,7.332
Homicide,Fresno,2000-2002,Sex,Total,174,2446000,7.114,7.049
Homicide,Yolo,2000-2002,Sex,Total,15,524200,2.862,2.824
Homicide,Imperial,2000-2002,Sex,Total,20,435100,4.597,4.977
Homicide,Alameda,2000-2002,Sex,Total,382,4383000,8.716,8.241
Homicide,San Luis Obispo,2000-2002,Sex,Total,13,752900,1.727,1.954
Homicide,Placer,2000-2002,Sex,Total,11,793500,1.386,1.345
Homicide,Ventura,2000-2002,Sex,Total,87,2306000,3.773,3.811
Homicide,San Mateo,2000-2002,Sex,Total,57,2121000,2.688,2.673
Homicide,Merced,2000-2002,Sex,Total,33,651200,5.068,4.708
Homicide,San Diego,2000-2002,Sex,Total,323,8609000,3.752,3.608
Homicide,San Bernardino,2000-2002,Sex,Total,433,5284000,8.195,8.11
Homicide,CALIFORNIA,2000-2002,Sex,Total,7037,103500000,6.802,6.616
Homicide,Monterey,2000-2002,Sex,Total,85,1218000,6.98,6.451
Homicide,Shasta,2000-2002,Sex,Total,19,500800,3.794,4.241
Homicide,Sonoma,2003-2005,Sex,Female,13,715600,1.817,1.815
Homicide,San Francisco,2003-2005,Sex,Female,19,1153000,1.649,1.516
Homicide,San Diego,2003-2005,Sex,Female,82,4419000,1.856,1.817
Homicide,Contra Costa,2003-2005,Sex,Female,45,1532000,2.937,3.027
Homicide,Riverside,2003-2005,Sex,Female,64,2795000,2.29,2.337
Homicide,Orange,2003-2005,Sex,Female,63,4465000,1.411,1.419
Homicide,San Mateo,2003-2005,Sex,Female,21,1069000,1.964,1.967
Homicide,Ventura,2003-2005,Sex,Female,19,1196000,1.589,1.619
Homicide,Los Angeles,2003-2005,Sex,Female,384,14910000,2.576,2.557
Homicide,Fresno,2003-2005,Sex,Female,46,1289000,3.568,3.675
Homicide,Stanislaus,2003-2005,Sex,Female,19,745600,2.548,2.568
Homicide,CALIFORNIA,2003-2005,Sex,Female,1171,53840000,2.175,2.17
Homicide,Sacramento,2003-2005,Sex,Female,59,2054000,2.872,2.861
Homicide,Tulare,2003-2005,Sex,Female,12,599300,2.002,2.145
Homicide,Alameda,2003-2005,Sex,Female,49,2238000,2.189,2.151
Homicide,San Bernardino,2003-2005,Sex,Female,78,2859000,2.728,2.743
Homicide,San Joaquin,2003-2005,Sex,Female,19,958900,1.981,1.94
Homicide,Kern,2003-2005,Sex,Female,30,1076000,2.787,2.966
Homicide,Solano,2003-2005,Sex,Female,17,613900,2.769,2.779
Homicide,Santa Clara,2003-2005,Sex,Female,34,2521000,1.348,1.339
Homicide,Ventura,2003-2005,Sex,Male,100,1186000,8.435,8.365
Homicide,Alameda,2003-2005,Sex,Male,340,2155000,15.78,14.88
Homicide,San Joaquin,2003-2005,Sex,Male,113,952400,11.86,11.61
Homicide,Tulare,2003-2005,Sex,Male,89,599400,14.85,14.36
Homicide,CALIFORNIA,2003-2005,Sex,Male,6527,53290000,12.25,11.64
Homicide,San Bernardino,2003-2005,Sex,Male,474,2834000,16.73,16.16
Homicide,San Francisco,2003-2005,Sex,Male,183,1190000,15.38,14.63
Homicide,Sacramento,2003-2005,Sex,Male,240,1968000,12.2,11.74
Homicide,Contra Costa,2003-2005,Sex,Male,213,1460000,14.59,15.06
Homicide,Riverside,2003-2005,Sex,Male,283,2769000,10.22,10.28
Homicide,Santa Clara,2003-2005,Sex,Male,114,2569000,4.437,4.327
Homicide,Kern,2003-2005,Sex,Male,145,1143000,12.68,12.15
Homicide,San Diego,2003-2005,Sex,Male,329,4459000,7.379,6.826
Homicide,Sonoma,2003-2005,Sex,Male,31,692100,4.479,4.451
Homicide,Fresno,2003-2005,Sex,Male,184,1289000,14.28,13.83
Homicide,Solano,2003-2005,Sex,Male,69,616900,11.18,11.05
