"Region","Cause","Sex","Age","RRadj"
"Other","Hypertensive Heart Disease",1,"60",1.52147599129448
"Other","Hypertensive Heart Disease",1,"70",1.24697615853762
"Other","Hypertensive Heart Disease",1,"80",1.09625204466254
"Other","Hypertensive Heart Disease",1,"NA",1
"Other","Hypertensive Heart Disease",2,"0",1
"Other","Hypertensive Heart Disease",2,"15",1
"Other","Hypertensive Heart Disease",2,"30",1
"Other","Hypertensive Heart Disease",2,"45",1.49634096729683
"Other","Hypertensive Heart Disease",2,"5",1
"Other","Hypertensive Heart Disease",2,"60",1.19219566404931
"Other","Hypertensive Heart Disease",2,"70",1.49766385481541
"Other","Hypertensive Heart Disease",2,"80",1.15477124908251
"Other","Hypertensive Heart Disease",2,"NA",1
"Other","Inflammatory Heart Disease",1,"0",1
"Other","Inflammatory Heart Disease",1,"15",1
"Other","Inflammatory Heart Disease",1,"30",1.09467042618101
"Other","Inflammatory Heart Disease",1,"45",1.19913348970123
"Other","Inflammatory Heart Disease",1,"5",1
"Other","Inflammatory Heart Disease",1,"60",1.02834418772021
"Other","Inflammatory Heart Disease",1,"70",1.16531223033804
"Other","Inflammatory Heart Disease",1,"80",1.20348751647073
"Other","Inflammatory Heart Disease",1,"NA",1
"Other","Inflammatory Heart Disease",2,"0",1
"Other","Inflammatory Heart Disease",2,"15",1
"Other","Inflammatory Heart Disease",2,"30",1
"Other","Inflammatory Heart Disease",2,"45",0.881050183446973
"Other","Inflammatory Heart Disease",2,"5",1
"Other","Inflammatory Heart Disease",2,"60",1.34974420347988
"Other","Inflammatory Heart Disease",2,"70",1.15823032620322
"Other","Inflammatory Heart Disease",2,"80",1.07160746000385
"Other","Inflammatory Heart Disease",2,"NA",1
"Other","Ischemic Heart Disease",1,"0",1
"Other","Ischemic Heart Disease",1,"15",1
"Other","Ischemic Heart Disease",1,"30",1.11324515060716
"Other","Ischemic Heart Disease",1,"45",1.28280574587585
"Other","Ischemic Heart Disease",1,"5",1
"Other","Ischemic Heart Disease",1,"60",1.25238215321433
"Other","Ischemic Heart Disease",1,"70",1.12726390700498
"Other","Ischemic Heart Disease",1,"80",1.04855317266411
"Other","Ischemic Heart Disease",1,"NA",1
"Other","Ischemic Heart Disease",2,"0",1
"Other","Ischemic Heart Disease",2,"15",1
"Other","Ischemic Heart Disease",2,"30",0.882469166237665
"Other","Ischemic Heart Disease",2,"45",1.54329927868247
"Other","Ischemic Heart Disease",2,"5",1
"Other","Ischemic Heart Disease",2,"60",1.30610585705159
"Other","Ischemic Heart Disease",2,"70",1.27293200028652
"Other","Ischemic Heart Disease",2,"80",1.11749210083133
"Other","Ischemic Heart Disease",2,"NA",1
"Other","Lung Cancer",1,"0",1
"Other","Lung Cancer",1,"15",1
"Other","Lung Cancer",1,"30",1
"Other","Lung Cancer",1,"45",1.29204455912118
"Other","Lung Cancer",1,"5",1
"Other","Lung Cancer",1,"60",1.29727331973209
"Other","Lung Cancer",1,"70",1.12515727621557
"Other","Lung Cancer",1,"80",1.09374345874798
"Other","Lung Cancer",1,"NA",1
"Other","Lung Cancer",2,"0",1
"Other","Lung Cancer",2,"15",1
"Other","Lung Cancer",2,"30",1
"Other","Lung Cancer",2,"45",1.30927010501059
"Other","Lung Cancer",2,"5",1
"Other","Lung Cancer",2,"60",1.2504789285087
"Other","Lung Cancer",2,"70",1.06597008668021
"Other","Lung Cancer",2,"80",1.04831816439888
"Other","Lung Cancer",2,"NA",1
"Other","Other",1,"0",1.15007300217384
"Other","Other",1,"15",1.11045766250574
"Other","Other",1,"30",1.27530780870341
"Other","Other",1,"45",1.35266925321356
"Other","Other",1,"5",1.14508204617707
"Other","Other",1,"60",1.32139030854363
"Other","Other",1,"70",1.09241917514686
"Other","Other",1,"80",1.06079996614958
"Other","Other",1,"NA",1
"Other","Other",2,"0",1.20177745946443
"Other","Other",2,"15",1.07677290821117
"Other","Other",2,"30",1.21469285235067
"Other","Other",2,"45",1.2812262955303
"Other","Other",2,"5",1.01172443991671
"Other","Other",2,"60",1.26266103925537
"Other","Other",2,"70",1.1714600285203
"Other","Other",2,"80",1.03156568916743
"Other","Other",2,"NA",1
"Other","Respiratory diseases",1,"0",1
"Other","Respiratory diseases",1,"15",1
"Other","Respiratory diseases",1,"30",1.16283671645602
"Other","Respiratory diseases",1,"45",1.4293242935278
"Other","Respiratory diseases",1,"5",1
"Other","Respiratory diseases",1,"60",1.27044885973295
"Other","Respiratory diseases",1,"70",1.04555981902526
"Other","Respiratory diseases",1,"80",1.10075761570778
"Other","Respiratory diseases",1,"NA",1
"Other","Respiratory diseases",2,"0",1
"Other","Respiratory diseases",2,"15",1
"Other","Respiratory diseases",2,"30",1.20758938537786
"Other","Respiratory diseases",2,"45",1.49439665730813
"Other","Respiratory diseases",2,"5",1
"Other","Respiratory diseases",2,"60",1.33688949678008
"Other","Respiratory diseases",2,"70",1.20750776189987
"Other","Respiratory diseases",2,"80",1.07021454775905
"Other","Respiratory diseases",2,"NA",1
"Other","Road Traffic Injuries",1,"0",1
"Other","Road Traffic Injuries",1,"15",0.98269046982557
"Other","Road Traffic Injuries",1,"30",1.29850100004255
"Other","Road Traffic Injuries",1,"45",1.18824721444358
"Other","Road Traffic Injuries",1,"5",1
"Other","Road Traffic Injuries",1,"60",1.22598750859829
"Other","Road Traffic Injuries",1,"70",1.29897361997471
"Other","Road Traffic Injuries",1,"80",1.2723629055412
"Other","Road Traffic Injuries",1,"NA",1
"Other","Road Traffic Injuries",2,"0",1
"Other","Road Traffic Injuries",2,"15",0.873344061828418
"Other","Road Traffic Injuries",2,"30",1.31807096744434
"Other","Road Traffic Injuries",2,"45",0.925102692619321
"Other","Road Traffic Injuries",2,"5",1
"Other","Road Traffic Injuries",2,"60",1.34974420347988
"Other","Road Traffic Injuries",2,"70",2.03774212471048
"Other","Road Traffic Injuries",2,"80",1
"Other","Road Traffic Injuries",2,"NA",1
"Other","Stroke",1,"0",1
"Other","Stroke",1,"15",1
"Other","Stroke",1,"30",1.43644535562214
"Other","Stroke",1,"45",1.30613227238262
"Other","Stroke",1,"5",1
"Other","Stroke",1,"60",1.35398047682217
"Other","Stroke",1,"70",0.999662281242971
"Other","Stroke",1,"80",1.13745690556669
"Other","Stroke",1,"NA",1
"Other","Stroke",2,"0",1
"Other","Stroke",2,"15",1
"Other","Stroke",2,"30",1
"Other","Stroke",2,"45",1.28558871838178
"Other","Stroke",2,"5",1
"Other","Stroke",2,"60",1.2925005877073
"Other","Stroke",2,"70",1.14555608862692
"Other","Stroke",2,"80",1.07363985919112
"Other","Stroke",2,"NA",1
"Sacramento Area","Acute resp infections",1,"0",1
"Sacramento Area","Acute resp infections",2,"0",1
"Sacramento Area","All Causes",1,"0",1.41601042853207
"Sacramento Area","All Causes",1,"15",1.07314433348284
"Sacramento Area","All Causes",1,"30",1.39830383785493
"Sacramento Area","All Causes",1,"45",1.71246528951724
"Sacramento Area","All Causes",1,"5",1.11719989966743
"Sacramento Area","All Causes",1,"60",1.57124673493369
"Sacramento Area","All Causes",1,"70",1.30841464255122
"Sacramento Area","All Causes",1,"80",1.05394418047206
"Sacramento Area","All Causes",1,"NA",1
"Sacramento Area","All Causes",2,"0",1.16995320124166
"Sacramento Area","All Causes",2,"15",1.09346261890034
"Sacramento Area","All Causes",2,"30",1.61697386294236
"Sacramento Area","All Causes",2,"45",1.63823611423218
"Sacramento Area","All Causes",2,"5",1.47249720714188
"Sacramento Area","All Causes",2,"60",1.59000986846879
"Sacramento Area","All Causes",2,"70",1.23817698928673
"Sacramento Area","All Causes",2,"80",0.999695802375883
"Sacramento Area","All Causes",2,"NA",1
"Sacramento Area","Breast Cancer",1,"0",1
"Sacramento Area","Breast Cancer",1,"15",1
"Sacramento Area","Breast Cancer",1,"30",1
"Sacramento Area","Breast Cancer",1,"45",1
"Sacramento Area","Breast Cancer",1,"5",1
"Sacramento Area","Breast Cancer",1,"60",1
"Sacramento Area","Breast Cancer",1,"70",1
"Sacramento Area","Breast Cancer",1,"80",1
"Sacramento Area","Breast Cancer",1,"NA",1
"Sacramento Area","Breast Cancer",2,"0",1
"Sacramento Area","Breast Cancer",2,"15",1
"Sacramento Area","Breast Cancer",2,"30",1.29062953905304
"Sacramento Area","Breast Cancer",2,"45",1.03327048481033
"Sacramento Area","Breast Cancer",2,"5",1
"Sacramento Area","Breast Cancer",2,"60",1.12376788553259
"Sacramento Area","Breast Cancer",2,"70",1.06769776630993
"Sacramento Area","Breast Cancer",2,"80",0.951858847559132
"Sacramento Area","Breast Cancer",2,"NA",1
"Sacramento Area","Colon Cancer",1,"0",1
"Sacramento Area","Colon Cancer",1,"15",1
"Sacramento Area","Colon Cancer",1,"30",1
"Sacramento Area","Colon Cancer",1,"45",1.5194535816799
"Sacramento Area","Colon Cancer",1,"5",1
"Sacramento Area","Colon Cancer",1,"60",1.45728138271788
"Sacramento Area","Colon Cancer",1,"70",1.30612486752806
"Sacramento Area","Colon Cancer",1,"80",1.23436199984873
"Sacramento Area","Colon Cancer",1,"NA",1
"Sacramento Area","Colon Cancer",2,"0",1
"Sacramento Area","Colon Cancer",2,"15",1
"Sacramento Area","Colon Cancer",2,"30",1
"Sacramento Area","Colon Cancer",2,"45",1.13974600291267
"Sacramento Area","Colon Cancer",2,"5",1
"Sacramento Area","Colon Cancer",2,"60",1.68661975929418
"Sacramento Area","Colon Cancer",2,"70",1.07151097261818
"Sacramento Area","Colon Cancer",2,"80",1.04747810794069
"Sacramento Area","Colon Cancer",2,"NA",1
"Sacramento Area","Dementia",1,"0",1
"Sacramento Area","Dementia",1,"15",1
"Sacramento Area","Dementia",1,"30",1
"Sacramento Area","Dementia",1,"45",1
"Sacramento Area","Dementia",1,"5",1
"Sacramento Area","Dementia",1,"60",0.881308264786526
"Sacramento Area","Dementia",1,"70",0.937911703210377
"Sacramento Area","Dementia",1,"80",0.997976827321151
"Sacramento Area","Dementia",1,"NA",1
"Sacramento Area","Dementia",2,"0",1
"Sacramento Area","Dementia",2,"15",1
"Sacramento Area","Dementia",2,"30",1
"Sacramento Area","Dementia",2,"45",1
"Sacramento Area","Dementia",2,"5",1
"Sacramento Area","Dementia",2,"60",1.22891575786313
"Sacramento Area","Dementia",2,"70",0.962060924575557
"Sacramento Area","Dementia",2,"80",0.864163251207803
"Sacramento Area","Dementia",2,"NA",1
"Sacramento Area","Depression",1,"0",1
"Sacramento Area","Depression",1,"15",1
"Sacramento Area","Depression",1,"30",1
"Sacramento Area","Depression",1,"45",1
"Sacramento Area","Depression",1,"5",1
"Sacramento Area","Depression",1,"60",1
"Sacramento Area","Depression",1,"70",1
"Sacramento Area","Depression",1,"80",1
"Sacramento Area","Depression",1,"NA",1
"Sacramento Area","Depression",2,"0",1
"Sacramento Area","Depression",2,"15",1
"Sacramento Area","Depression",2,"30",1
"Sacramento Area","Depression",2,"45",1
"Sacramento Area","Depression",2,"5",1
"Sacramento Area","Depression",2,"60",1
"Sacramento Area","Depression",2,"70",1
"Sacramento Area","Depression",2,"80",1
"Sacramento Area","Depression",2,"NA",1
"Sacramento Area","Diabetes",1,"0",1
"Sacramento Area","Diabetes",1,"15",1
"Sacramento Area","Diabetes",1,"30",1.70031586408901
"Sacramento Area","Diabetes",1,"45",2.11260925795066
"Sacramento Area","Diabetes",1,"5",1
"Sacramento Area","Diabetes",1,"60",1.88012429821125
"Sacramento Area","Diabetes",1,"70",1.43399723218115
"Sacramento Area","Diabetes",1,"80",1.35460921128701
"Sacramento Area","Diabetes",1,"NA",1
"Sacramento Area","Diabetes",2,"0",1
"Sacramento Area","Diabetes",2,"15",1
"Sacramento Area","Diabetes",2,"30",1
"Sacramento Area","Diabetes",2,"45",2.34968164236834
"Sacramento Area","Diabetes",2,"5",1
"Sacramento Area","Diabetes",2,"60",2.02833166499833
"Sacramento Area","Diabetes",2,"70",1.30486838804662
"Sacramento Area","Diabetes",2,"80",1.24280037884149
"Sacramento Area","Diabetes",2,"NA",1
"Sacramento Area","Hypertensive Heart Disease",1,"0",1
"Sacramento Area","Hypertensive Heart Disease",1,"15",1
"Sacramento Area","Hypertensive Heart Disease",1,"30",1.42705081450328
"Sacramento Area","Hypertensive Heart Disease",1,"45",1.95347166100897
"Sacramento Area","Hypertensive Heart Disease",1,"5",1
"Sacramento Area","Hypertensive Heart Disease",1,"60",1.90518110181793
"Sacramento Area","Hypertensive Heart Disease",1,"70",1.35600790902744
"Sacramento Area","Hypertensive Heart Disease",1,"80",1.31709175962522
"Sacramento Area","Hypertensive Heart Disease",1,"NA",1
"Sacramento Area","Hypertensive Heart Disease",2,"0",1
"Sacramento Area","Hypertensive Heart Disease",2,"15",1
"Sacramento Area","Hypertensive Heart Disease",2,"30",1
"Sacramento Area","Hypertensive Heart Disease",2,"45",1.97610920270843
"Sacramento Area","Hypertensive Heart Disease",2,"5",1
"Sacramento Area","Hypertensive Heart Disease",2,"60",2.38324027620435
"Sacramento Area","Hypertensive Heart Disease",2,"70",1.6726638422326
"Sacramento Area","Hypertensive Heart Disease",2,"80",1.15259313279539
"Sacramento Area","Hypertensive Heart Disease",2,"NA",1
"Sacramento Area","Inflammatory Heart Disease",1,"0",1
"Sacramento Area","Inflammatory Heart Disease",1,"15",1
"Sacramento Area","Inflammatory Heart Disease",1,"30",1
"Sacramento Area","Inflammatory Heart Disease",1,"45",2.00025430935143
"Sacramento Area","Inflammatory Heart Disease",1,"5",1
"Sacramento Area","Inflammatory Heart Disease",1,"60",1.74687888198758
"Sacramento Area","Inflammatory Heart Disease",1,"70",1.23717408266609
"Sacramento Area","Inflammatory Heart Disease",1,"80",0.734340782960852
"Sacramento Area","Inflammatory Heart Disease",1,"NA",1
"Sacramento Area","Inflammatory Heart Disease",2,"0",1
"Sacramento Area","Inflammatory Heart Disease",2,"15",1
"Sacramento Area","Inflammatory Heart Disease",2,"30",1
"Sacramento Area","Inflammatory Heart Disease",2,"45",2.23710475778313
"Sacramento Area","Inflammatory Heart Disease",2,"5",1
"Sacramento Area","Inflammatory Heart Disease",2,"60",1.70214318091677
"Sacramento Area","Inflammatory Heart Disease",2,"70",1.11615726314394
"Sacramento Area","Inflammatory Heart Disease",2,"80",1.20431205542082
"Sacramento Area","Inflammatory Heart Disease",2,"NA",1
"Sacramento Area","Ischemic Heart Disease",1,"0",1
"Sacramento Area","Ischemic Heart Disease",1,"15",1
"Sacramento Area","Ischemic Heart Disease",1,"30",1.21580973998799
"Sacramento Area","Ischemic Heart Disease",1,"45",1.59766075132519
"Sacramento Area","Ischemic Heart Disease",1,"5",1
"Sacramento Area","Ischemic Heart Disease",1,"60",1.61881024085788
"Sacramento Area","Ischemic Heart Disease",1,"70",1.42726485080941
"Sacramento Area","Ischemic Heart Disease",1,"80",1.06541328994638
"Sacramento Area","Ischemic Heart Disease",1,"NA",1
"Sacramento Area","Ischemic Heart Disease",2,"0",1
"Sacramento Area","Ischemic Heart Disease",2,"15",1
"Sacramento Area","Ischemic Heart Disease",2,"30",1.82263010797818
"Sacramento Area","Ischemic Heart Disease",2,"45",1.84130930063688
"Sacramento Area","Ischemic Heart Disease",2,"5",1
"Sacramento Area","Ischemic Heart Disease",2,"60",1.94883310034172
"Sacramento Area","Ischemic Heart Disease",2,"70",1.39638398027369
"Sacramento Area","Ischemic Heart Disease",2,"80",1.08511202391309
"Sacramento Area","Ischemic Heart Disease",2,"NA",1
"Sacramento Area","Lung Cancer",1,"0",1
"Sacramento Area","Lung Cancer",1,"15",1
"Sacramento Area","Lung Cancer",1,"30",1
"Sacramento Area","Lung Cancer",1,"45",1.81378992458138
"Sacramento Area","Lung Cancer",1,"5",1
"Sacramento Area","Lung Cancer",1,"60",1.72024593991985
"Sacramento Area","Lung Cancer",1,"70",1.20363623102756
"Sacramento Area","Lung Cancer",1,"80",1.18924538124808
"Sacramento Area","Lung Cancer",1,"NA",1
"Sacramento Area","Lung Cancer",2,"0",1
"Sacramento Area","Lung Cancer",2,"15",1
"Sacramento Area","Lung Cancer",2,"30",1
"Sacramento Area","Lung Cancer",2,"45",1.39291428314798
"Sacramento Area","Lung Cancer",2,"5",1
"Sacramento Area","Lung Cancer",2,"60",1.37992246172874
"Sacramento Area","Lung Cancer",2,"70",1.22453348288984
"Sacramento Area","Lung Cancer",2,"80",1.02250671789351
"Sacramento Area","Lung Cancer",2,"NA",1
"Sacramento Area","Other",1,"0",1.41893606991333
"Sacramento Area","Other",1,"15",1.10928600692569
"Sacramento Area","Other",1,"30",1.397779140935
"Sacramento Area","Other",1,"45",1.67695208533836
"Sacramento Area","Other",1,"5",1.0318258177824
"Sacramento Area","Other",1,"60",1.48812817197667
"Sacramento Area","Other",1,"70",1.29302876885272
"Sacramento Area","Other",1,"80",1.0051242585981
"Sacramento Area","Other",1,"NA",1
"Sacramento Area","Other",2,"0",1.16142413064438
"Sacramento Area","Other",2,"15",1.11423631333003
"Sacramento Area","Other",2,"30",1.63753261345122
"Sacramento Area","Other",2,"45",1.65151486563958
"Sacramento Area","Other",2,"5",1.75666333483592
"Sacramento Area","Other",2,"60",1.51593602988654
"Sacramento Area","Other",2,"70",1.20647227832963
"Sacramento Area","Other",2,"80",0.99438205581316
"Sacramento Area","Other",2,"NA",1
"Sacramento Area","Respiratory diseases",1,"0",1
"Sacramento Area","Respiratory diseases",1,"15",1
"Sacramento Area","Respiratory diseases",1,"30",1.44207240202437
"Sacramento Area","Respiratory diseases",1,"45",1.76091196472122
"Sacramento Area","Respiratory diseases",1,"5",1
"Sacramento Area","Respiratory diseases",1,"60",1.49004696314423
"Sacramento Area","Respiratory diseases",1,"70",1.29479407473887
"Sacramento Area","Respiratory diseases",1,"80",1.0487549776891
"Sacramento Area","Respiratory diseases",1,"NA",1
"Sacramento Area","Respiratory diseases",2,"0",1
"Sacramento Area","Respiratory diseases",2,"15",1
"Sacramento Area","Respiratory diseases",2,"30",1.75081916563757
"Sacramento Area","Respiratory diseases",2,"45",1.79573003530159
"Sacramento Area","Respiratory diseases",2,"5",1
"Sacramento Area","Respiratory diseases",2,"60",1.8858455563001
"Sacramento Area","Respiratory diseases",2,"70",1.31111665844771
"Sacramento Area","Respiratory diseases",2,"80",0.972463399689729
"Sacramento Area","Respiratory diseases",2,"NA",1
"Sacramento Area","Road Traffic Injuries",1,"0",1
"Sacramento Area","Road Traffic Injuries",1,"15",0.885657824039924
"Sacramento Area","Road Traffic Injuries",1,"30",1.40201483530147
"Sacramento Area","Road Traffic Injuries",1,"45",1.47731085814047
"Sacramento Area","Road Traffic Injuries",1,"5",1
"Sacramento Area","Road Traffic Injuries",1,"60",1.62300333911182
"Sacramento Area","Road Traffic Injuries",1,"70",1.89287634647912
"Sacramento Area","Road Traffic Injuries",1,"80",1.39874434849686
"Sacramento Area","Road Traffic Injuries",1,"NA",1
"Sacramento Area","Road Traffic Injuries",2,"0",1
"Sacramento Area","Road Traffic Injuries",2,"15",0.991326000651403
"Sacramento Area","Road Traffic Injuries",2,"30",1.86361232342384
"Sacramento Area","Road Traffic Injuries",2,"45",1.52501225741836
"Sacramento Area","Road Traffic Injuries",2,"5",1
"Sacramento Area","Road Traffic Injuries",2,"60",1
"Sacramento Area","Road Traffic Injuries",2,"70",1
"Sacramento Area","Road Traffic Injuries",2,"80",1
"Sacramento Area","Road Traffic Injuries",2,"NA",1
"Sacramento Area","Stroke",1,"0",1
"Sacramento Area","Stroke",1,"15",1
"Sacramento Area","Stroke",1,"30",1.84014447133318
"Sacramento Area","Stroke",1,"45",2.14224095096532
"Sacramento Area","Stroke",1,"5",1
"Sacramento Area","Stroke",1,"60",1.83383335905075
"Sacramento Area","Stroke",1,"70",1.39951471167265
"Sacramento Area","Stroke",1,"80",1.11045352857766
"Sacramento Area","Stroke",1,"NA",1
"Sacramento Area","Stroke",2,"0",1
"Sacramento Area","Stroke",2,"15",1
"Sacramento Area","Stroke",2,"30",1
"Sacramento Area","Stroke",2,"45",2.00146305662997
"Sacramento Area","Stroke",2,"5",1
"Sacramento Area","Stroke",2,"60",1.68848962598963
"Sacramento Area","Stroke",2,"70",1.36335987847112
"Sacramento Area","Stroke",2,"80",1.0441653438206
"Sacramento Area","Stroke",2,"NA",1
"San Diego County","Acute resp infections",1,"0",1
"San Diego County","Acute resp infections",2,"0",1
"San Diego County","All Causes",1,"0",1.14619318968414
"San Diego County","All Causes",1,"15",0.822167187850846
"San Diego County","All Causes",1,"30",1.22002222586843
"San Diego County","All Causes",1,"45",1.5952345702038
"San Diego County","All Causes",1,"5",1.05655596612426
"San Diego County","All Causes",1,"60",1.49923413351124
"San Diego County","All Causes",1,"70",1.407584741235
"San Diego County","All Causes",1,"80",1.03818381619393
"San Diego County","All Causes",1,"NA",1
"San Diego County","All Causes",2,"0",0.950295091447167
"San Diego County","All Causes",2,"15",1.03213807591864
"San Diego County","All Causes",2,"30",1.22452225043473
"San Diego County","All Causes",2,"45",1.48475058202632
"San Diego County","All Causes",2,"5",0.947314964512734
"San Diego County","All Causes",2,"60",1.50873875301037
"San Diego County","All Causes",2,"70",1.22660850467742
"San Diego County","All Causes",2,"80",1.00725442934959
"San Diego County","All Causes",2,"NA",1
"San Diego County","Breast Cancer",1,"0",1
"San Diego County","Breast Cancer",1,"15",1
"San Diego County","Breast Cancer",1,"30",1
"San Diego County","Breast Cancer",1,"45",1
"San Diego County","Breast Cancer",1,"5",1
"San Diego County","Breast Cancer",1,"60",1
"San Diego County","Breast Cancer",1,"70",1
"San Diego County","Breast Cancer",1,"80",1
"San Diego County","Breast Cancer",1,"NA",1
"San Diego County","Breast Cancer",2,"0",1
"San Diego County","Breast Cancer",2,"15",1
"San Diego County","Breast Cancer",2,"30",0.688513605001317
"San Diego County","Breast Cancer",2,"45",1.0465742725711
"San Diego County","Breast Cancer",2,"5",1
"San Diego County","Breast Cancer",2,"60",1.17417202044375
"San Diego County","Breast Cancer",2,"70",0.95388719233107
"San Diego County","Breast Cancer",2,"80",0.822448859973038
"San Diego County","Breast Cancer",2,"NA",1
"San Diego County","Colon Cancer",1,"0",1
"San Diego County","Colon Cancer",1,"15",1
"San Diego County","Colon Cancer",1,"30",1
"San Diego County","Colon Cancer",1,"45",1.60408641511565
"San Diego County","Colon Cancer",1,"5",1
"San Diego County","Colon Cancer",1,"60",1.41101136008714
"San Diego County","Colon Cancer",1,"70",1.57079407704504
"San Diego County","Colon Cancer",1,"80",0.903364641236982
"San Diego County","Colon Cancer",1,"NA",1
"San Diego County","Colon Cancer",2,"0",1
"San Diego County","Colon Cancer",2,"15",1
"San Diego County","Colon Cancer",2,"30",1
"San Diego County","Colon Cancer",2,"45",1.00986607047346
"San Diego County","Colon Cancer",2,"5",1
"San Diego County","Colon Cancer",2,"60",1.04037102276528
"San Diego County","Colon Cancer",2,"70",1.43277749705238
"San Diego County","Colon Cancer",2,"80",1.19727873742973
"San Diego County","Colon Cancer",2,"NA",1
"San Diego County","Dementia",1,"0",1
"San Diego County","Dementia",1,"15",1
"San Diego County","Dementia",1,"30",1
"San Diego County","Dementia",1,"45",1
"San Diego County","Dementia",1,"5",1
"San Diego County","Dementia",1,"60",1.3631200909229
"San Diego County","Dementia",1,"70",1.18086253922031
"San Diego County","Dementia",1,"80",0.990364290671039
"San Diego County","Dementia",1,"NA",1
"San Diego County","Dementia",2,"0",1
"San Diego County","Dementia",2,"15",1
"San Diego County","Dementia",2,"30",1
"San Diego County","Dementia",2,"45",1
"San Diego County","Dementia",2,"5",1
"San Diego County","Dementia",2,"60",1.20716066292289
"San Diego County","Dementia",2,"70",0.946399851731925
"San Diego County","Dementia",2,"80",0.902019227421902
"San Diego County","Dementia",2,"NA",1
"San Diego County","Depression",1,"0",1
"San Diego County","Depression",1,"15",1
"San Diego County","Depression",1,"30",1
"San Diego County","Depression",1,"45",1
"San Diego County","Depression",1,"5",1
"San Diego County","Depression",1,"60",1
"San Diego County","Depression",1,"70",1
"San Diego County","Depression",1,"80",1
"San Diego County","Depression",1,"NA",1
"San Diego County","Depression",2,"0",1
"San Diego County","Depression",2,"15",1
"San Diego County","Depression",2,"30",1
"San Diego County","Depression",2,"45",1
"San Diego County","Depression",2,"5",1
"San Diego County","Depression",2,"60",1
"San Diego County","Depression",2,"70",1
"San Diego County","Depression",2,"80",1
"San Diego County","Depression",2,"NA",1
"San Diego County","Diabetes",1,"0",1
"San Diego County","Diabetes",1,"15",1
"San Diego County","Diabetes",1,"30",2.0885577319364
"San Diego County","Diabetes",1,"45",1.61756613288973
"San Diego County","Diabetes",1,"5",1
"San Diego County","Diabetes",1,"60",1.72102926823532
"San Diego County","Diabetes",1,"70",2.1082297041464
"San Diego County","Diabetes",1,"80",1.33796653796654
"San Diego County","Diabetes",1,"NA",1
"San Diego County","Diabetes",2,"0",1
"San Diego County","Diabetes",2,"15",1
"San Diego County","Diabetes",2,"30",1
"San Diego County","Diabetes",2,"45",1.45702069869305
"San Diego County","Diabetes",2,"5",1
"San Diego County","Diabetes",2,"60",2.67228043679312
"San Diego County","Diabetes",2,"70",1.42451941349589
"San Diego County","Diabetes",2,"80",1.38496326543608
"San Diego County","Diabetes",2,"NA",1
"San Diego County","Hypertensive Heart Disease",1,"0",1
"San Diego County","Hypertensive Heart Disease",1,"15",1
"San Diego County","Hypertensive Heart Disease",1,"30",1.46099427989192
"San Diego County","Hypertensive Heart Disease",1,"45",1.67334427540317
"San Diego County","Hypertensive Heart Disease",1,"5",1
"San Diego County","Hypertensive Heart Disease",1,"60",1.66381984706739
"San Diego County","Hypertensive Heart Disease",1,"70",1.67315015268795
"San Diego County","Hypertensive Heart Disease",1,"80",1.04861329071006
"San Diego County","Hypertensive Heart Disease",1,"NA",1
"San Diego County","Hypertensive Heart Disease",2,"0",1
"San Diego County","Hypertensive Heart Disease",2,"15",1
"San Diego County","Hypertensive Heart Disease",2,"30",1
"San Diego County","Hypertensive Heart Disease",2,"45",1.51809932162677
"San Diego County","Hypertensive Heart Disease",2,"5",1
"San Diego County","Hypertensive Heart Disease",2,"60",1.81361975590164
"San Diego County","Hypertensive Heart Disease",2,"70",1.21180186317863
"San Diego County","Hypertensive Heart Disease",2,"80",1.06985217557468
"San Diego County","Hypertensive Heart Disease",2,"NA",1
"San Diego County","Inflammatory Heart Disease",1,"0",1
"San Diego County","Inflammatory Heart Disease",1,"15",1
"San Diego County","Inflammatory Heart Disease",1,"30",2.13974787242504
"San Diego County","Inflammatory Heart Disease",1,"45",1.62459902911968
"San Diego County","Inflammatory Heart Disease",1,"5",1
"San Diego County","Inflammatory Heart Disease",1,"60",1.50548677508891
"San Diego County","Inflammatory Heart Disease",1,"70",1.72055936598725
"San Diego County","Inflammatory Heart Disease",1,"80",0.854043008525767
"San Diego County","Inflammatory Heart Disease",1,"NA",1
"San Diego County","Inflammatory Heart Disease",2,"0",1
"San Diego County","Inflammatory Heart Disease",2,"15",1
"San Diego County","Inflammatory Heart Disease",2,"30",1
"San Diego County","Inflammatory Heart Disease",2,"45",2.2988821116469
"San Diego County","Inflammatory Heart Disease",2,"5",1
"San Diego County","Inflammatory Heart Disease",2,"60",1
"San Diego County","Inflammatory Heart Disease",2,"70",1.41259753230517
"San Diego County","Inflammatory Heart Disease",2,"80",0.837679394416983
"San Diego County","Inflammatory Heart Disease",2,"NA",1
"San Diego County","Ischemic Heart Disease",1,"0",1
"San Diego County","Ischemic Heart Disease",1,"15",1
"San Diego County","Ischemic Heart Disease",1,"30",1.3091878429969
"San Diego County","Ischemic Heart Disease",1,"45",1.68419840043281
"San Diego County","Ischemic Heart Disease",1,"5",1
"San Diego County","Ischemic Heart Disease",1,"60",1.75521448001075
"San Diego County","Ischemic Heart Disease",1,"70",1.70397517510027
"San Diego County","Ischemic Heart Disease",1,"80",1.15264009182928
"San Diego County","Ischemic Heart Disease",1,"NA",1
"San Diego County","Ischemic Heart Disease",2,"0",1
