Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Homicide,Fresno,2007,Sex,Total,71,899826,7.89041,7.68485,0.930372
Homicide,Ventura,2007,Sex,Total,22,805911,2.72983,2.75598,0.588652
Homicide,Santa Clara,2007,Sex,Total,53,1736330,3.05242,2.94182,0.404778
Homicide,Merced,2007,Sex,Total,15,249538,6.01111,6.03031,1.58135
Homicide,Sacramento,2007,Sex,Total,106,1388090,7.63641,7.49281,0.730041
Homicide,Stanislaus,2007,Sex,Total,24,508372,4.72095,4.70494,0.966224
Homicide,Orange,2007,Sex,Total,93,2965820,3.13572,3.10423,0.322457
Homicide,Kern,2007,Sex,Total,59,805798,7.32193,7.1835,0.948004
Homicide,Alameda,2007,Sex,Total,154,1476400,10.4308,10.0667,0.813417
Homicide,CALIFORNIA,2007,Sex,Total,2407,36552500,6.58504,6.39983,0.130825
Homicide,San Diego,2007,Sex,Total,123,3014170,4.08073,3.94821,0.358094
Homicide,San Mateo,2007,Sex,Total,18,704272,2.55583,2.7341,0.647661
Homicide,Sonoma,2007,Sex,Total,13,472987,2.74849,2.74374,0.768955
Homicide,Riverside,2007,Sex,Total,123,2082660,5.90592,6.04099,0.546773
Homicide,San Bernardino,2007,Sex,Total,180,2002650,8.98809,8.61653,0.649471
Homicide,San Francisco,2007,Sex,Total,73,791334,9.22493,8.35119,0.996507
Homicide,Solano,2007,Sex,Total,45,412636,10.9055,11.2148,1.67679
Homicide,Tulare,2007,Sex,Total,39,423608,9.20662,9.1553,1.4873
Homicide,San Joaquin,2007,Sex,Total,51,669737,7.61493,7.50531,1.05693
Homicide,Monterey,2007,Sex,Total,30,407896,7.35482,7.03648,1.29147
Homicide,Los Angeles,2007,Sex,Total,868,9773890,8.8808,8.41506,0.286309
Homicide,San Diego,2008,Sex,Female,16,1518650,1.05356,1.03982,0.261039
Homicide,Kern,2008,Sex,Female,17,397224,4.2797,4.40847,1.09107
Homicide,CALIFORNIA,2008,Sex,Female,392,18525600,2.116,2.11363,0.107093
Homicide,Contra Costa,2008,Sex,Female,11,528831,2.08006,2.04189,0.622938
Homicide,San Bernardino,2008,Sex,Female,20,1012900,1.97452,2.01566,0.453223
Homicide,Los Angeles,2008,Sex,Female,126,4965660,2.53743,2.53629,0.226628
Homicide,Orange,2008,Sex,Female,17,1505160,1.12945,1.12391,0.273235
Homicide,Riverside,2008,Sex,Female,20,1067130,1.87419,1.9008,0.426888
Homicide,Fresno,2008,Sex,Female,19,456755,4.15978,4.07895,0.946103
Homicide,Sacramento,2008,Sex,Female,23,714913,3.21718,3.20101,0.670738
Homicide,Alameda,2008,Sex,Female,23,760122,3.02583,2.95236,0.617422
Homicide,Orange,2008,Sex,Male,60,1477630,4.06056,3.88959,0.503652
Homicide,Sacramento,2008,Sex,Male,74,686026,10.7868,10.5071,1.22853
Homicide,Alameda,2008,Sex,Male,141,731659,19.2713,18.1121,1.53068
Homicide,Fresno,2008,Sex,Male,58,456484,12.7058,12.3132,1.64146
Homicide,Kern,2008,Sex,Male,46,422667,10.8833,10.751,1.6481
Homicide,Los Angeles,2008,Sex,Male,710,4831150,14.6963,13.6928,0.516475
Homicide,San Diego,2008,Sex,Male,87,1532610,5.6766,5.1112,0.553976
Homicide,San Bernardino,2008,Sex,Male,116,1003620,11.5581,11.1644,1.05794
Homicide,CALIFORNIA,2008,Sex,Male,1924,18330700,10.4961,9.99626,0.229151
Homicide,Contra Costa,2008,Sex,Male,78,504461,15.4621,16.3128,1.85395
Homicide,Riverside,2008,Sex,Male,101,1055790,9.56629,9.53105,0.961004
Homicide,CALIFORNIA,2008,Sex,Total,2316,36856200,6.28388,6.12284,0.127665
Homicide,Contra Costa,2008,Sex,Total,89,1033290,8.61325,9.1453,0.974081
Homicide,Madera,2008,Sex,Total,11,149114,7.37691,7.06444,2.13596
Homicide,Merced,2008,Sex,Total,23,251932,9.12945,8.8755,1.88197
Homicide,Sonoma,2008,Sex,Total,16,476650,3.35676,3.40512,0.862814
Homicide,Kern,2008,Sex,Total,63,819891,7.68395,7.80669,1.00808
Homicide,Orange,2008,Sex,Total,77,2982790,2.58148,2.532,0.289078
Homicide,Solano,2008,Sex,Total,36,413167,8.71318,8.56602,1.43366
Homicide,Ventura,2008,Sex,Total,32,812028,3.94075,3.99097,0.707851
Homicide,Santa Clara,2008,Sex,Total,52,1759530,2.95533,2.96405,0.412932
Homicide,Santa Barbara,2008,Sex,Total,12,419970,2.85735,2.93383,0.855477
Homicide,San Diego,2008,Sex,Total,103,3051260,3.37565,3.14824,0.312112
Homicide,Stanislaus,2008,Sex,Total,35,510396,6.85742,6.91587,1.17791
Homicide,Los Angeles,2008,Sex,Total,836,9796810,8.53339,8.15884,0.283075
Homicide,San Francisco,2008,Sex,Total,77,798673,9.64099,8.66254,1.00269
Homicide,San Bernardino,2008,Sex,Total,136,2016530,6.74427,6.63087,0.575529
Homicide,San Joaquin,2008,Sex,Total,43,675248,6.36803,6.38899,0.979797
Homicide,Tulare,2008,Sex,Total,44,431471,10.1977,10.3915,1.59039
Homicide,Sacramento,2008,Sex,Total,97,1400940,6.92393,6.84902,0.698298
Homicide,Riverside,2008,Sex,Total,121,2122920,5.6997,5.70649,0.5234
Homicide,Fresno,2008,Sex,Total,77,913239,8.43153,8.28883,0.957584
Homicide,Monterey,2008,Sex,Total,39,410877,9.49189,8.85139,1.42337
Homicide,San Mateo,2008,Sex,Total,25,711374,3.51433,3.6449,0.733276
Homicide,Alameda,2008,Sex,Total,164,1491780,10.9936,10.4868,0.821263
Homicide,Alameda,2009,Sex,Female,22,765745,2.87302,2.7485,0.59074
Homicide,Kern,2009,Sex,Female,15,402699,3.72487,4.01961,1.05598
Homicide,San Diego,2009,Sex,Female,26,1531510,1.69767,1.57926,0.311709
Homicide,Los Angeles,2009,Sex,Female,105,4969130,2.11305,2.08175,0.203883
Homicide,Orange,2009,Sex,Female,21,1512750,1.3882,1.41243,0.310238
Homicide,CALIFORNIA,2009,Sex,Female,352,18633000,1.88912,1.87508,0.100466
Homicide,Contra Costa,2009,Sex,Female,15,533877,2.80964,2.96311,0.774078
Homicide,San Bernardino,2009,Sex,Female,32,1015720,3.15048,3.14999,0.560724
Homicide,Riverside,2009,Sex,Female,14,1084970,1.29035,1.25633,0.337276
Homicide,Riverside,2009,Sex,Male,81,1073420,7.54594,7.55136,0.846118
Homicide,Contra Costa,2009,Sex,Male,82,509624,16.0903,16.9834,1.88411
Homicide,Los Angeles,2009,Sex,Male,629,4836100,13.0063,12.1928,0.488984
Homicide,Alameda,2009,Sex,Male,107,738082,14.497,13.9198,1.34971
Homicide,San Bernardino,2009,Sex,Male,117,1006600,11.6233,11.0594,1.0376
Homicide,CALIFORNIA,2009,Sex,Male,1812,18444200,9.82421,9.3839,0.221699
Homicide,Kern,2009,Sex,Male,78,428435,18.2058,16.7041,1.91233
Homicide,San Diego,2009,Sex,Male,73,1546120,4.72149,4.38834,0.520467
Homicide,Orange,2009,Sex,Male,60,1486070,4.0375,3.95448,0.511991
Homicide,Tulare,2009,Sex,Total,31,438408,7.07104,6.7866,1.23795
Homicide,Kern,2009,Sex,Total,93,831134,11.1895,10.8013,1.13402
Homicide,CALIFORNIA,2009,Sex,Total,2164,37077200,5.83647,5.69851,0.123002
Homicide,Humboldt,2009,Sex,Total,11,133766,8.22332,8.52767,2.65687
Homicide,San Francisco,2009,Sex,Total,42,801799,5.23822,4.85244,0.773022
Homicide,Butte,2009,Sex,Total,12,219287,5.47228,6.15007,1.83104
Homicide,Solano,2009,Sex,Total,27,412488,6.54564,6.62889,1.28144
Homicide,Los Angeles,2009,Sex,Total,734,9805230,7.4858,7.17164,0.265703
Homicide,Santa Clara,2009,Sex,Total,48,1774890,2.70439,2.68,0.388295
Homicide,Santa Barbara,2009,Sex,Total,11,422423,2.60402,2.38629,0.733127
Homicide,Stanislaus,2009,Sex,Total,36,512052,7.03054,7.08697,1.19013
Homicide,Sonoma,2009,Sex,Total,13,480598,2.70496,2.75553,0.767997
Homicide,Sacramento,2009,Sex,Total,78,1411400,5.52642,5.43165,0.618368
Homicide,Marin,2009,Sex,Total,11,251230,4.37846,5.11818,1.57979
Homicide,Fresno,2009,Sex,Total,80,923895,8.65899,8.41047,0.952847
Homicide,San Bernardino,2009,Sex,Total,149,2022320,7.36778,7.1846,0.595914
Homicide,Orange,2009,Sex,Total,81,2998820,2.70107,2.71515,0.30237000000000003
Homicide,Alameda,2009,Sex,Total,129,1503830,8.57811,8.37353,0.739952
Homicide,San Joaquin,2009,Sex,Total,64,680421,9.40594,9.38328,1.18133
Homicide,Merced,2009,Sex,Total,22,254123,8.65723,9.03587,1.96962
Homicide,San Mateo,2009,Sex,Total,18,716264,2.51304,2.7097,0.644173
Homicide,Monterey,2009,Sex,Total,53,413590,12.8146,12.0459,1.66344
Homicide,Ventura,2009,Sex,Total,28,818546,3.4207,3.39176,0.644492
Homicide,Riverside,2009,Sex,Total,95,2158400,4.40141,4.41832,0.456211
Homicide,San Diego,2009,Sex,Total,99,3077630,3.21676,3.01312,0.304971
Homicide,Contra Costa,2009,Sex,Total,97,1043500,9.29563,10.0001,1.02078
Homicide,Kern,2010,Sex,Female,12,404863,2.96397,2.86674,0.842268
Homicide,San Diego,2010,Sex,Female,17,1539400,1.10433,1.05049,0.256722
Homicide,Orange,2010,Sex,Female,21,1523710,1.37822,1.28178,0.288574
Homicide,San Bernardino,2010,Sex,Female,30,1028170,2.91782,2.82607,0.519816
Homicide,Solano,2010,Sex,Female,11,206767,5.32001,5.09835,1.55599
Homicide,Riverside,2010,Sex,Female,17,1103310,1.54082,1.56756,0.382369
Homicide,Contra Costa,2010,Sex,Female,14,538755,2.59859,2.50717,0.681791
Homicide,Los Angeles,2010,Sex,Female,103,4987230,2.06527,2.0257,0.200956
Homicide,CALIFORNIA,2010,Sex,Female,349,18764000,1.85995,1.82653,0.0987203
Homicide,Fresno,2010,Sex,Female,11,466700,2.35697,2.4356,0.741999
Homicide,Sacramento,2010,Sex,Female,19,725379,2.61932,2.45848,0.567938
Homicide,Alameda,2010,Sex,Female,13,772193,1.68352,1.67437,0.467565
Homicide,Contra Costa,2010,Sex,Male,68,512770,13.2613,13.5949,1.65821
Homicide,San Bernardino,2010,Sex,Male,99,1016060,9.7435,9.48704,0.970648
Homicide,Los Angeles,2010,Sex,Male,551,4849780,11.3613,10.5587,0.452318
Homicide,Solano,2010,Sex,Male,23,205806,11.1756,11.497,2.42123
Homicide,Sacramento,2010,Sex,Male,64,696249,9.19211,8.8672,1.11611
Homicide,CALIFORNIA,2010,Sex,Male,1612,18569600,8.68085,8.27909,0.207503
Homicide,Fresno,2010,Sex,Male,62,465928,13.3068,12.4783,1.6138
Homicide,Riverside,2010,Sex,Male,82,1092830,7.50349,7.45521,0.829699
Homicide,Orange,2010,Sex,Male,48,1491250,3.21877,3.13094,0.455367
Homicide,San Diego,2010,Sex,Male,60,1561130,3.84337,3.55955,0.465476
Homicide,Alameda,2010,Sex,Male,115,743145,15.4748,14.7109,1.37634
Homicide,Kern,2010,Sex,Male,66,437024,15.1021,13.9216,1.73688
Homicide,San Bernardino,2010,Sex,Total,129,2044230,6.31045,6.15119,0.548063
Homicide,Los Angeles,2010,Sex,Total,654,9837010,6.64836,6.3357,0.248801
Homicide,Fresno,2010,Sex,Total,73,932628,7.82734,7.55086,0.897733
Homicide,Alameda,2010,Sex,Total,128,1515340,8.44696,8.21076,0.729091
Homicide,Santa Cruz,2010,Sex,Total,13,262341,4.95538,4.76791,1.35735
Homicide,CALIFORNIA,2010,Sex,Total,1961,37333600,5.25264,5.11812,0.116234
Homicide,Monterey,2010,Sex,Total,44,414915,10.6046,9.93015,1.50688
Homicide,Solano,2010,Sex,Total,34,412573,8.24097,8.37701,1.45192
Homicide,Riverside,2010,Sex,Total,99,2196140,4.50792,4.5397,0.459313
Homicide,Contra Costa,2010,Sex,Total,82,1051520,7.7982,8.06714,0.898119
Homicide,San Francisco,2010,Sex,Total,45,809174,5.56123,5.0668,0.776497
Homicide,Madera,2010,Sex,Total,11,150193,7.32391,7.51287,2.29272
Homicide,Ventura,2010,Sex,Total,23,824467,2.78968,2.7759,0.580994
Homicide,Tulare,2010,Sex,Total,36,442551,8.13466,7.74189,1.30702
Homicide,Sacramento,2010,Sex,Total,83,1421630,5.83838,5.6752,0.62713
Homicide,Santa Clara,2010,Sex,Total,33,1790300,1.84327,1.79207,0.313683
Homicide,San Diego,2010,Sex,Total,77,3100530,2.48345,2.33316,0.268289
Homicide,San Mateo,2010,Sex,Total,24,720496,3.33104,3.66533,0.755463
Homicide,San Joaquin,2010,Sex,Total,65,687827,9.45005,9.37886,1.17351
Homicide,Merced,2010,Sex,Total,25,256803,9.73509,9.84895,2.01642
Homicide,Santa Barbara,2010,Sex,Total,11,423552,2.59708,2.8358,0.880838
Homicide,Stanislaus,2010,Sex,Total,31,515888,6.00906,6.09735,1.10377
Homicide,Kern,2010,Sex,Total,78,841887,9.2649,8.84645,1.01589
Homicide,Orange,2010,Sex,Total,69,3014960,2.28859,2.22155,0.270767
Homicide,San Bernardino,2011,Sex,Female,23,1038130,2.21552,2.22505,0.46889
Homicide,Santa Clara,2011,Sex,Female,17,904163,1.88019,1.82507,0.44505
Homicide,Riverside,2011,Sex,Female,24,1119220,2.14436,2.20714,0.454187
Homicide,Alameda,2011,Sex,Female,13,780552,1.66549,1.60191,0.449554
Homicide,Orange,2011,Sex,Female,23,1540870,1.49266,1.40183,0.294107
Homicide,Los Angeles,2011,Sex,Female,97,5018310,1.93292,1.84113,0.18933
Homicide,Sacramento,2011,Sex,Female,14,731253,1.91452,1.94588,0.526777
Homicide,CALIFORNIA,2011,Sex,Female,343,18932800,1.81167,1.78206,0.097135
Homicide,San Diego,2011,Sex,Female,31,1556410,1.99177,2.01897,0.367688
Homicide,Sacramento,2011,Sex,Male,73,702539,10.3909,10.312,1.2176
Homicide,San Bernardino,2011,Sex,Male,93,1026600,9.05899,8.91339,0.94424
Homicide,CALIFORNIA,2011,Sex,Male,1649,18742200,8.79833,8.44396,0.209359
Homicide,Sonoma,2011,Sex,Male,17,239488,7.09847,7.15125,1.75215
Homicide,Los Angeles,2011,Sex,Male,516,4882550,10.5683,9.90084,0.438394
Homicide,San Diego,2011,Sex,Male,68,1579400,4.30544,4.03713,0.497179
Homicide,Santa Clara,2011,Sex,Male,44,909697,4.83678,4.77338,0.724272
Homicide,Riverside,2011,Sex,Male,73,1108830,6.58353,6.43271,0.759305
Homicide,Orange,2011,Sex,Male,63,1508120,4.17738,4.09437,0.519539
Homicide,Alameda,2011,Sex,Male,111,751390,14.7726,14.1544,1.34797
Homicide,Ventura,2011,Sex,Total,18,831450,2.16489,2.20419,0.524288
Homicide,Santa Barbara,2011,Sex,Total,12,425335,2.82131,2.77135,0.818828
Homicide,CALIFORNIA,2011,Sex,Total,1992,37675000,5.28733,5.1721,0.11655
Homicide,Kings,2011,Sex,Total,11,151382,7.26639,7.63454,2.36107
Homicide,Merced,2011,Sex,Total,13,260072,4.99862,4.52816,1.26489
Homicide,Contra Costa,2011,Sex,Total,73,1063880,6.8617,7.33733,0.861759
Homicide,Tulare,2011,Sex,Total,36,447493,8.04482,7.54845,1.27043
Homicide,Santa Clara,2011,Sex,Total,61,1813860,3.36299,3.36056,0.433052
Homicide,San Mateo,2011,Sex,Total,27,729292,3.70222,4.00166,0.776683
Homicide,Santa Cruz,2011,Sex,Total,12,265183,4.52518,4.27413,1.26102
Homicide,Riverside,2011,Sex,Total,97,2228040,4.35359,4.35448,0.445607
Homicide,San Joaquin,2011,Sex,Total,83,694200,11.9562,12.0988,1.34075
Homicide,Fresno,2011,Sex,Total,67,942076,7.11195,7.15575,0.889918
Homicide,Solano,2011,Sex,Total,36,414648,8.68206,8.55643,1.43454
Homicide,Alameda,2011,Sex,Total,124,1531940,8.0943,7.89589,0.712371
Homicide,San Diego,2011,Sex,Total,99,3135810,3.15708,3.07914,0.31278
Homicide,Monterey,2011,Sex,Total,37,419417,8.82177,8.01774,1.32135
Homicide,Sonoma,2011,Sex,Total,17,486830,3.49198,3.65142,0.895536
Homicide,Los Angeles,2011,Sex,Total,613,9900860,6.19138,5.90634,0.239871
Homicide,Sacramento,2011,Sex,Total,87,1433790,6.06783,6.07644,0.656067
Homicide,Kern,2011,Sex,Total,55,849934,6.47109,6.57083,0.899422
Homicide,Stanislaus,2011,Sex,Total,38,518812,7.32443,7.19051,1.17786
Homicide,San Bernardino,2011,Sex,Total,116,2064730,5.61816,5.57563,0.525969
Homicide,Orange,2011,Sex,Total,86,3048990,2.8206,2.75881,0.298889
Homicide,San Francisco,2011,Sex,Total,65,819897,7.92783,7.70547,0.992157
Homicide,CALIFORNIA,2012,Sex,Female,343,19114500,1.79445,1.78856,0.097489
Homicide,Kern,2012,Sex,Female,15,413067,3.63137,3.82075,1.00228
Homicide,Riverside,2012,Sex,Female,23,1131820,2.03213,2.13194,0.447612
Homicide,San Diego,2012,Sex,Female,28,1575720,1.77697,1.79468,0.34153
Homicide,Los Angeles,2012,Sex,Female,81,5061130,1.60043,1.58608,0.178421
Homicide,Sacramento,2012,Sex,Female,14,736729,1.90029,1.95907,0.527382
Homicide,San Bernardino,2012,Sex,Female,25,1044150,2.39429,2.4367,0.492761
Homicide,San Francisco,2012,Sex,Female,12,409761,2.92854,2.66718,0.806127
Homicide,San Joaquin,2012,Sex,Female,14,351352,3.9846,3.9846,1.08138
Homicide,Fresno,2012,Sex,Female,15,475391,3.1553,3.41935,0.897027
Homicide,Alameda,2012,Sex,Female,27,791969,3.40923,3.5318,0.683112
Homicide,Kern,2012,Sex,Male,60,445204,13.477,13.0592,1.7217
Homicide,San Joaquin,2012,Sex,Male,85,349062,24.351,23.6908,2.5973
Homicide,San Diego,2012,Sex,Male,92,1598730,5.75458,5.31029,0.559926
Homicide,Fresno,2012,Sex,Male,81,475243,17.0439,16.8676,1.90966
Homicide,San Bernardino,2012,Sex,Male,114,1033410,11.0314,10.8244,1.02908
Homicide,Alameda,2012,Sex,Male,117,762477,15.3447,15.0639,1.40001
Homicide,San Francisco,2012,Sex,Male,37,422844,8.75028,8.43341,1.44951
Homicide,Los Angeles,2012,Sex,Male,524,4927160,10.6349,10.0742,0.443016
Homicide,San Mateo,2012,Sex,Male,16,364097,4.39443,4.55594,1.14955
Homicide,CALIFORNIA,2012,Sex,Male,1752,18926900,9.25664,8.94054,0.215185
Homicide,Riverside,2012,Sex,Male,79,1121500,7.04415,7.05382,0.801032
Homicide,Sacramento,2012,Sex,Male,82,708501,11.5737,11.2276,1.25087
Homicide,San Joaquin,2012,Sex,Total,99,700414,14.1345,14.1035,1.43115
Homicide,San Bernardino,2012,Sex,Total,139,2077560,6.69054,6.66526,0.572634
Homicide,San Mateo,2012,Sex,Total,16,740568,2.1605,2.31735,0.586888
Homicide,Tulare,2012,Sex,Total,39,452135,8.62574,8.38846,1.36692
Homicide,Contra Costa,2012,Sex,Total,66,1075660,6.13574,6.44759,0.799523
Homicide,San Francisco,2012,Sex,Total,49,832605,5.88514,5.6407,0.838985
Homicide,Sacramento,2012,Sex,Total,96,1445230,6.64254,6.58902,0.678418
Homicide,Orange,2012,Sex,Total,60,3084040,1.9455,1.91091,0.248039
Homicide,Monterey,2012,Sex,Total,44,423881,10.3803,9.98423,1.52237
Homicide,Santa Barbara,2012,Sex,Total,15,430287,3.48605,3.24736,0.851301
Homicide,Alameda,2012,Sex,Total,144,1554450,9.26375,9.24475,0.773669
Homicide,Los Angeles,2012,Sex,Total,605,9988290,6.05709,5.85691,0.239534
Homicide,Santa Cruz,2012,Sex,Total,12,267672,4.4831,4.74068,1.3983
Homicide,Kern,2012,Sex,Total,75,858271,8.7385,8.81593,1.03518
Homicide,Stanislaus,2012,Sex,Total,44,523596,8.40343,8.3731,1.2758100000000001
Homicide,Butte,2012,Sex,Total,13,221797,5.86122,6.0077,1.70963
Homicide,Ventura,2012,Sex,Total,25,836553,2.98845,3.04256,0.62438
Homicide,Santa Clara,2012,Sex,Total,60,1840220,3.26048,3.31036,0.429091
Homicide,Riverside,2012,Sex,Total,102,2253320,4.52666,4.63547,0.462638
Homicide,Solano,2012,Sex,Total,44,417443,10.5404,10.923,1.67081
Homicide,CALIFORNIA,2012,Sex,Total,2095,38041500,5.50715,5.43131,0.119459
Homicide,Merced,2012,Sex,Total,21,262919,7.98725,7.83009,1.75253
Homicide,San Diego,2012,Sex,Total,120,3174450,3.78019,3.62349,0.333514
Homicide,Fresno,2012,Sex,Total,96,950634,10.0985,10.222,1.06118
Homicide,Orange,2013,Sex,Female,15,1571940,0.954234,1.03382,0.268069
Homicide,Riverside,2013,Sex,Female,32,1143670,2.798,2.76524,0.493253
Homicide,CALIFORNIA,2013,Sex,Female,306,19281600,1.587,1.58787,0.0916694
Homicide,Alameda,2013,Sex,Female,14,803669,1.74201,1.75497,0.473221
Homicide,Kern,2013,Sex,Female,14,418293,3.34694,3.39691,0.923762
Homicide,San Diego,2013,Sex,Female,24,1592760,1.50682,1.53075,0.315791
Homicide,Sacramento,2013,Sex,Female,13,741764,1.75258,1.79694,0.49982
Homicide,Los Angeles,2013,Sex,Female,72,5093800,1.41348,1.38708,0.164747
Homicide,San Bernardino,2013,Sex,Female,21,1051070,1.99797,2.16675,0.479958
Homicide,Santa Clara,2013,Sex,Female,14,931450,1.50303,1.44469,0.391671
Homicide,Riverside,2013,Sex,Male,82,1133090,7.23683,7.25297,0.809305
Homicide,Kern,2013,Sex,Male,61,450301,13.5465,13.1858,1.72224
Homicide,Los Angeles,2013,Sex,Male,517,4961680,10.4199,10.048400000000001,0.445083
Homicide,Santa Clara,2013,Sex,Male,45,934758,4.81408,4.81603,0.720983
Homicide,Alameda,2013,Sex,Male,93,772128,12.0446,11.8407,1.23257
Homicide,Madera,2013,Sex,Male,12,73309.7,16.3689,15.3346,4.48644
Homicide,San Diego,2013,Sex,Male,72,1616190,4.45493,4.18582,0.499159
Homicide,Sacramento,2013,Sex,Male,64,713838,8.96562,8.89902,1.12306
Homicide,CALIFORNIA,2013,Sex,Male,1623,19091800,8.50102,8.2749,0.206934
Homicide,Orange,2013,Sex,Male,51,1538860,3.31414,3.23782,0.455408
Homicide,San Bernardino,2013,Sex,Male,124,1041080,11.9107,11.8634,1.08505
Homicide,CALIFORNIA,2013,Sex,Total,1929,38373400,5.02692,4.98888,0.114354
Homicide,Solano,2013,Sex,Total,40,420701,9.50794,9.82309,1.56571
Homicide,San Mateo,2013,Sex,Total,17,748761,2.27042,2.47461,0.608534
Homicide,San Francisco,2013,Sex,Total,21,843735,2.48893,2.39051,0.553211
Homicide,Alameda,2013,Sex,Total,107,1575800,6.79021,6.81359,0.661999
Homicide,Kern,2013,Sex,Total,75,868594,8.63464,8.64216,1.01568
Homicide,Fresno,2013,Sex,Total,67,959506,6.98276,6.73806,0.833366
Homicide,Tulare,2013,Sex,Total,48,455854,10.5297,11.0761,1.62763
Homicide,Santa Barbara,2013,Sex,Total,11,435241,2.52734,2.65887,0.81523
Homicide,Santa Clara,2013,Sex,Total,59,1866210,3.16149,3.17137,0.41549
Homicide,Riverside,2013,Sex,Total,114,2276760,5.0071,5.03561,0.475827
Homicide,Monterey,2013,Sex,Total,45,426453,10.5522,10.1996,1.53777
Homicide,Ventura,2013,Sex,Total,40,842639,4.74699,4.63563,0.741013
Homicide,Contra Costa,2013,Sex,Total,62,1089660,5.68987,5.80647,0.743735
Homicide,Stanislaus,2013,Sex,Total,30,527687,5.68519,5.3233,0.976783
Homicide,Los Angeles,2013,Sex,Total,589,10055500,5.8575,5.73949,0.237838
Homicide,Santa Cruz,2013,Sex,Total,14,270416,5.17721,4.82654,1.32073
Homicide,Orange,2013,Sex,Total,66,3110800,2.12164,2.14472,0.265245
Homicide,Merced,2013,Sex,Total,28,264783,10.5747,10.0805,1.94182
Homicide,San Joaquin,2013,Sex,Total,52,705767,7.36787,7.3844900000000004,1.03461
Homicide,San Diego,2013,Sex,Total,96,3208950,2.99164,2.93775,0.302873
Homicide,Sacramento,2013,Sex,Total,77,1455600,5.28991,5.31831,0.609862
Homicide,San Bernardino,2013,Sex,Total,145,2092150,6.93067,7.05774,0.596089
Homicide,Madera,2013,Sex,Total,12,152235,7.88255,7.55733,2.19526
Homicide,CALIFORNIA,2014,Sex,Female,306,19466600,1.57193,1.5706,0.0908742
Homicide,Alameda,2014,Sex,Female,25,816364,3.06236,2.91265,0.59058600000000006
Homicide,Sacramento,2014,Sex,Female,21,750840,2.79687,2.86452,0.632351
Homicide,Los Angeles,2014,Sex,Female,77,5127240,1.50178,1.47501,0.169749
Homicide,San Bernardino,2014,Sex,Female,23,1060890,2.16799,2.24101,0.472251
Homicide,San Diego,2014,Sex,Female,19,1613080,1.17787,1.12951,0.265996
Homicide,Orange,2014,Sex,Female,13,1585820,0.819766,0.783043,0.219725
Homicide,Riverside,2014,Sex,Female,22,1158040,1.89977,1.98159,0.42619
Homicide,Sacramento,2014,Sex,Male,76,722977,10.5121,10.6417,1.23327
Homicide,Orange,2014,Sex,Male,51,1551930,3.28624,3.20668,0.452561
Homicide,Alameda,2014,Sex,Male,80,783321,10.2129,10.1945,1.14615
Homicide,CALIFORNIA,2014,Sex,Male,1574,19272800,8.16693,7.98119,0.202839
Homicide,San Diego,2014,Sex,Male,72,1635470,4.40241,4.23187,0.505158
Homicide,Los Angeles,2014,Sex,Male,485,4997440,9.70497,9.29055,0.424607
Homicide,Riverside,2014,Sex,Male,81,1147760,7.05723,7.04378,0.793689
Homicide,San Bernardino,2014,Sex,Male,102,1051020,9.70486,9.64251,0.972184
Homicide,San Diego,2014,Sex,Total,91,3248550,2.80125,2.74871,0.292176
Homicide,Orange,2014,Sex,Total,64,3137740,2.03968,2.01757,0.254133
Homicide,Monterey,2014,Sex,Total,39,429797,9.07405,9.20267,1.49328
Homicide,Humboldt,2014,Sex,Total,14,134730,10.3912,10.3059,2.84306
Homicide,Los Angeles,2014,Sex,Total,562,10124700,5.55079,5.40132,0.229226
Homicide,Santa Clara,2014,Sex,Total,51,1890930,2.69709,2.70002,0.381464
Homicide,CALIFORNIA,2014,Sex,Total,1880,38739400,4.85294,4.82861,0.112271
Homicide,Sacramento,2014,Sex,Total,97,1473820,6.58155,6.69506,0.685868
Homicide,Stanislaus,2014,Sex,Total,33,531720,6.20627,6.24764,1.10328
Homicide,San Bernardino,2014,Sex,Total,125,2111910,5.9188,5.95609,0.541097
Homicide,Fresno,2014,Sex,Total,72,969410,7.4272,7.6142,0.914624
Homicide,Contra Costa,2014,Sex,Total,63,1102940,5.712,6.06163,0.770958
Homicide,Ventura,2014,Sex,Total,23,847885,2.71263,2.69195,0.568901
Homicide,Alameda,2014,Sex,Total,105,1599680,6.56379,6.59014,0.647999
Homicide,Kern,2014,Sex,Total,73,876668,8.32698,8.32645,0.988057
Homicide,Santa Barbara,2014,Sex,Total,13,440129,2.95368,3.20142,0.909716
Homicide,Riverside,2014,Sex,Total,103,2305800,4.467,4.54028,0.45264
Homicide,Tulare,2014,Sex,Total,37,459831,8.04643,8.69743,1.45639
Homicide,San Francisco,2014,Sex,Total,29,853732,3.39685,3.50323,0.69947
Homicide,San Mateo,2014,Sex,Total,15,756371,1.98315,2.11568,0.552538
Homicide,San Joaquin,2014,Sex,Total,70,717238,9.75966,9.67981,1.17017
Homicide,Solano,2014,Sex,Total,32,425430,7.5218,7.645,1.36581
Homicide,Merced,2014,Sex,Total,27,267714,10.0854,9.64635,1.89019
Homicide,San Diego,2015,Sex,Female,25,1626900,1.53666,1.48199,0.301501
Homicide,CALIFORNIA,2015,Sex,Female,325,19629500,1.65567,1.63776,0.0920061
